612 50
25 47 56
47 4 44
4 20 49
4 33 95
25 30 97
30 18 35
47 0 31
0 45 31
45 23 96
30 15 81
25 17 83
30 3 25
20 44 91
15 34 2
0 8 45
25 22 59
8 6 50
8 10 40
6 43 5
8 35 68
35 28 90
47 16 80
20 40 74
8 24 92
47 21 32
15 48 89
23 32 82
45 31 24
6 37 28
20 46 5
15 5 48
23 42 62
24 7 81
25 26 80
35 36 55
16 2 55
32 27 65
4 41 56
27 29 61
32 13 31
6 12 74
44 39 64
15 14 73
17 11 57
37 9 12
41 49 81
36 38 59
38 1 84
40 19 77
13 43 100
1 6 95
11 43 44
6 19 76
29 41 91
24 45 9
20 47 33
40 47 87
33 35 77
18 43 15
1 18 1
6 39 94
29 32 73
16 28 65
35 49 51
18 37 85
0 26 45
4 30 95
5 34 86
6 25 72
22 42 39
12 40 1
15 22 56
35 47 59
2 8 59
18 23 0
9 42 85
24 39 18
23 36 7
26 46 85
32 48 26
8 31 50
9 16 88
12 43 87
3 31 9
39 49 28
12 39 19
30 44 44
34 40 36
31 39 79
8 32 77
9 15 60
4 22 54
19 37 84
35 43 97
15 45 40
7 12 40
32 44 61
0 31 10
6 36 25
15 23 61
23 39 74
2 24 39
31 46 22
7 18 17
20 38 73
23 37 74
26 31 67
3 41 95
2 26 36
2 19 69
34 41 58
1 11 74
15 43 92
47 48 12
12 20 13
34 44 12
3 22 15
36 44 0
7 17 91
34 47 87
9 44 29
10 45 5
19 22 86
5 11 24
2 46 45
13 44 14
3 12 36
32 36 60
19 34 49
18 49 33
41 43 33
31 43 34
10 34 20
11 47 68
20 39 88
38 42 18
3 21 38
14 30 53
45 48 72
15 47 40
20 28 70
27 28 1
17 49 10
24 26 100
34 48 63
1 28 21
1 47 94
0 1 2
31 48 2
18 19 94
7 35 39
32 43 49
16 34 41
31 41 44
15 18 66
33 38 46
3 35 48
20 23 97
10 40 28
17 44 39
1 16 56
4 36 4
8 23 31
14 45 70
18 35 23
25 46 9
12 23 8
4 12 88
20 41 87
30 34 10
5 25 67
44 47 43
9 38 56
6 15 84
16 46 81
36 41 18
15 29 9
4 16 45
43 49 63
19 36 53
29 40 2
14 47 52
9 40 53
13 45 85
24 30 50
9 34 56
1 42 27
29 35 19
7 38 18
16 29 2
9 46 40
0 2 40
22 49 45
30 32 89
23 28 20
19 44 83
45 49 6
13 28 0
13 25 62
12 35 42
25 36 79
18 24 82
29 47 38
0 46 40
37 44 76
36 48 23
19 45 23
0 36 65
46 49 87
28 30 55
9 21 36
8 41 87
21 44 19
21 49 71
7 40 23
5 43 62
6 30 60
8 48 62
19 41 69
38 44 44
20 24 95
24 37 65
12 21 36
5 18 19
29 31 2
8 22 39
9 17 57
41 46 34
8 42 30
12 45 92
20 31 23
0 41 43
4 17 43
6 32 36
20 34 86
26 29 40
18 46 4
29 42 38
10 37 72
31 42 85
25 42 75
16 21 100
26 43 32
16 44 50
10 29 32
23 34 56
16 26 57
3 20 52
28 45 6
13 33 86
30 39 90
30 43 86
40 41 44
17 30 6
18 41 91
2 11 97
28 37 36
13 42 51
14 39 20
0 23 43
7 33 44
4 49 85
3 39 58
7 31 88
7 36 36
23 30 54
30 47 1
39 46 28
30 33 49
8 27 56
38 48 5
36 47 70
4 21 52
3 11 3
4 24 1
1 43 100
11 29 92
25 38 88
3 9 57
27 40 41
29 49 26
0 49 64
15 20 6
8 30 40
22 35 94
21 41 66
15 33 89
2 6 68
6 14 31
17 28 80
28 46 95
1 29 87
32 33 49
7 42 57
29 34 29
32 45 65
40 43 8
11 13 27
13 30 6
0 4 65
3 6 88
10 33 96
13 37 77
3 10 93
13 21 37
14 21 100
8 45 56
16 17 40
27 48 100
9 47 9
24 35 93
14 38 41
4 29 45
1 20 53
29 43 80
7 19 7
12 42 17
22 45 21
15 40 8
21 35 89
5 44 4
3 44 4
2 22 3
11 22 32
16 48 60
34 39 84
10 14 30
21 34 17
24 31 58
13 22 78
20 42 13
5 48 7
22 32 60
3 48 80
10 19 23
1 39 11
33 49 90
27 49 97
11 44 0
2 36 0
16 30 75
26 33 40
15 49 57
9 35 55
19 32 13
1 35 32
6 20 42
3 4 76
6 27 77
10 21 81
2 45 50
23 47 13
2 15 83
22 24 58
16 43 37
42 43 2
26 41 95
3 40 0
10 47 75
11 35 58
17 41 44
22 23 25
12 19 97
20 32 88
7 32 33
1 8 22
2 23 47
12 26 21
34 35 36
24 36 56
26 47 10
2 30 67
47 49 53
7 39 63
31 38 47
1 7 20
11 21 39
3 46 24
5 30 21
9 32 72
13 31 28
6 9 57
21 33 63
19 28 73
37 47 8
37 42 9
30 36 96
2 43 96
1 15 47
10 12 89
0 18 93
16 18 9
33 44 94
6 49 44
26 35 75
19 27 55
13 36 24
24 28 87
2 5 49
21 31 87
5 22 5
33 37 43
5 23 42
5 14 78
0 7 3
19 47 96
8 19 81
6 45 53
2 10 27
26 28 12
23 29 74
10 22 93
14 23 98
44 45 14
13 23 17
0 25 8
6 16 80
1 3 39
2 27 54
3 7 62
18 33 54
45 47 25
33 41 52
18 45 86
40 42 92
26 45 20
1 4 10
17 37 93
29 30 6
2 49 13
5 24 65
25 45 31
16 36 49
6 13 43
30 46 4
33 34 73
10 35 57
12 31 80
17 19 61
18 22 90
6 35 4
19 21 96
8 29 59
16 20 73
24 47 48
17 45 46
11 16 40
1 24 24
28 43 33
13 15 64
8 49 76
12 36 73
26 34 91
11 32 91
40 49 26
37 48 93
6 26 73
15 36 84
3 47 19
6 23 53
14 28 36
9 13 84
28 34 26
13 48 41
12 22 33
3 29 48
5 36 15
10 28 11
39 40 88
8 16 20
37 39 30
10 46 69
27 43 39
3 23 74
11 45 46
28 42 30
12 27 94
24 46 71
33 48 95
2 28 31
5 12 70
32 40 63
27 35 68
31 49 21
26 42 73
14 32 42
36 46 82
19 26 70
9 41 65
6 22 48
1 32 14
3 24 31
8 28 32
2 44 80
33 46 89
2 34 6
38 39 62
17 18 53
27 47 79
40 44 19
21 48 55
13 16 57
4 6 98
24 38 85
25 28 68
5 46 12
1 2 50
4 45 94
10 31 24
16 23 44
11 49 71
12 14 23
11 19 40
43 47 95
8 15 99
38 49 51
17 39 58
11 46 87
37 49 35
1 12 66
7 13 22
0 16 48
8 20 31
36 40 78
35 40 68
14 16 86
45 46 39
1 46 9
7 49 74
32 42 100
9 10 9
11 23 16
12 29 90
5 10 67
32 49 44
9 48 6
17 43 82
7 41 16
6 44 65
35 38 72
10 25 92
15 38 35
24 40 48
18 40 76
0 48 61
14 26 68
9 28 99
42 44 55
8 33 72
19 25 42
