124875 1000
385 509 75
385 539 6
539 779 95
779 862 50
385 336 100
336 97 96
862 65 30
65 985 88
65 482 60
385 421 95
65 259 68
539 188 32
985 507 37
482 381 7
421 774 43
421 809 97
862 52 14
774 373 14
482 179 78
774 217 15
862 60 62
509 599 73
599 418 75
482 708 54
809 269 80
421 562 4
381 541 42
97 423 76
336 116 48
97 416 60
188 461 79
421 99 34
809 126 36
862 836 86
381 942 30
381 363 45
509 144 20
381 282 0
97 567 99
507 494 33
269 122 29
539 894 43
942 467 46
179 860 59
708 512 39
541 424 31
708 160 42
424 193 46
512 393 3
424 986 28
539 810 21
126 16 64
381 928 19
985 918 0
282 775 11
421 463 69
188 256 33
928 362 53
509 822 39
774 226 48
193 971 5
482 10 57
779 147 3
775 896 83
774 701 89
116 980 5
701 111 2
971 786 76
482 623 32
541 476 79
179 203 62
779 299 47
461 296 86
269 413 34
476 899 99
482 332 59
193 676 98
899 437 5
896 106 87
541 245 35
147 948 14
65 446 50
332 124 68
423 15 1
562 837 79
822 537 85
126 901 47
52 750 86
476 542 4
269 829 20
786 863 62
373 746 46
971 991 83
774 970 46
701 932 48
393 208 37
986 237 59
437 992 1
416 490 8
932 907 81
217 650 84
467 709 74
226 927 21
750 641 60
124 924 12
193 30 31
373 781 12
226 546 81
332 696 18
97 452 18
217 976 15
97 521 51
542 73 73
60 738 44
99 308 6
708 745 100
60 260 78
948 392 56
927 454 18
413 617 92
901 714 100
116 585 44
567 827 63
381 221 76
971 342 0
899 712 18
992 749 46
203 232 7
562 412 74
986 100 37
393 692 52
781 579 71
221 430 77
221 661 69
188 930 47
918 268 10
712 43 50
99 197 28
147 605 65
282 149 41
829 583 18
829 620 20
512 492 51
894 389 49
100 281 23
446 502 87
985 12 80
980 944 39
774 616 57
149 451 15
197 265 24
106 195 52
837 223 5
418 719 7
692 869 4
696 109 52
521 994 48
930 580 16
537 44 38
44 316 17
829 330 99
860 571 99
579 734 5
985 874 4
195 835 6
907 935 99
12 283 14
494 457 6
994 0 48
43 610 17
330 187 61
342 732 95
237 53 55
430 967 49
106 448 89
53 872 82
97 485 94
734 357 64
928 459 12
342 796 94
223 141 88
256 663 100
521 47 45
810 354 60
617 472 68
283 523 32
10 603 21
650 798 81
30 753 22
661 425 14
927 551 96
562 45 22
454 794 30
265 279 33
342 613 21
613 409 19
620 128 21
316 844 85
357 963 7
641 665 29
237 726 100
299 730 10
281 818 78
775 839 28
617 127 100
362 249 48
492 558 22
111 329 55
901 86 60
193 71 22
650 929 77
507 350 0
269 851 49
421 169 94
818 584 93
692 390 21
281 488 8
260 499 59
430 513 4
12 979 82
745 369 57
979 213 1
350 91 31
332 873 19
929 629 25
839 815 8
907 153 92
562 104 87
12 615 78
485 642 93
179 163 45
86 255 54
160 117 36
986 514 62
665 638 7
896 159 82
494 975 51
899 868 82
781 699 97
237 677 72
502 74 86
195 25 59
714 735 35
16 940 55
282 206 83
851 419 82
203 612 63
363 718 52
980 132 87
213 158 19
457 915 66
423 630 71
490 776 77
829 693 28
967 687 3
259 748 56
901 79 86
217 713 20
809 529 99
350 178 92
928 596 36
424 861 29
490 516 28
279 575 85
421 243 40
732 698 97
696 886 79
523 105 15
330 501 52
516 253 11
827 310 82
354 766 44
735 374 15
116 335 35
105 633 31
928 882 13
693 234 76
308 262 98
73 56 96
16 429 84
512 294 10
100 311 20
512 820 21
918 380 53
507 156 83
260 644 67
712 88 49
294 688 42
124 830 68
730 110 69
265 152 19
944 133 15
329 759 86
265 436 47
213 919 63
127 926 80
718 505 72
472 847 46
12 487 12
282 339 76
448 386 61
942 353 30
781 54 26
798 439 91
583 351 41
868 576 49
203 589 41
708 879 37
753 322 66
109 397 1
195 408 58
708 146 7
719 154 37
193 200 16
687 23 85
796 740 86
847 174 21
980 285 47
677 715 27
715 191 84
907 664 86
206 561 19
188 761 30
408 592 37
948 966 14
206 42 72
930 431 59
116 681 26
732 624 61
492 33 22
708 978 28
463 404 78
482 456 10
424 568 68
753 674 15
416 9 86
815 917 61
542 895 18
839 258 69
661 186 96
265 14 70
781 662 31
132 415 94
818 816 9
33 763 82
924 618 13
873 62 39
661 320 66
718 17 29
350 204 10
117 717 10
234 888 84
748 821 18
73 391 44
726 272 0
213 61 40
873 802 48
798 218 40
732 68 70
674 479 32
592 453 3
260 229 2
753 990 17
879 24 17
696 347 79
835 383 19
243 916 10
415 637 37
60 85 36
899 925 36
796 142 34
677 793 74
915 432 1
662 989 70
794 242 5
86 168 56
25 619 59
592 50 85
141 113 12
761 569 89
927 756 54
699 739 37
569 972 9
927 883 20
633 651 92
746 789 94
738 590 54
487 566 80
786 443 26
421 13 57
432 3 49
929 683 52
861 411 47
821 725 98
88 417 86
651 76 63
927 224 88
351 787 63
886 649 80
734 962 38
412 300 93
676 518 9
322 770 57
615 595 91
421 345 98
798 842 76
156 890 16
234 626 47
732 145 50
415 136 58
479 543 79
575 40 29
820 760 41
512 721 90
641 678 74
73 118 79
740 607 85
514 724 53
342 240 5
416 137 26
453 340 60
918 555 58
485 84 7
391 704 0
88 400 94
404 465 42
142 588 28
701 703 51
10 248 67
25 420 79
649 212 56
16 504 36
661 669 28
583 680 58
507 634 77
748 799 73
262 478 44
576 570 1
570 643 19
168 843 56
779 686 65
872 38 37
709 192 80
363 804 45
701 327 57
919 5 58
54 871 79
588 695 21
712 254 94
105 773 83
485 993 59
459 497 65
732 965 33
54 48 74
128 690 13
699 520 32
815 892 56
200 867 56
724 574 87
424 524 66
420 672 54
992 466 5
860 298 58
683 211 34
390 139 13
320 887 14
362 762 21
30 564 56
776 143 24
488 462 19
139 287 44
718 609 60
320 653 12
542 134 28
568 157 23
157 348 51
989 878 15
423 934 67
869 885 64
887 697 23
10 597 78
918 1 33
142 880 38
298 164 98
948 26 84
624 189 40
568 495 97
616 601 88
85 577 21
189 277 26
512 401 14
513 289 53
258 161 38
885 371 90
197 533 63
575 737 40
551 28 57
887 103 92
466 464 66
100 22 88
589 593 15
224 148 96
154 744 52
373 943 59
717 865 82
781 783 70
665 498 89
703 267 43
336 318 78
737 483 28
30 493 56
189 900 66
940 689 79
708 449 50
103 447 33
962 58 51
871 812 25
50 655 39
537 913 7
990 742 79
976 474 12
316 216 84
885 313 43
74 503 64
412 510 87
248 4 19
885 460 33
930 101 88
820 402 71
391 782 99
253 304 16
695 707 70
899 166 98
113 205 92
16 375 45
390 705 65
781 441 36
383 846 90
310 225 25
590 668 78
901 548 90
872 771 33
23 167 40
693 706 55
753 406 27
152 341 52
136 399 60
510 155 14
697 176 41
512 450 23
12 819 3
584 337 76
456 220 76
677 679 98
304 973 42
483 939 1
570 11 79
393 628 88
1 388 75
412 66 28
385 855 90
735 207 11
907 519 0
948 376 30
132 540 59
926 317 14
134 496 89
369 321 71
350 469 21
467 608 62
638 959 43
380 573 78
9 199 5
496 792 43
520 63 32
472 969 31
642 536 18
689 587 0
145 938 90
122 636 27
501 377 74
88 941 8
362 999 99
116 511 65
354 968 13
738 251 31
699 477 92
110 923 58
934 922 32
446 950 28
536 382 24
469 302 25
542 326 52
612 527 83
375 727 44
15 875 75
363 427 16
966 675 65
642 361 3
759 194 53
298 673 27
696 550 11
4 654 48
402 444 83
483 670 67
593 777 14
973 291 39
195 947 74
686 344 51
786 162 72
551 557 55
759 252 21
9 20 80
756 700 54
53 480 28
738 731 53
243 215 90
326 303 43
679 314 46
629 18 84
950 981 88
472 853 75
469 51 15
204 666 51
380 621 15
745 83 1
20 135 83
929 891 94
612 578 47
149 691 15
593 275 91
457 286 25
724 458 14
756 80 46
127 297 48
17 266 76
948 769 77
14 984 11
721 622 66
502 945 58
510 92 77
505 937 49
587 811 47
225 280 14
878 952 18
423 659 32
283 227 87
669 646 44
774 484 28
886 552 59
73 752 71
730 582 83
779 788 37
929 825 59
510 987 61
878 57 41
740 173 40
155 538 19
653 37 84
750 230 56
629 2 46
676 565 98
695 667 71
705 694 30
469 898 52
748 32 87
409 270 56
240 780 6
502 544 92
61 953 24
317 309 15
994 292 7
413 123 23
106 606 22
925 906 72
162 805 93
256 394 34
200 586 68
712 64 24
376 379 43
429 473 11
695 506 54
749 233 88
776 183 71
701 549 71
749 639 92
546 850 27
794 720 59
101 185 61
786 897 70
662 710 94
862 982 5
899 263 18
194 72 99
561 239 47
144 442 60
510 315 92
810 102 97
880 49 29
217 108 7
187 736 84
661 75 85
260 711 68
97 228 18
75 172 96
976 307 73
984 581 30
453 808 78
520 964 5
720 768 28
33 547 84
103 526 50
484 346 43
939 931 33
38 784 35
512 202 19
242 635 63
315 491 5
139 545 18
446 831 0
492 671 2
650 274 94
918 177 100
812 306 98
926 171 10
12 67 39
221 352 66
64 554 67
618 319 71
763 908 65
786 219 44
693 201 35
13 904 1
211 800 27
861 632 28
163 858 90
915 198 31
851 90 48
831 716 13
967 264 20
973 660 74
425 856 16
623 767 34
718 468 79
632 553 56
688 911 87
683 795 42
330 866 67
742 833 60
925 995 86
33 522 2
394 273 17
411 803 39
300 107 9
703 845 65
495 627 34
173 331 38
217 645 96
668 290 35
80 500 57
565 470 57
206 530 45
404 881 34
67 398 41
850 366 24
837 556 77
705 396 66
157 790 91
279 241 71
847 998 5
874 358 93
425 181 29
887 235 62
289 960 86
835 89 18
394 772 24
279 81 74
579 517 42
767 222 22
821 333 68
853 591 80
556 438 0
376 6 68
148 151 95
396 434 86
221 305 1
585 946 49
866 977 62
991 334 54
618 957 59
583 933 45
154 407 26
568 743 82
493 115 36
287 231 88
42 682 70
183 765 78
634 741 49
89 278 22
417 864 77
591 261 56
479 387 60
864 29 66
734 755 95
865 372 91
844 94 64
329 685 3
965 614 13
907 236 26
86 801 78
770 367 84
217 857 14
267 356 96
923 604 25
380 39 61
703 889 84
592 912 94
952 41 10
689 728 58
642 27 30
812 69 72
179 359 28
279 996 28
918 384 68
533 125 81
259 445 86
27 893 37
960 343 29
917 625 17
659 293 6
892 531 72
135 284 34
809 840 94
628 98 85
967 295 93
917 814 75
327 196 19
345 640 81
718 129 5
174 471 27
759 838 41
60 426 17
125 150 39
217 832 13
712 508 74
451 647 41
827 983 18
16 758 16
820 515 23
144 848 39
850 598 65
334 486 61
437 594 61
116 378 19
845 733 69
564 525 56
542 909 1
765 410 74
25 138 3
909 7 89
436 797 28
413 481 55
501 112 35
187 82 56
499 910 84
633 184 57
273 954 23
999 170 43
252 532 36
687 955 41
544 961 63
858 46 36
655 301 89
715 433 13
915 722 67
894 528 97
536 949 7
529 93 57
671 324 39
101 370 20
851 77 8
906 455 45
963 395 60
291 914 42
480 572 16
585 600 47
376 214 99
705 209 26
886 95 1
497 658 66
919 813 18
118 997 26
273 31 88
759 403 7
886 238 82
878 956 17
869 276 61
25 828 83
886 826 16
375 180 49
62 210 96
795 325 14
204 323 89
861 854 49
490 559 72
726 884 98
640 764 30
509 121 29
661 747 100
220 120 7
833 36 90
177 563 75
125 34 53
24 859 64
528 684 92
168 165 32
426 535 9
595 414 55
48 338 50
755 440 47
402 55 7
282 921 79
897 435 29
691 365 96
636 807 18
856 560 75
526 602 45
6 59 40
908 631 35
65 958 3
914 312 29
915 903 33
487 905 19
327 751 52
339 271 89
150 244 60
89 806 16
708 702 80
807 849 47
771 35 2
736 902 66
827 657 24
58 96 29
782 729 81
420 428 42
692 175 83
825 250 91
921 21 68
277 130 68
132 754 14
627 824 5
224 140 8
761 489 18
168 70 52
259 648 4
618 988 93
559 757 98
210 368 21
927 652 74
533 870 49
540 920 93
901 876 77
512 360 24
705 422 73
739 78 98
897 131 32
12 349 67
349 611 22
828 791 57
140 534 93
330 656 89
523 817 45
635 974 4
702 182 69
997 723 78
583 257 97
200 841 17
131 87 98
381 19 6
916 355 43
20 877 22
52 778 63
620 834 2
552 364 7
611 405 11
772 785 87
487 288 85
17 246 27
463 190 8
757 951 73
906 328 23
186 475 38
945 114 63
728 936 91
76 852 26
804 823 43
129 247 39
374 119 43
189 8 44
276 673 64
459 921 95
63 578 58
301 499 27
273 462 71
119 420 14
563 935 78
851 957 80
926 970 75
49 938 54
775 964 54
301 676 91
91 751 1
77 341 16
177 678 18
205 758 63
47 131 43
311 873 53
138 639 18
652 911 85
232 249 49
494 948 68
261 729 19
39 395 61
66 230 78
458 919 11
664 826 70
731 988 65
100 841 98
89 281 34
864 920 59
698 931 85
315 836 18
13 648 96
922 941 85
159 339 78
745 845 42
42 991 59
48 879 89
81 329 26
460 971 32
857 998 63
42 311 17
525 962 81
250 287 97
412 635 9
532 601 89
344 394 23
356 800 45
205 400 58
66 815 27
371 529 43
215 228 33
429 627 56
58 216 57
201 460 98
245 827 79
774 910 70
595 970 31
76 688 64
481 896 4
155 385 79
119 161 78
618 856 34
92 381 77
406 808 0
185 794 1
160 417 37
225 637 4
582 742 10
400 889 44
365 608 25
