124875 1000
311 239 97
311 314 68
314 923 67
239 60 8
239 52 9
311 370 0
239 554 37
370 794 50
314 534 19
534 483 67
239 388 63
554 376 54
388 5 14
534 352 98
794 518 23
352 457 99
483 949 10
239 679 11
457 231 32
311 915 9
52 574 13
915 2 47
483 205 89
376 358 2
352 371 65
574 821 9
483 918 86
358 516 3
821 562 46
918 802 98
352 19 30
918 267 4
483 869 98
371 913 74
802 489 83
2 446 19
457 64 76
239 258 0
64 470 19
5 449 78
352 970 26
483 263 46
376 575 14
2 353 36
470 387 27
388 778 73
446 503 6
516 164 8
2 242 81
242 362 3
915 334 52
5 8 27
387 484 54
334 507 42
562 195 49
376 292 54
918 167 85
52 635 30
387 985 26
164 12 17
2 20 59
60 100 36
376 688 68
8 230 37
794 620 99
370 755 94
449 340 79
60 22 55
483 453 57
457 281 85
453 720 81
353 418 27
267 424 63
267 181 0
453 865 16
314 68 5
507 341 91
267 653 71
164 658 44
949 212 53
8 31 74
314 301 9
453 325 32
470 86 21
755 173 69
239 398 42
918 942 46
398 717 21
86 559 59
915 143 41
267 473 32
942 204 4
575 587 63
64 304 50
985 557 40
242 85 83
388 833 58
418 776 2
12 369 25
164 124 81
304 226 22
376 760 98
31 122 94
484 981 29
68 989 59
8 899 28
204 614 11
86 133 10
205 419 52
776 336 80
620 416 37
353 501 1
942 425 58
489 331 67
755 665 61
143 924 50
64 962 86
133 65 39
949 298 23
314 719 7
258 460 22
913 965 3
20 494 87
665 584 46
778 576 87
865 107 29
576 552 24
362 872 30
205 420 30
760 647 46
494 874 29
913 730 77
12 683 34
325 901 60
388 936 8
311 386 94
425 801 79
470 811 60
352 716 45
679 607 84
369 961 56
970 51 13
292 53 14
52 515 61
453 917 86
292 727 43
341 696 30
100 330 52
635 749 6
358 191 88
22 350 22
833 542 32
552 224 93
965 955 90
936 283 32
370 116 91
195 236 22
236 229 36
869 740 81
226 805 60
425 602 13
68 430 40
2 274 27
635 506 100
281 695 90
181 600 100
133 245 80
552 786 82
658 241 27
5 7 10
576 342 19
85 568 12
86 315 62
554 318 8
755 735 85
292 823 59
164 269 43
981 768 38
557 291 9
696 391 72
212 300 43
453 305 12
226 625 69
387 761 2
811 616 73
470 668 76
587 39 96
802 250 57
647 96 16
258 631 4
124 920 52
575 967 14
5 54 54
967 216 53
31 223 37
173 3 10
473 767 15
507 414 50
301 630 36
386 649 66
53 175 79
269 448 53
419 92 69
630 774 8
124 469 83
305 670 59
735 565 13
616 797 85
576 451 98
924 137 11
292 345 45
961 120 15
740 603 53
534 975 6
869 556 36
137 612 98
457 62 92
542 926 51
263 889 92
559 496 73
794 0 51
534 999 7
301 912 8
917 530 16
376 202 73
223 980 66
924 819 61
717 881 80
19 793 17
419 520 65
5 615 100
291 894 6
22 219 19
369 497 1
767 109 91
469 594 49
631 991 15
314 831 47
100 238 45
819 134 68
755 182 90
917 323 73
107 973 58
716 458 96
761 320 66
325 129 25
430 94 14
133 89 31
899 798 15
473 303 38
496 322 52
133 948 52
122 512 0
212 474 31
143 770 43
7 198 90
576 652 53
224 782 94
345 456 36
3 4 58
534 809 48
250 960 90
68 500 71
258 316 46
322 257 3
334 595 8
786 255 6
109 452 53
457 185 69
975 905 61
362 277 97
229 482 31
516 200 99
749 667 40
336 864 91
19 887 39
811 633 27
633 959 78
331 410 6
304 800 32
975 983 38
342 632 4
518 36 24
446 702 68
786 462 97
322 69 7
314 579 0
300 931 61
760 610 97
989 836 30
506 442 89
530 564 57
387 481 68
864 623 12
501 360 28
7 796 69
534 160 56
241 608 16
534 154 10
749 549 7
483 385 42
518 99 61
342 842 77
755 775 80
116 657 51
494 699 67
