306 50
10 49 68
10 1 75
1 44 4
10 21 83
10 48 92
21 16 55
10 29 47
16 14 40
16 46 9
48 9 45
10 41 26
14 22 35
21 6 29
10 11 17
10 34 75
48 27 51
48 20 72
16 42 65
42 38 65
21 24 0
24 35 29
44 18 12
35 37 90
41 33 63
48 7 38
18 13 2
14 4 16
27 0 8
18 45 6
49 43 83
24 12 93
46 32 66
27 30 42
32 15 34
13 3 79
49 8 57
27 31 17
24 40 71
49 19 9
3 2 35
24 26 28
1 17 88
34 36 67
7 23 48
13 5 15
22 39 50
31 28 74
5 47 22
13 25 28
22 28 62
7 47 82
39 49 18
3 42 55
13 16 24
1 39 61
25 35 61
35 47 61
2 26 44
13 42 80
12 43 85
21 27 99
30 49 61
33 42 44
2 11 21
12 18 56
4 47 94
13 36 62
31 39 74
24 28 70
25 48 53
5 27 19
19 40 39
7 9 19
8 9 70
12 20 46
6 11 33
3 11 28
13 46 67
6 14 39
23 37 30
7 32 10
30 47 57
2 34 53
4 32 25
18 38 82
36 42 6
5 10 15
14 48 82
4 11 97
7 25 31
9 22 59
6 22 73
14 29 45
3 25 71
41 43 6
6 28 18
5 41 90
1 42 20
22 33 5
3 10 14
10 17 47
27 45 63
21 25 17
20 41 77
0 26 21
14 23 38
3 35 69
19 36 35
6 20 49
16 19 46
5 7 8
0 45 38
5 26 23
24 36 42
8 13 45
17 41 61
44 46 71
32 41 49
22 38 2
18 34 62
23 40 21
7 33 35
25 28 82
20 37 81
26 45 40
27 46 68
11 27 25
26 49 22
0 49 53
20 28 92
20 44 71
9 28 58
3 36 25
2 10 99
12 26 100
5 20 70
28 43 87
2 27 76
10 38 60
22 41 95
6 19 76
16 35 66
0 31 3
0 13 95
0 14 44
5 34 46
25 38 41
42 49 17
4 27 0
30 48 90
16 41 85
7 28 19
18 39 83
20 38 97
0 23 61
21 37 13
17 19 79
12 47 87
4 15 61
30 39 71
12 19 91
1 37 74
9 44 93
1 28 73
39 42 59
25 31 62
32 34 86
25 44 2
26 44 67
14 44 46
4 48 42
24 25 11
12 34 66
11 14 19
23 42 91
17 18 40
9 45 56
1 25 43
2 43 89
0 38 82
34 49 19
29 41 32
35 44 7
11 39 81
2 23 52
13 48 26
34 47 44
25 42 7
4 46 13
6 30 11
15 29 89
20 23 91
27 34 97
6 13 24
23 47 70
1 21 94
8 33 24
16 49 97
6 41 80
9 19 79
21 49 40
7 36 75
17 44 44
0 30 19
12 40 5
18 26 19
17 31 94
11 31 15
30 36 44
2 31 3
18 29 93
36 45 69
1 33 88
3 29 46
21 36 85
4 6 55
3 44 96
12 29 15
27 39 99
8 35 48
16 25 21
10 19 93
1 26 50
7 11 38
24 27 66
27 42 38
27 41 78
46 48 61
27 38 34
9 41 65
12 17 32
28 37 63
12 49 51
14 49 37
16 37 50
0 34 32
46 47 62
24 43 26
30 41 65
21 48 70
3 37 6
4 10 31
22 35 64
32 36 12
35 42 39
4 5 70
26 33 77
4 28 50
5 15 91
0 4 8
36 39 5
42 44 100
16 44 0
6 43 22
5 46 85
6 12 54
20 39 58
19 45 87
0 42 8
14 32 63
7 26 31
13 49 32
16 48 66
11 13 39
12 33 40
0 20 82
2 9 7
0 16 37
20 34 0
18 35 17
13 39 68
11 21 49
5 30 66
22 44 63
19 34 13
20 46 16
38 40 59
9 24 80
13 22 78
12 39 17
5 14 55
18 31 22
3 4 98
15 48 62
16 33 22
35 46 37
4 42 17
21 46 13
18 23 54
8 47 75
6 34 75
19 27 24
15 27 91
31 42 78
14 47 20
1 27 35
11 49 5
13 44 7
28 35 88
12 41 39
1 2 44
25 47 39
0 6 30
11 48 51
7 24 60
8 26 28
