31187 500
381 320 95
381 250 63
381 404 3
381 54 84
381 40 86
381 467 74
320 438 86
467 167 34
438 497 0
320 482 25
167 471 0
497 191 9
191 395 97
395 282 16
395 437 64
320 185 18
381 152 37
167 4 75
40 333 92
381 397 73
437 228 21
397 280 8
280 241 93
438 361 64
191 224 68
241 453 74
395 84 66
361 163 17
167 332 46
332 261 62
467 189 27
381 266 18
467 278 83
361 176 91
467 410 83
453 486 15
332 248 41
241 58 98
437 348 58
497 365 61
361 394 26
471 203 82
266 385 17
248 60 38
438 360 16
58 317 49
278 75 47
471 116 18
317 339 49
280 73 71
84 318 95
365 173 68
203 265 16
497 432 20
467 180 73
397 474 45
320 1 8
471 452 84
176 138 58
40 238 45
163 262 0
410 350 25
40 272 74
339 130 48
320 490 92
432 355 88
490 409 99
471 426 6
163 166 68
432 465 72
437 39 65
474 21 17
191 264 77
465 68 77
54 336 53
339 156 95
394 34 99
465 200 94
189 186 73
336 302 31
471 379 65
278 229 28
156 442 12
262 44 84
75 194 42
385 343 95
189 484 95
343 315 82
241 388 37
442 254 84
484 363 76
467 422 6
241 341 55
320 290 46
348 444 3
278 483 77
363 46 19
484 95 61
224 251 36
361 421 26
385 357 91
421 370 37
84 9 48
265 112 9
95 122 4
357 420 57
95 371 14
173 443 40
467 373 37
397 459 47
173 175 49
254 423 24
357 78 99
278 449 47
166 279 57
191 20 86
467 41 64
224 65 14
421 434 31
261 199 49
318 445 29
238 447 13
385 43 32
265 56 91
333 418 14
404 110 20
388 454 18
357 51 63
73 92 82
60 493 90
51 419 45
73 26 8
185 86 47
467 3 33
474 480 77
426 85 7
409 137 44
442 406 31
176 7 82
7 18 36
341 148 29
438 456 77
238 382 64
251 362 38
9 187 95
317 76 85
272 52 41
480 284 87
266 353 94
248 300 59
449 331 43
437 103 77
41 42 63
148 37 35
332 470 98
228 87 80
176 337 64
137 340 25
175 27 34
37 466 71
418 440 62
432 258 86
421 208 27
440 188 19
486 245 74
156 171 28
224 252 11
280 205 46
397 45 72
318 14 78
320 330 87
34 234 11
279 476 47
27 223 43
229 479 49
409 82 2
44 431 53
245 206 8
56 286 70
440 128 60
163 276 44
52 414 41
41 268 33
332 324 97
445 227 79
339 402 33
414 24 3
452 294 46
426 428 27
476 260 37
73 299 73
282 412 47
137 376 88
452 400 91
471 221 98
376 297 23
228 263 42
262 192 55
41 100 13
39 256 27
442 478 22
65 335 29
437 202 19
223 283 90
272 32 65
379 172 71
339 485 57
376 462 45
148 184 44
299 416 11
370 237 43
478 70 8
331 310 33
186 217 32
65 98 74
116 325 44
286 291 46
248 309 16
241 288 2
379 354 99
173 398 54
237 83 53
330 10 63
217 135 91
1 154 12
152 433 30
420 356 11
288 126 53
122 257 71
438 212 32
339 90 88
354 488 24
286 231 78
479 405 11
76 181 56
203 369 96
256 319 13
357 88 78
152 6 88
40 131 86
325 118 66
116 384 50
83 215 31
369 461 87
331 295 22
428 307 60
388 374 86
202 102 28
410 25 95
92 177 9
423 427 34
432 292 75
85 450 84
278 218 31
420 178 63
461 322 84
315 107 47
138 240 9
130 236 19
291 349 75
51 226 26
257 64 58
263 242 81
26 232 100
419 147 57
152 8 7
95 190 35
56 164 54
192 16 98
419 67 13
223 160 96
18 113 78
240 436 81
221 329 49
231 344 35
450 359 20
265 35 43
284 146 73
319 296 34
173 36 71
265 435 92
236 351 58
486 29 10
138 415 37
202 455 46
100 2 2
337 207 3
467 120 24
180 72 2
322 270 28
290 496 15
64 387 71
154 79 39
419 424 42
351 364 86
410 101 35
241 375 92
215 271 45
428 63 30
85 439 23
422 277 41
310 342 16
60 17 47
404 499 45
409 367 100
238 108 61
454 134 52
25 77 69
52 159 38
394 298 95
271 197 70
322 89 41
25 174 100
228 273 64
270 390 48
173 303 59
262 62 67
303 49 84
355 413 63
340 193 10
138 198 57
462 149 65
177 246 11
284 383 87
224 74 47
439 111 88
200 28 45
355 33 68
421 179 41
246 487 4
438 352 39
447 143 3
152 321 89
34 225 88
252 267 11
175 396 85
434 99 100
324 168 14
355 151 65
339 104 5
484 489 41
40 323 55
362 19 91
440 53 36
442 372 100
268 23 42
134 249 22
84 22 63
206 407 30
237 125 15
487 366 78
294 392 3
435 463 4
271 170 82
414 429 54
181 119 35
414 230 50
339 195 34
128 136 89
280 239 67
283 140 47
249 408 16
397 15 52
197 417 78
364 161 12
444 393 54
319 93 11
143 61 30
396 316 12
42 165 69
331 155 2
383 468 35
292 293 90
4 305 18
396 243 39
101 66 15
64 378 45
161 210 37
257 30 84
300 274 100
250 94 3
488 492 100
35 169 67
178 57 86
490 81 35
413 55 8
283 133 40
266 411 71
395 338 51
379 96 9
9 12 82
394 132 90
419 209 61
231 121 42
27 358 45
75 472 38
290 306 4
103 105 38
444 201 63
74 473 12
66 460 89
382 403 43
462 204 94
36 451 18
423 281 26
322 347 70
209 0 86
461 142 52
363 314 87
333 196 35
293 255 18
184 448 68
218 481 65
112 216 37
488 235 68
276 326 35
371 59 86
88 425 19
447 150 19
460 308 8
306 220 47
260 368 72
4 287 61
369 123 23
73 247 71
189 304 30
359 114 27
472 494 6
433 31 92
156 211 33
353 275 38
