5587 150
33 66 60
66 145 54
33 92 29
33 113 98
145 70 32
70 140 97
113 20 10
113 57 67
113 69 26
140 142 81
92 72 22
20 74 76
69 27 58
145 88 12
69 58 43
58 29 89
145 97 33
113 5 27
29 13 12
140 128 71
113 95 85
66 86 28
92 41 44
92 24 52
13 127 64
13 83 78
29 125 49
127 45 1
58 126 74
95 12 5
127 102 45
66 37 16
86 147 22
70 71 61
5 43 34
72 81 22
126 22 8
58 109 69
27 63 81
74 46 12
102 30 21
66 132 85
22 77 81
97 59 48
13 64 56
126 99 40
13 49 25
77 115 17
12 14 100
5 84 30
43 31 19
13 112 99
64 67 12
57 134 8
14 7 21
97 60 97
84 68 83
83 28 69
68 34 28
127 1 96
14 137 99
81 10 100
88 38 91
99 117 13
57 32 85
69 18 25
10 9 95
127 75 14
27 100 53
115 47 22
74 136 79
67 23 8
7 105 96
31 98 56
105 87 47
31 146 11
109 116 48
28 40 31
43 17 52
100 110 19
18 85 8
92 56 70
56 62 62
63 0 7
7 114 97
57 120 61
99 11 51
85 3 36
99 44 30
126 61 78
114 90 93
127 26 44
14 118 59
117 39 30
10 104 51
45 48 9
0 121 54
84 52 44
3 76 67
32 124 25
127 89 15
100 8 38
28 123 58
48 50 59
71 79 62
44 78 52
14 107 46
74 36 49
90 96 26
81 73 49
134 42 71
75 141 60
73 144 68
142 16 85
71 135 58
147 53 2
74 106 40
53 122 0
41 148 43
74 82 38
1 133 23
52 35 81
128 21 30
72 129 49
16 6 90
87 101 41
109 111 44
92 25 73
144 55 28
1 143 8
66 138 11
64 19 66
6 119 52
99 103 30
125 2 86
2 4 35
11 131 14
48 108 22
5 149 26
7 54 68
121 15 69
56 80 57
120 130 55
97 139 29
16 94 50
97 91 42
114 65 6
119 51 67
133 93 65
49 112 1
52 143 80
24 145 48
80 96 46
26 99 63
102 134 34
40 106 91
20 105 21
0 101 98
21 62 81
3 89 16
56 143 75
82 83 10
5 121 43
42 84 100
58 72 41
62 143 81
16 37 79
106 136 0
68 142 29
8 30 27
86 110 50
14 84 18
8 148 19
87 131 100
11 103 14
11 40 70
14 83 11
72 97 16
20 59 18
40 90 74
86 104 3
98 101 24
19 112 6
62 97 96
57 60 30
55 92 74
68 129 94
66 137 0
50 89 89
44 146 98
3 125 39
15 117 17
117 123 29
100 135 32
0 132 53
31 129 24
118 122 17
38 123 6
59 114 5
55 96 28
70 137 79
85 141 5
64 100 31
109 144 3
93 127 97
68 90 80
29 104 44
69 99 35
99 116 44
54 96 24
22 109 25
23 91 20
102 113 33
22 36 77
9 100 43
37 70 54
33 114 30
19 140 78
99 111 92
128 144 97
29 148 19
52 91 76
30 61 40
103 147 87
127 143 87
78 129 33
17 72 77
92 126 62
5 124 96
60 91 35
113 140 19
70 115 13
57 146 19
118 148 81
72 113 70
38 96 36
83 132 50
45 74 82
101 141 83
40 99 60
26 52 48
29 107 89
63 116 80
10 143 98
95 104 14
57 149 69
97 121 82
36 115 17
78 136 51
19 93 54
28 79 7
4 99 66
110 149 77
46 135 73
13 86 42
78 97 23
79 142 48
41 123 67
3 53 25
51 107 61
13 139 80
74 144 2
98 118 59
7 32 36
39 130 84
72 79 94
3 129 84
114 125 13
5 89 40
1 86 29
91 130 82
43 77 57
4 15 17
106 132 90
52 149 10
2 34 4
112 134 38
61 85 88
78 93 72
27 145 62
35 145 47
129 132 57
134 146 41
125 136 7
95 129 16
81 116 6
86 131 10
19 94 36
1 4 53
11 142 47
22 31 94
43 104 66
126 147 67
44 107 42
30 140 35
90 147 17
62 80 66
96 146 31
3 142 13
50 96 5
57 148 0
32 100 35
24 76 21
52 118 97
70 122 71
23 140 6
93 120 3
35 48 37
13 65 42
94 148 19
10 88 0
95 145 25
91 101 92
38 50 48
3 31 41
52 72 31
91 94 4
57 129 35
6 12 22
75 84 75
28 43 24
43 98 24
47 94 44
63 91 51
70 118 3
17 102 29
41 42 22
57 118 41
110 147 4
14 61 91
31 107 4
35 127 48
42 122 0
21 121 99
20 104 70
86 129 19
19 142 12
10 141 24
121 138 81
20 103 24
39 146 50
8 18 15
19 95 26
87 104 81
97 98 72
23 66 24
72 144 19
18 135 20
30 115 72
93 119 93
14 130 28
75 133 5
24 89 89
21 115 84
122 124 48
3 140 77
41 138 54
31 144 99
98 135 85
107 117 72
35 147 67
89 139 48
11 121 74
47 87 42
104 105 33
37 119 96
113 142 83
0 25 44
35 61 47
11 15 17
37 75 18
10 96 75
21 52 15
10 74 42
57 95 80
13 103 10
15 93 11
58 99 58
52 109 73
20 57 6
45 78 30
17 44 26
43 118 34
73 106 100
37 63 40
41 89 92
120 123 59
57 82 30
18 39 65
17 38 13
4 69 20
18 48 64
138 148 63
0 1 82
27 75 85
106 122 84
62 65 3
33 138 20
46 138 26
73 108 40
4 81 80
40 133 78
5 77 2
68 108 56
113 114 92
47 77 85
43 115 52
41 58 31
51 138 29
46 104 67
87 90 86
115 130 30
32 136 77
111 139 63
25 82 89
13 107 47
96 137 94
34 48 23
41 91 61
10 125 56
35 45 3
9 140 1
143 148 68
7 38 54
4 22 11
2 6 8
29 116 92
36 130 46
10 108 30
43 84 3
76 107 30
18 143 33
100 127 51
41 127 9
3 20 67
92 96 87
17 82 28
83 130 89
70 104 97
11 116 90
1 129 12
114 138 29
45 55 55
105 109 93
110 136 14
112 144 67
73 92 53
57 101 31
21 146 92
31 114 40
93 109 65
34 128 81
52 98 84
51 100 11
9 104 87
97 135 94
51 148 74
77 116 36
36 132 52
23 114 2
49 57 5
91 137 13
109 133 29
103 115 75
114 116 41
17 87 69
66 113 89
94 97 15
6 129 16
19 77 19
21 80 65
37 109 94
44 87 90
16 52 36
6 50 0
7 123 98
63 129 55
15 134 98
17 66 66
55 80 92
11 118 94
75 82 39
49 60 24
32 105 66
49 67 51
1 65 62
67 119 18
80 83 43
14 62 40
117 149 71
59 89 62
106 109 9
15 101 49
27 101 34
70 134 48
22 80 44
75 97 3
114 136 32
63 110 45
124 126 79
67 106 24
22 110 74
97 120 24
31 35 41
122 144 52
29 88 68
74 93 98
8 112 48
82 148 17
84 121 13
39 141 29
112 117 75
39 104 51
80 136 15
56 63 37
66 72 32
114 127 92
15 106 5
4 61 92
10 142 69
99 113 9
0 32 40
36 116 73
76 133 4
18 109 84
28 93 0
60 145 73
43 142 31
28 139 37
42 117 33
7 146 31
35 56 42
60 108 100
44 45 76
28 95 65
12 100 55
2 104 70
34 91 67
51 79 36
33 47 67
26 115 2
46 96 34
9 65 22
115 148 62
31 124 50
33 67 1
5 27 56
123 145 12
57 122 33
45 66 16
52 144 87
79 88 14
9 32 72
121 128 92
83 138 26
26 137 67
49 111 84
80 137 63
24 26 51
2 50 69
51 105 36
0 134 77
2 63 54
26 117 39
26 113 74
46 58 98
16 74 27
62 104 28
33 34 84
26 101 73
77 118 66
2 100 54
113 119 84
17 74 100
77 89 30
67 82 63
70 109 68
117 128 55
44 58 14
72 118 91
73 133 11
105 119 55
4 133 22
4 110 42
35 141 88
6 65 73
20 85 52
31 121 28
35 118 23
3 46 86
44 57 77
14 34 99
14 93 3
23 75 11
38 95 88
17 90 70
32 92 57
69 107 92
1 33 21
1 25 54
37 147 35
16 63 5
10 22 73
39 115 32
23 59 77
27 81 69
80 92 60
0 141 30
64 123 50
94 138 31
36 121 99
14 66 66
45 120 95
18 132 60
42 108 43
51 126 2
66 73 39
114 117 12
29 137 18
26 135 43
87 93 76
40 85 62
3 96 0
107 139 73
6 38 69
88 148 34
4 83 45
64 69 47
2 103 83
19 127 73
89 102 16
41 129 89
41 48 91
76 100 89
104 148 87
32 51 39
16 133 16
93 115 93
45 93 25
50 138 13
104 143 16
87 110 94
43 141 54
30 41 79
0 71 43
27 85 28
50 141 88
25 107 3
13 133 72
37 118 73
112 119 15
14 77 7
94 119 66
47 100 0
0 104 9
98 124 10
32 125 13
20 22 43
36 142 13
9 109 33
29 89 57
56 113 63
59 95 96
97 105 7
29 47 78
38 61 86
3 95 99
136 149 32
4 89 88
17 21 31
10 54 83
95 139 97
2 144 73
17 59 14
133 135 49
99 142 68
53 85 47
45 121 14
48 148 98
3 21 96
42 99 68
4 31 78
4 76 32
87 115 52
12 73 64
59 126 19
32 44 66
52 104 89
40 61 48
17 61 38
64 149 78
99 131 7
16 117 69
15 47 15
42 93 24
98 111 31
24 112 28
56 133 76
122 142 12
73 103 4
68 141 47
85 116 65
1 108 94
7 82 54
99 109 95
47 149 14
9 60 65
81 144 25
112 123 74
1 77 86
15 138 54
107 140 17
124 136 67
51 114 22
