278066 750
524 408 49
408 455 70
408 179 12
524 48 87
455 275 58
48 364 12
364 295 31
455 172 8
408 119 13
295 713 75
364 326 11
364 85 51
275 258 70
364 586 10
258 516 75
172 218 31
586 160 14
713 277 54
408 530 94
179 666 29
218 430 44
713 229 31
258 740 72
275 630 31
275 671 40
275 184 90
218 164 51
530 466 17
666 287 68
524 70 26
516 676 74
430 12 64
70 120 7
70 708 73
287 367 93
120 356 85
295 278 50
676 602 59
277 592 31
277 693 21
218 694 58
466 707 83
119 93 14
12 101 74
466 294 63
693 650 90
630 73 13
218 219 75
258 178 73
172 310 85
430 575 15
179 568 6
694 521 50
466 674 22
367 143 71
278 664 58
70 639 52
85 7 77
172 163 31
278 613 20
143 388 90
388 549 66
119 386 17
85 330 6
310 559 40
650 265 53
521 185 95
229 303 10
287 508 40
586 536 82
536 717 18
693 511 50
330 576 28
229 289 85
592 131 45
287 192 76
650 709 16
143 500 69
694 620 48
367 177 17
192 518 77
303 291 26
559 570 18
709 372 20
172 749 86
119 322 23
160 485 87
559 238 81
388 244 18
485 673 29
185 543 21
73 412 30
244 387 79
219 89 59
93 197 42
179 604 60
218 317 17
364 14 28
85 480 17
707 233 65
508 299 90
709 504 48
740 581 44
178 113 9
322 383 21
172 54 87
73 79 84
233 541 28
664 217 53
218 297 91
178 474 64
693 286 96
518 31 71
613 449 75
749 207 53
430 655 86
524 267 52
664 411 78
233 552 82
694 417 69
322 29 67
238 441 8
85 206 83
693 90 81
93 728 50
48 514 63
31 288 71
586 111 64
356 424 46
604 609 15
48 283 95
288 46 5
367 423 73
218 336 20
244 492 4
326 321 71
297 626 52
217 190 37
383 726 85
676 136 59
575 188 80
177 359 29
288 199 9
559 159 0
536 186 42
455 242 69
412 651 3
242 390 82
694 578 21
330 462 54
740 329 76
184 95 89
411 635 15
242 8 27
575 435 81
504 105 95
359 140 98
620 308 48
163 686 71
303 735 88
749 100 30
435 440 46
485 556 34
258 428 60
541 138 58
8 26 9
408 167 55
639 450 39
492 133 34
435 157 7
440 316 20
54 340 38
297 446 25
258 501 12
713 266 5
217 678 41
184 30 11
172 255 14
387 623 73
185 548 75
749 39 70
613 444 36
255 145 77
167 347 96
435 596 31
651 339 63
278 369 47
244 22 98
387 731 41
575 486 78
8 557 79
630 176 80
708 118 92
455 722 38
29 156 38
131 727 83
424 563 77
140 461 93
359 107 94
455 58 30
156 80 17
275 211 73
461 622 8
620 739 90
326 479 74
623 252 35
30 415 44
655 456 80
462 540 26
159 306 37
388 675 99
739 689 21
563 231 78
291 648 54
255 254 23
423 453 97
329 687 20
707 730 71
89 67 14
105 103 47
453 502 83
289 274 17
717 692 91
295 311 47
311 335 86
516 337 21
479 246 63
22 742 47
386 555 29
306 395 73
383 574 83
337 11 42
12 658 32
308 397 22
283 63 48
39 394 81
367 619 7
671 539 36
576 1 32
415 668 68
626 465 96
291 470 7
539 416 100
726 142 56
119 403 29
708 700 43
386 523 53
386 631 88
48 481 81
586 569 33
283 669 15
655 442 67
596 601 84
337 88 72
492 606 95
337 624 25
206 234 7
485 44 69
185 515 69
651 360 75
11 358 95
576 205 66
246 706 77
1 477 78
511 738 53
543 553 90
387 720 89
163 579 60
658 170 79
569 328 48
79 65 1
706 644 50
717 418 3
671 634 78
515 392 33
735 503 38
415 281 53
7 13 11
450 533 98
631 672 47
179 108 79
46 627 52
278 243 60
392 565 71
218 656 28
13 531 60
177 747 24
630 712 85
707 61 0
462 6 80
63 117 32
267 525 47
108 705 17
592 68 53
138 86 28
95 404 92
404 268 64
172 437 94
523 153 65
623 74 76
231 704 92
268 332 0
61 663 67
486 97 6
623 224 71
88 16 53
387 566 26
278 724 44
117 189 42
367 349 80
74 104 54
329 354 87
563 270 81
675 538 43
613 165 71
44 625 50
704 351 13
172 331 41
557 732 32
692 2 52
465 284 58
442 313 40
428 425 35
418 307 86
