278066 750
540 612 60
612 386 42
540 333 66
540 545 90
612 646 13
540 113 73
540 261 53
612 334 32
113 550 11
540 748 92
646 350 14
333 50 62
50 56 90
540 512 62
113 707 95
748 46 96
545 450 0
540 436 76
748 447 52
333 156 10
113 247 87
350 351 6
333 704 85
351 59 64
50 213 49
213 591 91
545 331 63
704 652 59
333 397 31
333 640 72
56 502 44
591 614 63
351 312 41
56 318 29
350 657 69
540 749 2
334 544 42
318 672 76
672 611 89
333 496 77
646 428 89
213 199 30
213 194 97
247 613 62
428 320 31
707 722 24
397 124 88
646 269 52
540 464 88
545 111 92
350 132 0
247 556 86
331 265 27
722 723 11
640 376 26
545 83 84
613 432 29
614 279 88
194 64 60
386 658 90
722 534 87
64 390 21
320 171 93
171 12 20
333 264 94
432 218 59
534 549 72
614 630 16
265 457 35
331 136 29
50 472 61
199 296 90
56 669 97
556 35 9
748 546 59
707 580 62
56 328 55
194 424 92
296 642 89
549 205 7
56 165 59
261 219 79
331 548 8
205 101 81
213 266 89
591 521 96
545 380 29
113 77 92
380 670 27
748 577 28
436 449 20
35 389 91
436 29 39
546 225 70
642 159 32
113 406 29
457 710 65
670 141 83
380 245 32
165 86 23
279 408 58
389 70 57
320 345 87
670 332 22
613 661 58
550 601 32
472 153 31
496 474 6
312 94 61
722 289 53
669 62 10
408 714 30
630 439 4
318 142 57
83 273 95
612 31 85
612 32 50
218 733 60
345 639 64
56 85 6
548 123 34
614 655 91
580 564 52
613 671 55
273 680 90
534 643 47
218 578 64
577 88 63
333 528 25
247 747 85
670 276 75
540 169 10
132 697 93
77 17 75
169 51 4
704 420 77
141 363 78
457 239 36
380 15 15
655 699 83
406 181 18
661 705 51
153 395 70
113 305 29
642 203 39
62 703 24
351 99 4
386 112 63
657 660 43
194 346 18
707 709 0
261 445 49
528 422 84
165 409 5
548 443 35
464 490 80
703 437 75
380 598 31
406 284 9
705 11 84
276 335 25
671 566 64
474 330 1
611 505 72
564 617 55
181 513 74
346 158 52
722 375 1
171 574 68
376 600 74
203 653 78
408 287 79
680 343 17
670 739 53
457 1 44
333 253 15
284 731 83
296 267 40
408 576 27
707 241 70
670 364 54
46 592 20
408 425 12
731 535 38
580 177 51
284 40 53
502 583 9
305 454 5
112 429 55
15 413 43
534 53 66
165 185 45
218 596 5
334 119 57
432 694 59
408 232 82
534 249 56
241 80 4
612 690 19
46 170 63
239 541 26
165 63 96
596 44 94
670 19 74
70 414 95
540 615 22
40 180 98
535 641 99
213 67 55
439 685 41
646 317 15
671 34 47
505 152 21
159 178 87
528 38 58
343 30 4
67 348 98
513 557 93
549 399 82
156 701 59
376 92 18
661 610 70
153 340 49
249 435 57
92 417 63
557 695 37
630 745 22
335 37 59
331 229 16
62 283 18
113 140 62
289 128 23
535 192 50
77 536 15
557 396 49
99 551 54
364 260 67
502 246 95
141 427 56
239 400 25
101 357 54
541 117 79
132 651 82
357 168 91
439 517 51
264 475 48
185 74 6
556 470 17
512 193 76
652 619 24
443 84 38
545 563 42
260 442 9
464 233 48
685 139 41
312 383 40
389 3 24
158 403 66
269 342 7
557 485 16
641 693 42
178 387 10
414 645 48
30 319 10
241 448 67
485 741 26
357 742 55
273 306 34
490 547 21
496 676 48
576 497 77
397 538 35
101 252 95
245 126 68
705 554 18
670 691 49
521 163 59
64 388 89
1 623 57
657 368 85
199 478 87
442 526 87
403 5 39
306 531 49
439 216 71
496 603 42
363 480 61
156 337 94
333 75 39
101 221 48
289 204 26
551 107 46
653 231 55
357 533 84
742 673 83
598 654 49
345 322 98
171 223 79
566 488 11
399 482 91
284 137 54
63 662 6
192 191 6
348 226 74
364 43 20
705 418 11
216 516 25
126 634 33
383 36 23
496 525 13
77 484 96
3 329 19
334 605 85
31 316 17
645 458 46
661 519 32
480 25 35
335 183 90
165 224 38
652 262 33
38 143 30
213 720 84
139 162 2
436 8 73
661 228 67
267 217 38
420 687 63
427 384 26
497 308 98
364 336 83
613 365 56
50 746 99
112 311 56
406 200 64
70 681 53
457 186 53
566 100 14
306 293 84
159 164 21
51 93 37
37 431 35
409 61 77
746 543 65
8 446 100
178 358 67
643 561 39
221 154 90
720 166 24
409 352 64
538 325 13
245 579 70
548 562 13
390 500 43
578 349 12
365 300 98
417 290 58
641 125 33
429 149 13
142 522 4
485 686 69
273 441 92
413 197 91
480 97 15
266 144 32
267 527 23
358 271 25
429 719 57
436 609 100
454 21 8
342 487 54
540 187 35
117 354 60
541 257 49
171 240 32
464 288 83
267 625 79
31 206 58
51 291 95
140 65 98
296 321 77
422 356 40
218 18 99
261 628 47
557 385 11
223 725 49
435 71 8
687 463 42
180 301 38
538 495 0
162 176 70
181 636 38
522 433 31
643 727 19
71 468 82
183 295 55
143 292 77
406 499 50
143 678 89
311 258 72
140 452 24
144 379 11
441 524 43
512 506 97
660 461 65
452 696 42
422 621 74
526 310 38
223 542 43
731 45 21
714 444 79
424 87 6
601 189 44
84 135 38
506 594 6
748 569 37
577 724 68
284 52 77
564 729 32
524 148 58
685 659 64
185 13 54
447 638 88
171 668 20
111 514 41
140 23 8
88 466 18
30 589 69
192 585 92
630 481 65
454 675 83
414 347 39
340 394 91
111 327 47
149 201 34
475 666 39
710 188 59
429 738 6
334 237 60
245 382 91
181 635 42
448 248 100
279 60 10
385 294 47
541 650 63
485 167 50
71 570 98
345 717 26
488 211 48
577 198 43
163 304 23
490 157 49
551 508 98
86 476 58
132 76 0
23 404 82
77 518 53
44 172 53
329 302 39
170 604 98
70 309 19
409 568 88
612 711 51
436 736 32
466 571 76
364 39 92
394 479 79
65 702 49
578 624 34
1 663 3
696 66 37
479 79 16
301 588 83
75 268 65
218 28 31
87 460 55
294 182 81
363 20 95
474 622 24
536 14 15
550 633 41
395 728 65
23 27 95
736 338 22
264 255 90
276 629 48
701 586 19
311 114 81
464 161 6
62 339 44
11 9 65
484 682 84
579 726 77
516 593 28
29 4 91
245 184 76
172 16 78
181 285 42
287 744 55
266 667 86
271 510 41
745 415 64
422 72 95
177 706 31
249 103 84
449 121 23
596 344 97
292 196 27
164 254 3
650 133 17
639 57 28
613 2 100
279 565 45
268 58 55
276 713 24
348 256 96
70 620 8
604 278 34
728 215 88
142 303 32
385 392 79
273 737 74
123 82 35
80 131 45
327 503 66
300 374 92
305 608 3
53 89 89
375 116 23
349 212 59
643 683 25
691 407 40
566 145 93
592 55 64
75 174 56
290 106 62
736 700 53
99 47 42
16 401 35
304 127 68
600 323 13
635 494 93
284 587 7
541 366 1
514 616 37
269 95 57
306 110 89
747 78 99
650 108 68
616 370 82
85 618 95
36 493 32
562 378 55
35 734 3
174 595 64
106 607 10
119 155 89
322 359 23
159 698 89
40 632 44
494 236 54
662 220 2
223 537 27
192 410 50
12 560 92
629 405 79
201 160 60
608 637 41
629 626 24
436 355 88
63 367 48
729 314 98
681 692 47
522 434 41
415 648 55
273 373 79
246 214 78
121 656 97
592 377 59
720 7 18
342 91 6
205 118 15
356 210 83
334 98 100
474 649 50
458 674 44
169 307 77
624 572 71
199 54 39
62 326 31
497 360 59
620 465 67
17 511 99
325 459 78
522 553 0
497 552 2
682 664 61
296 523 81
34 146 70
318 281 97
45 209 64
292 467 10
112 665 9
45 341 38
142 299 9
519 602 25
399 462 53
1 122 94
312 90 0
56 282 1
485 743 28
370 631 53
302 173 30
541 477 69
516 10 26
551 582 39
52 104 41
562 151 17
319 69 12
336 721 43
620 277 23
316 227 60
674 473 91
431 238 15
415 453 89
571 297 75
143 584 43
149 606 39
543 234 13
556 22 70
80 243 99
460 202 89
199 491 60
357 520 52
32 411 38
245 190 17
97 274 31
734 539 76
461 402 60
605 270 44
513 372 49
100 251 4
213 558 78
723 398 69
480 515 52
203 716 86
168 677 17
646 195 78
741 451 48
336 26 0
382 105 2
178 24 67
598 41 20
346 263 23
