278066 750
489 515 70
489 70 61
70 71 14
70 524 78
524 281 70
281 612 22
281 350 100
71 562 39
71 684 47
489 747 27
562 289 7
515 256 64
350 274 44
71 342 78
342 312 85
524 58 26
684 537 38
289 67 88
256 104 23
289 304 88
350 343 99
684 69 67
342 177 41
537 617 3
343 306 65
58 427 55
70 734 91
289 662 32
281 622 44
734 264 91
524 603 23
69 103 62
264 492 6
264 443 29
343 403 48
612 598 26
281 676 59
67 509 18
537 576 0
69 650 47
289 302 79
69 386 59
256 269 15
343 699 14
350 243 98
386 121 14
403 627 42
281 101 87
70 694 20
562 679 89
509 268 45
576 353 78
104 346 46
694 681 12
386 356 89
312 327 62
524 691 65
281 74 11
70 228 28
302 239 21
269 280 100
289 217 14
650 647 34
327 318 41
747 185 98
70 102 31
403 125 76
121 600 81
576 748 52
612 382 11
104 430 44
71 722 23
509 211 13
280 434 72
576 417 77
622 414 95
274 547 54
537 445 6
356 498 22
346 36 29
443 108 81
492 563 65
509 9 71
239 18 46
318 730 58
343 164 14
71 8 27
445 377 86
524 495 65
515 456 94
434 473 3
515 51 24
537 162 6
306 196 31
443 114 19
509 506 64
562 700 58
104 181 26
108 641 72
74 133 76
734 424 25
281 391 76
346 579 55
377 362 74
641 149 69
747 227 49
547 447 8
563 250 19
730 610 56
36 223 59
102 705 47
427 59 53
36 380 73
699 677 90
603 482 25
489 593 84
417 476 77
593 463 54
227 706 25
515 165 53
217 375 45
36 711 23
537 119 21
59 672 36
445 232 71
362 624 79
473 667 50
515 412 20
356 582 86
121 349 33
356 452 52
598 40 54
506 146 25
346 383 8
748 263 65
706 620 32
125 241 96
473 746 13
700 469 50
677 591 45
610 605 33
51 247 88
612 292 95
165 616 99
356 701 93
424 31 67
482 474 74
515 729 75
58 85 45
349 392 92
627 170 19
40 52 3
456 653 23
427 212 54
196 693 5
241 254 57
620 720 23
473 413 1
537 359 35
264 625 37
617 638 91
482 267 42
672 719 85
380 203 57
641 109 76
133 361 89
700 584 63
616 461 63
217 404 14
36 749 87
165 544 75
58 501 7
239 1 89
380 193 9
380 189 57
693 315 78
700 13 74
109 19 50
730 389 34
473 106 68
346 527 45
610 415 40
383 120 46
653 494 0
85 396 44
605 213 40
40 122 56
445 535 99
289 682 92
719 587 34
346 257 24
719 669 50
269 80 81
342 111 95
605 645 21
125 153 71
71 735 17
473 422 96
101 467 93
241 444 16
302 419 21
108 117 71
684 98 49
415 324 18
430 710 55
434 240 46
274 285 84
52 665 32
473 82 82
292 575 14
324 668 4
645 107 73
427 713 87
719 631 92
120 136 63
730 194 71
382 520 67
746 68 96
684 45 93
720 144 33
164 172 19
107 522 82
263 17 90
136 182 40
612 528 69
177 233 35
172 234 43
232 5 41
1 571 93
31 646 64
