30813 250
144 245 35
144 95 84
144 111 54
144 227 17
227 93 85
95 178 63
227 6 23
245 194 8
93 28 9
178 201 75
178 17 43
194 150 10
194 96 51
178 67 9
194 215 3
144 107 52
67 123 96
201 241 94
178 244 29
244 32 11
194 94 81
67 15 67
144 14 0
14 127 2
194 49 2
111 195 24
28 163 55
194 4 41
241 176 87
195 157 72
14 152 61
14 200 42
123 65 51
163 1 48
244 186 90
96 189 74
4 21 10
227 99 18
245 191 63
186 185 80
94 81 22
201 66 92
195 136 76
227 11 72
6 22 73
65 239 39
1 219 99
1 33 38
11 119 84
28 108 8
119 174 9
176 210 86
210 86 5
119 167 92
163 223 31
33 20 29
86 90 74
33 116 6
210 214 97
119 76 2
65 36 22
163 42 78
136 148 56
223 71 36
111 235 81
20 102 37
186 248 58
123 141 69
81 70 11
148 165 38
119 120 35
174 40 39
6 229 8
93 30 47
141 51 71
32 110 70
144 79 14
30 41 34
81 115 85
223 151 19
66 37 22
66 128 71
20 85 94
200 100 23
141 125 50
67 58 75
189 226 85
1 82 88
227 135 32
185 47 63
189 59 87
152 62 41
15 61 91
41 57 56
195 202 80
210 130 92
174 183 98
90 10 34
186 208 7
6 132 45
76 211 18
210 140 21
96 203 33
135 218 54
178 224 100
130 44 36
163 212 66
212 182 56
195 83 58
176 207 54
239 160 48
20 50 21
148 55 88
1 9 94
28 138 58
214 166 45
62 113 49
167 154 52
130 246 19
96 109 28
102 114 55
114 31 79
201 16 88
20 73 87
132 52 34
151 162 46
42 156 100
150 105 22
210 131 70
94 38 73
223 118 78
31 69 19
125 249 95
33 169 26
182 12 75
66 147 56
108 197 62
42 19 26
150 27 62
215 171 46
36 0 57
229 172 16
30 184 87
36 155 92
95 112 69
42 190 77
27 126 17
215 7 13
70 236 75
125 97 52
151 234 75
9 242 60
167 63 64
119 78 45
189 43 58
157 122 87
186 179 28
4 209 25
227 80 71
127 168 84
73 133 28
69 3 82
184 5 57
141 84 23
190 91 85
61 106 66
108 87 43
202 230 72
136 146 18
140 233 17
119 103 72
144 196 73
99 193 51
67 222 68
62 180 99
65 177 9
215 124 7
212 53 86
132 117 36
146 170 48
85 48 47
96 164 33
223 134 43
132 72 42
123 198 17
90 199 8
227 13 36
21 243 59
212 228 61
15 8 17
59 188 83
135 158 76
15 24 4
19 225 38
6 2 20
32 35 42
19 88 18
190 45 90
201 92 96
243 240 72
8 101 11
19 149 31
191 98 18
21 77 80
108 74 22
117 75 14
178 204 26
76 237 96
10 46 1
101 192 95
65 60 93
172 221 71
168 139 29
180 247 55
74 213 9
31 34 54
163 175 83
33 56 11
165 129 91
38 220 82
134 217 58
87 232 18
158 231 35
247 26 42
228 18 38
41 54 77
78 121 76
100 145 92
199 187 19
138 104 9
125 142 17
156 153 61
138 216 10
83 23 62
202 159 3
122 89 95
162 68 29
97 143 70
244 64 33
42 25 42
20 29 81
95 206 34
187 238 27
104 205 55
36 39 40
120 181 98
245 137 97
235 161 11
76 173 59
30 134 42
37 184 38
27 103 9
145 225 90
3 173 76
11 12 98
127 211 6
73 84 22
113 140 77
116 157 3
49 97 90
23 44 77
105 142 88
55 171 78
113 243 35
2 168 36
23 184 52
130 165 43
120 214 8
1 194 65
177 241 22
210 248 0
40 217 93
14 249 100
111 210 38
2 125 89
92 111 55
85 238 44
50 131 59
192 226 76
174 248 55
25 83 20
67 236 51
41 212 47
64 168 87
94 129 99
66 167 57
21 152 89
34 233 12
133 146 85
64 85 60
149 217 5
73 82 15
82 226 48
36 215 26
28 140 47
27 143 91
124 178 4
116 167 76
46 163 58
42 145 68
63 187 90
0 16 20
43 135 92
119 242 72
186 217 23
146 210 78
131 132 8
91 213 56
40 45 99
148 233 28
122 149 80
119 169 76
46 204 59
8 39 81
6 29 61
85 218 79
23 128 44
16 197 95
2 226 39
111 240 22
132 226 48
92 151 64
216 242 89
27 29 82
56 145 84
53 241 45
29 140 76
45 90 25
98 244 86
20 192 42
227 233 46
90 95 34
25 220 39
40 56 43
54 249 36
75 115 19
169 204 43
27 39 73
142 237 95
75 101 90
23 114 40
17 102 67
159 208 64
17 137 27
33 136 34
71 116 23
113 192 78
74 89 20
4 32 45
192 247 83
136 208 0
88 131 95
38 199 95
121 231 78
108 119 83
20 108 51
46 62 36
39 74 35
47 176 60
5 47 13
129 156 15
35 42 42
41 133 1
49 53 17
112 225 71
149 150 73
55 64 18
110 178 22
60 87 78
50 162 64
24 132 43
0 22 76
119 173 46
74 144 38
32 159 84
129 142 65
97 248 7
88 239 10
187 241 57
3 190 24
68 114 94
13 212 82
74 105 42
11 242 48
209 237 49
138 219 3
29 54 51
87 214 38
47 237 36
90 151 50
60 183 47
46 147 51
16 152 22
117 197 47
96 149 25
183 186 57
10 123 77
74 229 77
36 213 21
158 187 93
30 166 20
136 209 37
68 247 20
54 102 15
47 173 6
4 85 94
81 225 24
81 171 16
53 115 48
103 160 65
95 139 49
57 73 1
21 173 54
43 169 1
38 40 35
142 180 50
107 160 55
49 217 52
126 139 65
82 121 5
12 223 19
74 192 81
140 195 70
80 176 47
148 164 98
111 188 61
51 58 9
22 27 83
54 81 7
143 191 22
49 231 64
31 242 24
167 183 67
72 223 61
33 220 8
45 83 33
3 76 15
86 98 72
21 126 46
3 210 10
27 151 31
216 226 71
13 233 96
27 130 33
33 230 40
58 141 56
176 221 0
3 77 94
210 218 100
49 110 80
207 246 16
113 244 61
54 231 74
29 52 30
189 235 91
41 207 42
5 94 85
83 185 95
191 233 79
133 223 51
53 84 97
110 195 92
34 83 66
100 137 65
208 227 93
0 39 9
76 93 86
37 40 91
115 161 92
131 174 6
60 173 49
85 212 62
51 61 24
187 198 38
2 3 69
68 106 21
69 207 88
119 225 98
121 220 29
83 228 95
12 243 54
184 239 5
219 221 87
41 78 55
112 194 60
109 202 54
74 214 4
71 222 88
109 128 76
53 135 33
54 157 34
100 124 48
15 219 31
131 169 31
81 150 86
164 196 13
12 139 87
93 120 26
50 170 66
145 146 63
27 166 36
10 213 34
4 141 54
63 244 85
150 213 88
0 241 31
38 189 8
9 77 8
232 239 54
199 231 36
68 200 73
19 163 91
99 100 42
168 207 34
60 67 79
57 108 24
43 149 39
27 227 32
22 65 8
4 64 30
14 201 78
74 80 61
114 166 77
185 208 83
7 118 77
105 249 49
87 134 33
183 219 35
133 168 4
41 202 10
111 218 5
227 248 99
61 120 65
2 30 91
17 214 56
179 197 68
79 167 23
79 93 98
110 127 45
63 77 17
12 167 31
77 103 37
85 192 21
86 131 49
157 166 4
49 127 87
167 197 1
111 137 94
6 18 45
83 152 84
192 229 29
10 149 10
20 66 34
209 221 71
49 195 9
48 209 81
184 194 71
148 154 72
39 244 34
123 144 79
54 148 14
137 144 37
167 195 24
82 113 64
30 231 26
7 181 23
51 173 97
127 175 55
77 119 5
9 161 12
48 167 25
109 132 78
87 186 18
53 75 94
93 200 79
19 137 19
11 189 34
115 144 97
49 143 87
151 249 3
127 212 35
183 192 67
80 248 86
45 155 27
84 238 8
161 224 22
46 150 68
70 194 58
11 212 51
124 154 41
77 223 95
26 95 94
168 244 33
81 97 32
18 230 8
132 194 48
86 166 87
156 193 43
15 133 5
32 71 15
107 115 6
106 162 4
70 188 11
171 187 61
121 143 6
83 130 62
92 120 40
55 203 28
26 184 83
