70218 750
325 101 41
325 74 10
74 614 47
74 680 66
614 452 55
452 431 11
452 23 71
101 70 43
101 221 94
452 743 81
221 586 30
743 352 7
614 571 83
571 607 54
325 745 75
452 710 81
23 651 1
452 609 35
586 375 63
680 414 21
743 172 29
651 232 27
101 300 13
23 328 0
70 299 24
609 639 6
639 209 71
609 341 65
586 712 56
74 345 6
101 721 10
300 178 8
178 144 32
172 163 5
209 592 26
101 26 46
178 736 52
375 356 21
743 17 68
712 701 87
101 510 68
607 460 97
721 545 96
328 217 41
701 105 79
745 424 15
592 400 70
232 652 13
341 714 17
571 623 93
163 605 60
701 303 92
328 226 78
545 213 29
217 187 62
375 604 62
736 24 19
375 276 38
743 715 56
328 420 51
420 54 38
680 542 31
420 478 8
221 547 55
652 306 87
586 124 72
420 600 61
325 581 62
70 31 17
701 690 88
431 689 46
605 280 21
209 498 43
478 205 61
689 179 72
600 212 75
303 215 94
31 688 8
232 241 44
743 560 51
592 173 21
226 613 62
609 628 22
356 95 38
478 332 82
586 527 29
639 329 100
712 228 10
241 468 84
215 587 94
352 316 32
581 48 3
736 282 9
226 263 58
228 624 63
375 92 40
303 635 18
688 488 38
209 45 59
92 104 61
414 664 46
614 166 71
221 546 33
571 334 61
232 693 69
105 96 33
542 275 67
263 732 50
101 615 66
24 566 42
560 593 52
689 653 36
70 348 42
639 727 24
587 108 29
205 389 33
431 211 96
721 90 27
17 384 41
215 117 49
226 40 82
688 30 49
70 429 9
429 186 59
24 410 54
689 576 16
101 310 17
205 734 20
593 380 90
609 374 53
452 338 60
586 3 81
300 630 49
721 243 90
345 100 99
341 155 59
124 236 64
498 450 54
743 706 10
587 12 22
374 514 44
31 402 64
389 729 70
450 8 9
186 660 53
410 289 43
450 216 51
689 157 24
615 177 43
576 465 1
96 326 62
727 611 76
628 497 50
345 327 40
31 154 56
105 530 8
221 73 97
205 49 11
380 421 46
327 109 10
688 554 73
604 120 73
49 22 77
689 557 2
179 333 4
352 471 93
424 50 25
157 543 52
332 98 33
95 370 9
400 244 23
429 667 43
22 484 77
109 43 12
624 365 34
177 439 75
40 552 100
54 240 3
576 448 66
727 466 84
592 626 68
31 361 39
727 340 1
30 89 44
560 526 100
653 238 19
380 588 33
352 522 43
439 158 94
236 116 7
241 146 4
701 56 42
510 647 54
352 86 74
626 749 86
23 583 56
226 603 68
263 97 73
510 160 99
615 606 59
178 65 11
623 159 5
23 423 89
557 675 34
117 284 40
56 677 40
144 417 93
624 443 36
421 698 5
588 474 18
216 648 94
514 112 71
510 106 9
73 456 48
24 156 78
421 358 70
90 331 13
221 572 17
576 288 96
545 695 65
8 535 17
545 464 66
389 747 58
431 363 65
552 9 92
380 59 88
216 72 80
90 272 76
466 625 31
325 258 61
158 233 33
614 517 53
45 131 74
600 245 100
90 32 74
12 231 63
154 702 76
593 52 22
466 33 91
345 286 11
272 335 89
32 37 90
340 512 65
468 1 44
275 590 38
73 713 80
680 198 9
23 645 22
154 378 37
54 44 66
101 568 4
614 200 44
341 730 56
384 175 63
417 260 84
175 132 77
131 409 62
3 381 58
512 111 81
9 354 72
26 343 29
660 482 3
604 265 6
215 657 19
543 617 3
743 519 87
609 511 71
228 707 94
95 319 48
177 88 64
581 293 56
424 608 55
605 21 21
124 46 76
289 138 99
186 93 80
272 297 59
530 437 90
527 234 86
154 315 96
98 502 46
48 584 50
554 237 66
8 38 8
675 142 17
96 344 26
288 631 87
698 684 5
163 161 5
698 273 29
45 499 16
590 322 75
300 64 71
226 683 60
363 509 82
710 518 91
410 531 32
154 516 52
325 505 29
586 387 20
552 649 28
131 77 51
702 532 8
226 406 85
49 569 72
142 87 78
120 126 48
693 455 36
569 725 45
9 83 20
424 694 23
144 191 94
332 182 27
105 444 34
217 658 44
96 397 66
212 744 46
328 479 15
482 632 40
282 107 0
282 20 5
104 582 48
707 563 93
24 390 72
124 738 96
70 76 2
293 558 81
163 404 27
667 81 37
607 151 79
327 672 91
464 318 99
608 153 64
263 192 77
244 314 77
241 148 30
215 523 73
499 601 20
721 57 81
175 504 72
417 595 58
236 323 99
519 462 51
606 735 21
675 598 76
698 147 76
558 491 90
423 123 1
109 720 88
516 298 8
286 394 43
542 197 15
325 391 85
590 411 6
630 685 92
606 294 81
502 254 51
54 570 75
613 719 77
132 253 32
729 330 95
725 716 38
244 305 27
583 235 65
391 342 7
101 184 60
365 268 68
345 463 11
647 665 81
