70218 750
185 683 100
683 223 65
185 258 56
258 572 82
223 188 16
223 34 24
188 355 93
223 147 77
34 660 51
258 532 93
147 601 86
188 233 15
34 654 78
188 397 96
185 116 93
147 179 38
34 243 89
660 582 25
532 121 16
34 707 75
572 489 86
223 466 23
660 728 82
466 23 82
233 614 97
466 545 96
121 563 65
466 316 0
532 192 10
223 298 14
233 196 87
489 712 77
563 475 34
683 526 50
188 138 48
355 737 92
526 172 78
185 28 7
660 182 11
683 15 9
316 299 44
614 628 0
121 487 68
233 485 73
185 384 20
223 534 97
223 388 11
487 278 95
179 125 69
192 359 13
196 742 1
355 474 40
572 236 70
28 100 1
628 247 2
660 556 23
683 97 66
278 293 56
359 381 88
712 504 19
147 321 13
614 74 19
572 191 56
534 454 22
185 230 58
601 715 57
556 540 0
487 202 75
100 110 41
388 162 39
110 255 17
563 386 62
474 650 6
504 607 98
162 726 1
247 2 99
321 547 0
742 519 79
384 96 86
388 729 32
614 112 36
712 266 5
243 214 88
116 476 13
179 63 19
147 11 78
116 4 43
485 571 96
202 85 86
185 292 42
172 415 78
485 501 56
571 581 14
397 301 92
188 549 45
547 40 23
112 445 68
236 264 70
474 171 4
100 280 14
63 132 7
359 522 62
182 444 10
121 160 35
138 149 61
415 349 83
728 285 2
160 337 1
534 716 60
650 510 80
116 439 70
466 653 46
40 324 17
683 288 14
112 235 58
285 392 67
601 731 62
97 518 35
196 666 78
15 567 83
112 462 97
628 90 35
474 144 73
28 317 100
549 315 92
650 725 22
572 456 24
567 352 3
160 630 75
563 373 23
85 168 58
504 416 22
567 126 76
236 377 17
545 323 23
601 411 2
532 61 84
518 268 7
40 671 48
235 697 87
264 325 77
501 442 91
504 300 49
299 625 8
266 447 98
255 706 54
712 204 98
697 446 43
247 391 38
23 274 97
149 640 1
243 217 0
660 195 78
324 646 18
2 253 25
97 702 7
392 410 100
731 335 76
204 241 84
316 14 67
317 580 78
683 189 41
298 277 92
580 577 91
683 559 27
501 441 87
352 312 32
253 206 49
171 590 88
277 318 30
702 676 7
285 639 21
