2475 100
6 73 100
73 65 33
6 98 52
65 68 95
68 56 5
65 97 11
73 3 79
73 20 100
56 34 89
98 41 64
56 11 48
41 40 92
73 29 60
29 70 54
29 48 14
6 32 3
48 26 46
70 76 36
3 37 31
98 0 50
6 27 8
34 44 36
6 46 56
70 94 95
98 64 69
11 85 26
27 78 88
3 66 26
46 49 25
34 47 74
20 87 17
65 60 4
56 95 96
3 36 10
97 89 25
48 38 18
70 61 48
0 84 14
40 39 89
37 83 88
0 62 2
61 22 90
98 42 78
76 21 16
68 16 2
38 45 88
0 99 73
66 15 100
39 5 74
47 4 47
44 72 16
94 82 55
66 19 46
34 55 49
21 24 56
45 33 93
42 51 68
60 23 43
27 2 13
64 50 42
5 17 49
6 52 69
4 91 15
47 69 44
21 59 0
68 81 12
89 58 79
42 86 86
49 88 74
58 14 72
41 74 1
87 8 12
95 1 42
41 53 51
94 93 18
83 28 83
0 43 27
87 71 91
14 35 52
83 92 32
14 54 62
97 9 32
27 12 95
81 77 24
33 57 35
48 79 96
83 18 66
32 96 16
59 63 89
28 13 89
77 90 29
72 75 83
56 30 52
85 7 74
27 67 59
87 10 41
84 25 73
17 31 56
81 80 79
30 75 29
38 77 4
10 92 44
63 84 52
62 69 46
21 33 71
23 58 27
44 68 14
59 97 3
28 68 52
4 18 96
2 64 42
10 41 68
28 84 21
19 38 4
35 93 78
17 66 99
59 65 2
2 99 53
25 83 28
69 70 70
54 80 62
23 26 51
57 66 54
33 96 8
1 21 35
22 90 11
21 49 34
8 32 5
25 86 79
27 35 32
41 51 80
15 95 80
22 68 9
1 89 75
15 81 17
48 97 0
14 66 87
11 41 97
76 86 54
2 12 25
26 44 79
27 89 92
9 17 75
20 34 44
14 34 40
16 43 11
20 43 47
58 84 50
55 92 98
61 83 65
29 97 2
66 68 35
37 94 85
43 56 39
46 76 83
2 91 19
49 67 39
35 38 9
16 37 31
3 62 76
59 70 39
0 85 37
27 73 95
47 87 13
26 29 7
29 74 57
12 48 70
81 89 80
78 80 71
35 96 54
56 60 37
56 63 48
24 42 91
10 44 28
37 97 33
24 31 23
36 91 37
15 52 61
79 97 49
45 52 73
49 66 60
50 92 57
51 54 58
50 65 10
3 78 9
19 91 11
46 94 36
15 62 57
7 78 28
16 28 49
46 86 96
0 25 75
6 78 34
71 96 49
35 67 26
20 77 85
19 23 87
45 89 12
40 65 18
12 53 41
59 69 22
41 42 51
1 8 69
2 74 12
82 85 53
34 70 24
71 78 79
48 78 8
1 46 87
23 65 39
26 71 64
17 67 57
5 32 59
30 84 96
79 82 73
15 26 40
29 96 35
11 51 47
26 43 65
51 84 62
7 56 56
24 33 45
16 26 58
30 79 58
27 36 54
24 30 15
17 50 27
70 82 52
12 46 64
21 80 8
53 91 4
6 21 87
7 45 51
11 86 24
86 98 7
20 61 9
22 81 9
55 93 83
45 68 25
5 56 92
3 10 11
19 75 65
35 86 8
27 37 62
27 38 94
8 97 54
0 19 14
40 45 52
15 60 12
0 27 42
56 62 24
8 70 40
58 79 72
4 68 72
28 55 87
4 38 96
15 33 60
3 5 65
27 43 98
54 96 56
17 32 44
20 23 41
3 67 82
24 76 21
1 78 51
9 84 21
52 89 33
55 70 97
12 32 24
2 4 82
14 40 58
71 73 40
31 57 16
34 58 57
36 49 27
14 97 100
72 87 33
46 59 68
15 49 34
33 48 99
4 13 55
27 28 73
18 79 44
5 23 72
25 94 92
33 65 71
8 21 1
61 62 94
29 59 40
16 57 44
29 44 2
45 92 23
10 65 93
2 61 6
50 72 36
56 58 23
12 50 26
32 66 85
68 73 22
0 59 94
31 62 30
40 69 32
20 50 54
58 98 90
72 94 35
54 85 95
7 22 84
7 52 95
13 78 57
24 90 62
60 98 69
55 59 26
1 99 76
58 95 61
30 93 88
20 66 17
14 69 72
78 99 57
10 89 93
19 49 3
38 80 35
12 82 83
29 49 10
67 71 10
1 84 15
22 31 18
71 99 0
1 23 78
47 85 81
63 87 65
7 93 69
20 32 81
75 95 46
42 53 55
42 95 79
8 95 25
76 95 95
4 59 17
3 44 45
52 64 53
65 69 25
1 40 24
7 13 100
61 84 17
46 60 80
30 38 12
1 41 28
1 81 2
35 48 6
15 90 42
65 66 6
36 84 6
58 81 36
14 60 70
2 84 99
75 77 90
11 90 63
15 75 13
59 88 66
21 73 100
5 41 96
6 81 33
24 89 98
34 85 72
20 26 48
60 79 63
33 93 100
10 15 6
30 32 85
9 23 40
63 66 47
73 83 67
18 73 4
19 61 76
45 74 84
12 99 24
14 62 71
28 80 26
81 93 8
24 84 33
43 92 13
16 56 3
23 41 65
11 96 94
6 94 66
11 62 26
4 42 82
13 74 93
35 89 41
42 44 88
94 97 45
15 32 1
13 54 43
70 96 56
14 87 42
19 41 22
40 98 64
33 50 22
21 55 13
46 78 3
29 42 62
19 86 13
76 83 7
88 90 29
45 53 30
1 50 10
55 64 28
19 52 26
59 99 82
62 93 52
29 50 70
70 73 30
74 93 52
16 55 7
27 83 67
54 71 70
19 67 4
37 49 26
16 32 11
86 94 73
30 87 21
33 94 4
38 98 55
37 66 54
18 60 43
6 59 83
46 83 93
42 97 90
17 44 84
25 93 99
38 56 16
32 92 7
13 79 38
72 78 52
0 86 77
72 83 25
74 82 80
51 59 46
27 46 73
45 63 36
36 66 22
5 45 27
57 80 32
69 77 86
15 84 22
43 90 67
66 72 53
16 73 40
29 54 25
57 59 1
14 30 1
86 97 100
66 91 91
37 45 87
22 75 26
7 43 97
6 12 69
76 87 96
14 84 56
54 91 62
1 67 86
69 83 1
70 98 45
14 50 90
21 31 50
38 44 89
11 14 42
42 58 21
31 73 50
20 62 97
39 66 69
31 63 76
54 74 90
0 72 96
11 33 66
3 51 75
1 20 36
23 75 64
32 45 72
34 53 48
34 63 87
46 69 26
92 99 24
46 95 37
6 44 63
19 46 64
37 54 8
11 24 0
25 69 71
18 46 82
38 88 5
32 59 13
21 61 80
11 99 2
17 83 29
51 57 25
76 89 8
57 98 54
16 95 9
42 92 86
56 93 87
65 99 8
8 53 8
29 45 97
2 83 75
4 61 100
9 65 97
0 23 11
44 65 93
19 28 79
45 66 55
49 80 54
40 90 33
35 82 61
42 50 9
67 72 33
6 54 18
12 49 55
2 36 93
39 61 72
50 94 84
40 53 44
2 95 93
43 86 74
14 78 59
19 93 80
52 85 54
27 88 15
14 65 85
50 81 54
42 85 72
64 81 44
65 93 74
78 95 79
61 89 42
47 62 51
8 22 9
12 79 31
16 61 6
60 72 32
2 20 72
13 46 80
27 87 66
48 52 17
8 73 66
55 72 37
14 33 32
32 79 26
29 56 2
9 81 49
38 39 89
81 90 100
18 56 23
44 58 79
22 94 84
19 26 60
69 76 71
75 76 1
46 89 91
53 74 34
77 88 18
21 26 93
45 88 60
39 93 96
15 50 26
13 35 67
75 78 4
27 84 6
31 56 92
65 72 53
31 84 35
36 62 3
40 95 5
33 90 9
66 75 15
34 73 67
50 54 76
56 66 11
43 51 67
34 39 39
36 59 71
29 80 17
75 93 84
13 65 7
17 97 30
12 98 19
4 36 53
42 87 64
75 85 86
71 88 44
79 99 2
14 56 50
15 18 51
31 61 81
17 96 6
4 67 10
68 97 28
56 89 4
33 98 96
30 90 0
73 76 22
4 99 20
59 96 5
51 83 48
76 98 53
88 93 8
37 67 15
2 42 57
49 63 19
45 81 82
33 88 64
48 63 57
30 99 14
4 25 73
37 70 89
10 30 82
59 66 35
56 61 6
22 29 21
54 60 7
1 45 94
0 37 7
75 84 8
97 99 88
33 63 68
14 37 7
0 60 91
47 77 50
30 76 89
59 87 84
86 92 30
17 68 53
60 77 13
46 47 55
17 74 90
7 68 50
28 69 36
4 15 48
5 79 83
50 70 60
38 94 18
61 68 27
5 73 18
6 17 52
33 62 39
44 81 1
34 88 99
4 90 47
30 67 6
1 54 31
3 58 95
36 54 44
38 90 89
6 15 75
35 76 4
54 73 68
28 54 59
3 47 94
8 24 85
50 88 63
49 51 21
6 49 68
72 74 20
15 25 70
20 22 79
65 83 84
1 37 27
13 21 80
68 71 68
52 61 10
16 69 46
1 19 40
36 52 94
89 98 31
40 80 95
19 33 41
4 76 49
70 92 0
34 41 43
48 66 29
89 99 70
26 72 29
23 98 15
26 51 20
60 67 79
52 72 51
23 96 59
13 58 70
34 90 9
27 40 67
9 66 46
37 77 2
84 92 45
9 96 35
44 95 15
46 63 8
35 73 87
73 94 90
38 73 24
36 63 58
46 68 64
39 73 91
65 81 93
58 99 80
4 5 10
38 57 88
17 47 44
29 81 9
62 89 4
29 84 97
37 78 37
12 78 74
11 71 25
73 96 9
36 38 1
32 94 34
70 84 4
4 58 29
57 61 32
3 76 82
83 97 53
7 81 38
42 80 76
57 88 10
66 77 43
22 26 9
60 86 85
12 61 17
6 75 79
26 39 0
44 51 50
19 60 91
27 31 90
34 95 72
26 59 44
62 63 31
37 75 7
30 77 77
29 66 82
44 87 21
14 48 79
51 62 37
44 82 69
74 75 12
3 13 93
0 55 98
58 72 9
34 75 35
1 74 47
65 92 75
30 92 48
12 18 97
28 78 59
3 63 53
28 53 84
46 84 38
40 44 40
0 20 76
20 81 18
17 63 69
82 93 89
0 2 33
76 81 91
74 92 20
27 93 93
34 42 58
9 77 74
19 25 57
19 22 98
51 78 56
31 69 2
24 91 56
57 72 94
83 98 59
37 98 43
69 85 54
30 89 92
64 91 21
69 78 73
9 61 74
49 94 84
36 93 91
0 14 69
29 34 91
26 47 59
46 93 61
69 79 5
25 62 58
37 87 88
43 76 45
74 86 17
13 75 85
89 95 53
40 74 27
35 79 26
59 60 86
3 42 84
32 91 51
20 79 96
52 94 79
22 35 88
22 72 25
41 76 97
36 42 95
6 80 89
61 65 41
12 74 28
0 15 21
7 40 85
5 90 34
78 98 94
4 17 12
3 96 15
7 41 24
57 70 92
28 39 11
76 80 97
2 87 7
31 35 72
50 69 30
26 56 29
19 77 52
45 64 3
5 58 100
15 68 100
4 31 5
15 70 12
43 95 20
11 76 41
2 65 43
17 25 56
43 67 18
4 66 35
0 94 13
11 29 68
2 59 12
7 14 50
91 93 91
50 53 72
29 68 26
64 68 6
22 45 63
3 70 37
19 35 76
65 88 100
93 99 65
1 55 72
39 91 29
9 92 97
15 44 64
52 54 29
