1212 50
37 35 72
37 16 79
37 41 82
41 5 77
5 6 68
6 32 100
32 14 80
16 2 23
41 3 4
3 45 95
32 18 43
14 29 0
29 46 74
32 20 26
3 43 63
41 24 82
37 33 19
5 22 2
6 23 24
33 4 42
23 31 69
41 42 42
33 38 34
41 21 99
46 15 80
29 47 47
47 7 20
4 44 37
22 28 4
43 17 61
4 36 32
7 49 82
22 8 89
5 40 44
17 1 81
2 48 61
5 19 50
5 25 21
28 26 4
15 12 72
44 9 36
16 0 88
5 34 54
15 13 78
44 30 24
42 27 61
9 11 1
13 10 93
36 39 10
17 25 38
24 46 23
3 20 56
31 35 23
0 7 18
2 32 70
9 42 80
33 42 20
5 43 53
33 43 6
3 5 68
7 37 2
17 27 38
17 46 42
37 43 77
22 47 30
26 48 37
20 40 100
11 17 48
27 32 1
14 48 29
37 47 0
24 35 25
1 48 72
1 12 17
18 28 93
21 40 66
13 44 56
6 25 71
23 42 7
3 25 74
32 44 46
8 20 67
19 36 12
36 37 42
23 35 54
20 25 94
13 20 1
12 24 95
6 28 68
2 4 41
5 45 35
11 21 11
2 33 48
10 44 90
9 25 96
15 43 89
30 41 61
5 10 77
0 20 34
18 33 16
31 32 29
0 45 100
11 19 7
7 15 16
9 22 75
7 24 93
31 33 75
29 42 55
6 8 40
5 11 42
4 21 71
19 25 12
8 45 21
13 48 51
8 26 21
25 33 25
27 29 83
3 36 23
2 23 17
22 37 48
7 22 93
1 6 60
15 21 35
2 19 22
10 23 86
12 20 91
20 35 96
22 27 18
23 32 91
6 44 67
10 39 35
8 33 38
3 33 39
29 33 76
21 37 53
28 46 24
6 42 44
29 35 84
41 47 44
6 30 4
2 47 78
28 49 36
2 39 11
24 30 48
10 35 80
0 22 67
4 46 2
14 43 45
31 36 56
25 26 99
24 43 42
12 30 11
22 41 47
23 33 2
0 27 53
3 46 17
23 41 75
44 46 80
16 34 96
19 34 65
4 32 21
2 34 38
27 37 50
35 44 93
34 45 11
11 43 67
26 34 82
25 29 48
21 35 1
0 6 66
30 40 31
2 25 71
40 41 87
12 38 65
34 36 46
12 36 42
10 20 17
19 31 17
14 33 46
5 20 40
14 24 65
13 31 95
2 15 0
38 40 28
1 29 89
4 43 62
37 44 55
37 45 18
8 42 69
5 39 74
15 23 8
13 28 0
9 26 79
6 12 47
12 40 92
14 26 51
7 33 35
12 49 70
1 8 63
24 32 7
14 27 55
9 48 29
12 16 91
13 42 52
3 27 27
16 27 23
28 44 93
29 45 95
24 29 27
40 46 41
38 45 88
2 49 55
23 30 20
9 10 0
23 46 97
25 44 11
28 32 36
32 36 94
32 34 51
16 41 93
7 31 10
10 48 76
17 19 85
20 36 28
4 31 83
14 47 7
23 45 61
28 35 16
4 19 71
6 9 38
12 25 98
22 24 37
20 29 21
5 31 70
9 41 64
6 22 68
4 13 72
16 28 9
2 42 69
7 18 45
8 16 81
6 31 33
3 9 59
0 43 7
27 43 7
21 46 57
5 46 42
18 42 1
3 44 80
19 48 74
20 27 52
23 24 48
15 44 91
9 36 86
12 18 1
11 16 19
10 28 30
22 29 82
24 40 61
23 29 53
21 30 12
23 38 67
29 41 15
0 11 54
23 44 75
4 9 27
37 46 66
16 31 93
28 30 81
26 40 5
2 28 83
1 15 59
10 15 100
31 42 22
8 37 92
21 45 39
39 48 54
3 23 78
19 23 66
13 49 37
12 39 3
2 22 48
20 42 89
22 49 55
25 49 45
36 40 7
11 32 25
9 14 12
20 34 68
24 44 23
2 14 0
14 36 23
13 37 1
26 45 74
9 12 58
11 39 99
19 42 39
31 47 38
32 48 9
28 42 38
10 30 84
18 29 74
21 25 97
14 16 11
38 39 41
38 44 25
25 37 95
31 43 26
4 45 7
27 48 20
15 36 21
33 36 90
14 23 66
13 35 94
40 47 28
14 31 4
16 33 71
13 43 67
39 43 85
13 23 79
2 13 14
15 22 63
15 37 40
19 39 2
1 7 40
5 15 42
1 14 48
20 44 78
0 2 8
2 27 85
19 47 52
15 48 41
4 10 46
