2475 100
93 34 35
34 13 62
34 97 31
34 84 12
84 26 71
93 12 5
84 36 37
36 87 69
84 92 32
36 9 64
84 23 2
92 53 37
34 20 93
93 51 22
12 78 84
84 1 8
93 24 56
26 77 49
26 38 13
93 89 35
92 8 67
87 49 75
38 91 23
13 95 91
36 6 47
36 65 77
1 25 49
97 72 46
95 45 46
89 35 70
20 46 16
20 2 12
78 81 42
84 70 100
91 59 27
89 43 73
72 41 13
84 99 57
59 14 39
38 48 82
41 7 45
59 22 98
81 80 97
97 30 94
89 4 85
43 42 37
38 69 11
69 68 99
41 44 52
65 73 26
42 39 98
12 94 62
45 37 7
77 76 7
1 47 87
70 63 53
87 40 48
63 0 51
78 29 81
72 15 100
92 86 8
53 61 98
1 58 35
36 16 81
40 18 100
41 88 32
12 17 66
86 55 31
88 82 76
81 32 55
18 62 58
88 19 75
53 79 81
39 21 42
76 90 46
93 75 99
87 60 98
34 56 80
90 11 93
69 67 4
55 71 67
95 64 47
94 74 19
24 27 2
9 85 30
11 83 16
18 28 2
0 66 25
92 3 36
81 31 32
87 10 28
15 96 70
41 52 96
56 5 61
12 98 7
99 50 82
56 57 76
23 54 56
71 33 59
47 95 81
29 81 61
35 71 51
2 31 0
7 22 49
52 67 86
20 71 31
5 30 56
18 32 13
14 65 2
10 40 70
0 77 1
22 61 14
21 57 82
22 24 85
15 88 75
41 93 8
3 31 74
51 79 87
5 42 53
84 85 3
4 18 2
68 81 27
83 95 28
67 97 46
38 81 8
83 86 43
61 75 11
65 91 5
44 85 4
51 91 16
48 72 16
29 55 62
19 85 57
66 79 46
34 38 39
36 61 21
55 97 49
61 84 16
47 74 59
19 42 52
79 90 45
37 86 81
23 27 97
24 42 16
32 83 65
29 92 53
5 66 44
83 91 33
54 91 64
45 76 14
4 55 94
0 79 82
35 50 80
43 85 47
22 25 48
19 66 81
36 79 88
56 91 23
29 39 54
40 98 82
7 94 89
16 71 80
8 27 38
84 97 78
34 81 90
14 27 90
10 20 63
53 93 76
1 95 44
11 60 54
2 84 93
18 72 70
28 32 7
42 52 7
31 60 46
17 76 18
22 81 46
41 62 7
39 94 78
46 75 58
37 54 42
23 78 96
50 89 92
23 80 81
11 84 87
36 89 35
70 91 41
34 48 45
10 41 43
13 47 50
4 93 1
16 38 73
38 45 52
79 93 83
33 81 48
86 95 63
3 38 97
75 92 83
13 57 53
72 79 48
80 96 81
3 61 99
43 60 48
36 43 35
25 51 37
69 74 90
15 84 41
46 76 2
21 51 26
41 66 75
14 99 70
80 85 36
36 60 34
38 94 32
36 92 74
61 78 77
36 49 69
55 91 43
20 43 9
76 93 3
25 63 85
3 56 32
13 21 39
14 78 27
80 87 68
42 74 19
1 64 85
0 7 57
13 80 89
42 47 93
71 80 37
43 80 74
8 25 77
65 84 1
12 95 68
18 71 25
1 96 92
1 14 37
12 23 93
53 86 61
22 46 23
58 95 18
16 81 8
61 72 81
28 47 88
29 43 81
66 87 85
20 58 83
26 97 74
5 60 26
22 31 98
82 90 39
90 96 28
4 53 56
26 88 20
27 67 9
4 83 38
3 77 43
46 53 38
14 23 99
3 79 79
9 77 65
8 47 16
11 74 40
73 89 74
89 94 53
48 81 77
22 33 30
48 57 27
66 68 92
43 81 67
57 68 18
45 69 47
42 63 90
40 75 88
34 61 25
37 44 33
19 64 13
0 96 28
68 73 98
12 33 76
1 67 1
41 96 87
64 86 86
35 69 3
1 41 41
31 40 89
37 40 10
8 33 94
13 84 26
19 99 12
34 79 96
41 46 11
5 15 52
59 77 47
0 9 61
15 90 11
18 78 47
28 51 22
47 78 71
19 67 3
94 98 80
67 83 21
2 79 73
27 41 48
12 47 6
22 79 21
34 47 45
0 72 24
41 84 38
33 86 45
0 23 61
17 66 79
4 86 43
44 86 36
22 54 34
12 51 68
10 69 64
6 89 27
3 11 50
89 90 67
47 90 93
0 61 26
45 68 2
4 38 33
61 94 76
68 93 74
10 39 20
41 58 85
62 94 50
13 40 94
28 86 92
26 63 54
57 79 80
40 67 62
47 49 12
53 74 27
16 72 5
24 38 62
19 37 48
22 40 58
81 96 13
46 67 34
39 91 38
5 91 4
60 71 8
51 75 74
12 86 78
27 68 43
20 85 74
65 83 59
27 82 95
14 34 49
11 64 80
40 47 59
31 68 39
31 84 56
17 95 42
1 62 53
49 82 69
31 82 29
90 91 25
77 79 83
27 78 19
56 83 17
40 78 4
27 28 6
23 39 96
37 71 15
38 88 32
47 54 89
20 66 10
33 72 87
6 83 77
88 96 52
44 60 34
6 74 41
2 40 62
57 65 37
56 74 52
1 27 82
37 98 29
12 62 29
30 64 16
6 28 79
34 37 72
45 80 73
2 33 100
94 95 12
31 61 93
33 55 69
46 68 48
24 41 75
15 29 38
37 58 50
0 58 71
53 94 12
55 85 74
1 42 91
11 21 91
6 99 47
56 84 89
3 33 53
53 63 29
56 79 24
16 33 98
42 73 19
13 78 30
27 96 99
15 85 55
10 43 95
4 98 68
40 70 10
9 83 71
3 50 54
9 30 71
23 61 85
40 74 75
94 97 85
16 19 20
36 54 81
20 84 99
22 23 2
28 41 50
49 92 52
25 45 4
20 57 15
19 59 98
77 84 39
42 83 42
57 63 69
55 70 65
14 35 15
20 52 20
10 68 88
4 6 32
23 98 69
38 82 31
17 30 53
7 54 78
67 75 59
73 98 27
5 78 30
42 46 17
20 47 14
32 89 65
5 59 3
9 32 35
19 58 87
30 91 98
17 29 3
83 89 96
7 61 34
21 38 1
39 97 30
25 92 82
20 77 34
12 76 37
55 76 25
3 58 73
80 99 56
4 71 23
78 98 79
52 54 81
2 93 44
67 91 90
61 63 26
0 38 90
55 69 54
22 32 79
23 37 7
34 82 91
6 97 59
46 66 44
13 48 71
30 69 80
17 47 31
36 67 78
95 98 24
34 42 23
35 85 18
41 94 65
63 73 80
37 38 65
24 48 23
16 47 60
50 84 77
29 65 45
6 61 84
32 95 32
15 87 82
16 67 21
9 82 64
8 52 68
24 51 29
4 30 21
61 74 43
22 92 67
12 24 42
31 47 78
27 85 95
29 91 38
50 57 39
1 90 89
3 78 51
32 56 35
12 85 13
8 24 29
10 63 28
52 93 44
37 93 34
40 56 24
28 76 98
19 29 19
17 39 32
10 64 51
10 79 28
44 95 15
1 98 13
4 52 91
89 98 52
11 72 29
11 50 61
74 78 68
58 73 36
18 59 23
8 38 50
38 79 4
55 93 37
23 44 97
22 30 55
8 83 49
75 90 65
14 87 0
1 86 10
37 68 30
39 81 92
12 90 67
38 59 85
17 26 97
3 81 83
1 7 91
17 72 77
9 81 68
3 70 38
4 78 0
11 15 97
42 64 69
59 74 62
45 97 90
93 97 34
44 74 7
9 29 67
30 83 44
37 84 1
6 63 5
40 92 57
66 72 33
29 77 51
24 31 24
60 86 51
15 44 35
31 58 12
11 40 84
19 81 57
18 91 65
19 87 71
76 78 4
43 61 96
8 18 21
3 76 74
9 11 88
54 72 1
3 39 88
8 85 48
47 79 62
72 86 39
32 47 69
42 67 95
50 58 63
62 83 81
32 85 96
4 56 52
6 29 82
56 95 92
80 91 10
19 40 25
35 53 31
18 95 45
9 98 94
63 98 31
44 46 96
0 83 63
37 50 46
11 93 32
1 24 24
47 70 0
43 67 14
8 91 88
1 16 68
25 66 26
8 73 51
54 71 45
79 98 15
6 58 95
63 97 47
3 82 12
1 37 31
6 49 33
38 65 10
21 70 62
12 60 24
38 46 17
26 50 16
20 21 48
8 93 22
15 73 23
6 94 7
47 98 67
51 74 43
25 83 66
6 60 56
2 65 29
8 20 64
14 75 90
58 70 23
27 92 97
37 56 53
23 97 47
63 79 14
9 50 1
11 23 74
52 57 52
50 67 46
66 69 10
44 48 25
43 64 41
18 89 3
66 70 85
6 70 96
33 87 23
86 93 55
15 64 95
44 69 65
46 47 20
18 46 74
9 15 17
1 57 69
41 56 28
73 92 9
17 32 22
5 43 11
46 64 9
0 5 66
8 63 26
33 90 12
30 96 45
29 60 64
20 54 36
10 85 36
11 17 27
12 74 98
6 57 19
24 73 93
3 29 20
18 87 36
4 8 62
19 91 63
42 75 67
4 79 25
2 14 57
7 77 55
14 80 89
1 83 50
70 76 19
46 61 89
67 85 91
17 96 92
0 57 37
29 80 37
8 21 87
56 80 98
74 77 73
3 52 7
86 97 39
42 49 54
6 91 58
7 53 6
55 59 9
1 79 53
16 54 40
40 79 38
36 58 40
33 46 26
14 55 46
20 23 47
64 66 35
42 82 80
84 96 49
19 65 0
29 34 87
84 89 85
25 72 27
41 45 50
41 85 8
52 92 12
11 70 34
14 39 83
3 65 41
30 80 88
37 41 73
76 87 3
9 74 88
29 85 84
19 94 62
20 75 57
35 79 1
77 85 55
20 95 81
82 94 42
38 62 26
32 80 0
0 67 23
58 81 21
8 41 85
48 58 40
59 65 82
37 96 53
22 62 25
19 51 52
45 78 55
23 66 94
39 43 100
