62375 500
315 198 34
315 435 71
198 186 81
435 360 35
198 308 64
360 44 96
435 474 71
186 86 33
435 213 31
86 218 74
360 110 31
315 252 81
186 226 11
86 57 54
360 470 56
226 152 14
308 386 78
218 103 33
435 121 0
435 182 23
386 45 31
470 407 37
435 382 32
110 25 55
57 210 11
435 385 43
315 151 68
151 146 76
385 411 46
103 164 38
152 36 14
25 78 75
470 296 44
411 431 86
210 340 57
407 35 70
164 271 62
213 424 54
198 197 74
386 112 65
151 217 85
407 173 1
44 475 28
121 410 3
25 493 21
308 55 33
474 316 70
110 59 77
382 254 83
470 401 37
186 412 43
271 478 2
217 250 53
316 481 79
411 129 34
218 373 26
25 359 31
385 200 92
86 2 60
315 300 42
151 120 38
121 12 37
200 79 84
252 420 21
45 205 63
25 352 30
35 289 36
197 41 86
173 220 5
103 109 56
213 295 66
289 291 67
315 89 37
254 191 61
41 116 40
412 393 85
146 395 65
315 143 96
435 264 11
198 105 32
79 476 63
386 142 61
493 67 61
89 459 18
308 136 61
182 272 59
45 321 38
308 307 97
205 162 61
226 161 72
12 119 25
254 423 43
420 76 43
121 338 23
76 7 96
315 328 76
410 292 7
120 320 53
386 439 38
291 248 46
161 404 84
420 158 39
435 223 90
121 389 58
146 202 56
25 408 38
254 488 67
296 14 54
210 92 33
158 312 87
186 494 74
158 309 89
401 137 36
373 247 73
120 314 36
423 74 98
412 19 81
129 107 61
205 90 71
360 460 83
121 204 79
493 458 46
420 377 82
200 462 85
223 77 74
161 102 75
223 348 3
198 100 70
110 376 37
407 261 70
200 358 23
103 334 66
7 22 67
7 17 26
57 251 86
359 83 86
470 391 98
143 341 86
25 193 38
289 18 51
476 10 48
83 64 93
312 294 65
35 62 59
385 234 76
320 495 24
292 4 15
193 185 56
476 453 12
158 219 7
57 440 77
440 370 33
395 362 26
264 237 100
321 368 74
237 84 53
459 317 86
435 299 93
205 387 45
164 319 34
494 246 33
210 274 24
86 60 17
395 266 77
334 454 50
439 485 39
377 222 26
389 416 1
458 117 46
204 168 4
495 472 60
210 176 100
107 244 12
420 329 49
370 443 25
226 111 40
472 491 69
494 422 68
401 150 34
158 451 57
377 361 43
271 3 30
250 50 37
481 280 67
361 170 32
22 466 37
102 324 37
271 63 7
105 125 52
404 229 95
458 430 1
210 455 82
10 394 52
84 471 2
471 214 66
219 279 76
280 325 94
226 68 68
150 135 40
316 71 18
458 293 73
307 174 30
299 392 14
293 333 55
84 332 95
186 5 98
146 65 87
494 486 86
186 433 44
50 183 97
495 215 0
422 265 80
451 400 89
293 190 42
422 371 86
308 482 78
77 402 61
176 273 66
376 192 78
176 322 93
162 365 99
494 8 80
205 11 95
7 311 28
57 26 67
162 239 91
478 184 16
321 113 96
493 134 8
466 405 21
62 288 13
59 75 95
135 304 55
229 98 24
44 286 90
35 196 6
352 0 15
470 54 6
142 354 40
129 209 45
205 355 27
98 496 87
470 211 19
424 277 78
173 212 78
92 241 97
86 155 26
485 156 38
103 163 9
193 364 58
83 245 77
134 130 57
119 240 21
219 302 72
55 388 37
433 37 45
170 104 3
156 383 51
391 378 84
404 384 94
134 242 50
370 456 61
161 301 29
185 270 28
248 179 48
155 91 59
109 369 43
328 236 68
223 418 0
150 148 23
105 461 73
389 467 100
19 48 89
209 175 14
466 206 3
22 39 12
134 139 6
111 259 95
113 24 100
291 473 25
355 305 95
481 72 82
324 224 86
71 29 27
368 49 76
213 398 52
62 390 92
384 61 80
387 399 81
359 331 38
299 342 68
390 189 49
475 31 50
394 281 19
136 85 99
111 313 91
461 40 42
104 337 19
89 123 22
393 268 5
460 444 74
494 429 79
360 260 13
471 425 7
476 283 22
485 477 82
11 498 42
456 172 10
461 357 100
371 207 99
5 16 98
394 30 10
270 97 80
364 238 62
400 442 46
412 489 68
395 415 17
137 23 94
174 101 63
388 327 34
433 446 49
444 106 88
143 231 22
29 131 37
113 414 45
317 464 94
402 343 19
435 96 84
334 166 20
97 406 76
102 497 73
215 126 80
279 81 68
473 73 71
119 379 22
286 468 48
260 99 3
321 345 11
61 56 82
239 323 34
332 441 23
305 372 18
371 28 38
391 171 5
44 297 68
219 421 80
190 201 44
152 42 17
338 235 99
320 133 100
40 46 80
85 93 55
17 336 59
313 349 8
361 194 22
433 306 15
219 141 69
464 344 2
75 452 63
425 419 86
71 428 2
338 167 92
246 230 60
368 447 87
270 177 67
244 82 30
220 267 65
338 114 97
213 108 64
185 253 45
222 118 92
246 263 78
143 426 22
292 147 60
271 203 6
486 51 0
209 70 83
379 374 99
250 396 53
251 58 93
384 188 83
428 153 24
29 356 5
56 436 1
250 243 86
162 53 21
201 15 90
186 208 83
327 221 58
196 438 31
97 339 99
211 165 26
119 465 94
71 480 83
491 375 32
342 199 8
194 115 65
304 43 4
395 298 34
165 290 68
57 437 5
42 351 76
360 417 98
234 21 4
118 445 85
220 449 65
54 216 45
252 27 61
351 32 9
91 257 30
206 225 69
123 127 89
46 427 68
358 228 10
99 227 86
478 397 52
63 13 87
142 487 51
424 87 47
405 69 29
356 347 56
351 318 15
171 434 99
470 34 27
175 1 39
325 432 79
324 181 42
134 269 14
273 335 82
443 160 93
472 233 67
311 256 94
320 20 79
151 450 26
91 122 40
432 255 80
131 33 90
161 330 41
431 463 85
299 159 86
245 276 22
226 249 69
263 409 31
322 287 27
454 128 11
172 350 57
53 483 14
352 367 79
111 275 17
255 457 97
287 363 19
111 178 30
125 499 29
355 140 68
235 232 60
123 346 34
365 138 60
378 484 61
364 262 79
442 490 32
53 448 43
63 187 30
78 154 76
46 303 68
280 413 95
439 6 48
355 353 37
316 381 69
160 479 66
174 9 16
109 88 7
62 195 33
42 149 98
122 132 44
136 144 13
487 282 53
223 94 93
428 38 69
202 66 13
128 95 7
131 278 82
166 180 22
243 285 41
429 469 92
348 145 74
73 124 10
317 492 75
61 366 34
291 326 43
456 47 75
246 310 34
229 169 83
149 258 71
50 52 100
363 380 42
330 157 20
241 80 2
175 284 18
41 403 35
277 469 94
356 420 1
65 298 74
361 463 86
324 329 49
80 219 79
79 358 77
263 321 36
28 130 8
97 465 85
123 497 82
106 448 18
13 67 93
102 265 90
237 427 65
167 399 95
116 327 87
348 421 78
270 458 4
310 383 24
48 235 78
156 268 80
80 254 21
11 368 9
194 342 2
141 209 36
126 431 45
333 474 84
44 351 99
263 324 12
73 232 97
146 485 15
241 432 68
216 319 2
392 427 77
311 360 84
170 370 37
140 310 29
327 331 28
35 271 8
45 425 67
114 454 13
319 408 90
75 120 8
314 484 38
6 220 96
204 386 4
450 458 67
332 419 95
43 441 98
13 155 93
144 399 63
82 494 67
214 365 26
371 378 61
151 493 75
78 120 23
177 483 49
210 381 19
36 313 82
119 423 54
330 448 48
280 360 9
127 340 61
50 412 38
287 489 75
41 125 0
188 398 0
73 205 18
100 374 7
110 283 16
111 283 93
38 245 59
66 433 47
73 307 7
7 124 99
64 482 90
151 212 2
334 337 45
78 245 85
300 434 86
57 286 90
256 270 99
122 452 16
76 273 34
31 250 97
461 480 53
192 475 71
85 150 84
281 356 3
210 374 3
202 427 8
356 486 37
230 472 29
157 262 42
203 397 98
159 323 71
23 211 72
73 468 38
429 433 77
66 123 74
327 411 33
220 375 18
238 258 75
317 384 89
123 412 48
85 362 81
419 458 79
7 144 40
87 425 7
332 381 69
210 320 93
199 478 3
399 427 66
151 172 69
70 483 94
211 398 85
75 156 15
21 196 19
178 349 22
346 441 77
437 479 19
166 367 86
195 267 50
120 480 68
5 235 25
126 269 42
440 478 88
52 403 79
85 367 71
327 438 35
1 185 30
48 473 36
55 270 88
104 240 48
98 192 92
122 329 39
362 497 32
257 316 81
162 244 97
57 155 88
115 336 41
303 366 12
111 341 56
397 437 82
112 472 93
331 335 7
56 112 81
13 418 39
176 439 16
390 469 26
163 271 26
92 108 29
215 219 51
210 211 2
468 475 79
210 289 69
58 266 84
2 308 5
170 309 35
49 284 37
21 403 96
277 374 16
121 167 60
235 358 65
9 83 43
62 413 80
229 239 42
11 38 23
114 210 48
9 404 62
437 452 88
65 141 55
64 453 98
329 449 52
89 421 86
369 453 66
93 271 57
46 177 44
223 381 96
224 447 100
224 394 20
121 278 7
144 190 21
100 328 96
70 367 47
145 241 49
286 421 53
13 172 93
56 155 98
276 295 7
60 444 22
128 315 67
62 119 54
8 286 58
57 307 94
366 475 4
97 215 31
210 265 59
127 384 83
273 448 74
56 303 99
11 213 90
145 166 41
120 378 15
59 472 45
132 281 23
298 407 96
43 372 68
143 312 56
325 379 2
247 312 52
204 347 45
267 328 19
204 494 86
96 470 25
409 465 15
378 413 83
145 424 71
370 468 0
57 258 74
105 343 98
131 451 33
144 356 77
98 179 7
6 371 57
146 430 87
395 472 9
3 226 71
196 276 20
140 258 82
346 432 94
135 498 30
8 492 73
221 341 95
119 258 100
174 485 91
434 478 85
311 373 49
163 218 62
330 430 0
92 270 26
407 408 1
122 487 62
132 233 54
279 453 78
350 364 62
155 316 43
169 223 37
281 392 55
371 374 46
27 125 5
251 407 4
195 212 2
110 343 88
233 297 46
172 470 10
6 392 48
233 491 33
140 387 71
42 474 34
157 231 14
8 256 100
237 282 62
56 273 88
64 276 30
323 363 63
10 22 9
35 128 36
338 380 45
85 428 49
399 436 11
49 159 36
58 126 4
26 406 95
22 364 29
230 368 10
105 110 41
252 436 7
364 424 40
312 340 33
78 327 80
146 156 96
157 253 38
105 308 64
314 496 95
328 421 91
0 178 42
104 189 61
275 349 52
136 495 77
340 485 79
136 346 40
55 106 8
276 434 39
75 110 99
137 163 14
247 370 64
192 431 99
347 382 27
326 377 69
252 326 100
322 362 4
241 468 58
83 263 44
42 110 55
240 297 36
191 294 19
347 428 9
330 399 5
18 67 84
178 499 58
421 474 28
224 461 100
180 378 74
120 399 84
101 185 69
268 360 48
273 322 8
167 322 10
86 151 47
266 284 16
38 247 13
176 291 50
201 418 3
163 251 22
243 450 75
222 263 37
161 497 74
164 332 14
113 317 64
151 271 38
115 368 97
103 142 10
144 260 42
344 391 47
175 222 73
39 413 54
24 189 76
90 457 31
192 494 77
131 341 63
137 477 59
227 280 92
27 331 7
57 74 86
184 462 81
6 267 97
286 444 54
334 408 19
244 368 71
73 281 58
177 390 42
392 453 61
0 295 93
100 277 93
79 426 17
18 48 45
89 347 7
270 291 91
4 107 36
115 315 45
31 247 39
127 138 84
96 271 13
173 292 67
249 485 33
24 72 42
110 169 88
193 247 40
187 499 58
