70218 750
388 688 21
388 239 71
239 652 40
688 187 4
388 418 81
688 40 38
239 115 93
115 96 68
115 562 9
187 505 39
388 593 72
40 136 46
136 186 10
562 610 82
187 644 32
688 736 64
186 722 12
239 27 56
40 173 20
40 378 73
40 538 15
562 172 81
40 460 82
460 370 85
688 601 74
173 197 45
722 375 51
27 456 88
370 493 11
538 34 64
40 308 11
375 434 70
722 615 90
610 264 14
562 189 40
173 674 42
115 400 85
378 433 91
615 552 1
370 147 81
173 372 87
264 645 73
493 697 2
652 617 96
593 695 34
722 629 95
562 148 80
264 204 0
644 396 9
27 357 78
433 117 13
615 237 17
378 10 55
601 205 49
645 358 94
688 311 64
40 336 20
433 577 2
189 747 71
173 104 88
396 661 33
357 377 80
187 522 42
117 609 51
396 438 24
336 423 65
423 591 81
591 417 88
204 498 61
96 166 89
239 633 80
237 365 63
166 114 21
186 739 29
114 213 40
396 468 23
148 464 52
498 690 51
423 367 21
197 508 41
396 700 30
739 194 84
308 142 66
747 457 49
96 285 87
577 384 6
418 182 44
166 694 42
197 523 56
384 269 14
40 679 64
629 470 86
388 668 31
457 419 73
187 219 76
523 24 55
388 201 17
522 410 4
523 339 12
464 210 77
645 78 94
722 301 100
78 30 63
173 11 6
457 338 72
104 223 87
117 542 3
661 653 86
593 111 35
269 625 77
522 709 50
601 484 61
697 145 87
396 244 44
115 401 15
577 571 60
173 589 52
617 696 88
384 268 43
172 432 50
633 551 19
538 582 60
166 581 76
457 200 77
400 180 3
736 575 65
204 620 97
370 407 5
111 514 53
571 381 35
173 58 34
456 17 21
104 304 84
166 415 80
625 616 72
571 532 21
468 371 67
388 619 94
219 698 69
17 263 6
17 297 57
172 340 84
111 9 78
470 129 0
173 748 22
538 22 55
514 98 72
338 421 7
633 150 71
629 258 89
40 406 10
644 141 43
552 726 49
726 409 93
213 659 52
378 91 45
91 317 59
301 287 45
659 137 37
269 221 78
287 693 88
200 270 57
317 685 38
694 425 70
114 144 39
421 427 19
421 452 34
457 714 87
739 334 57
270 312 47
237 467 13
11 160 59
452 386 10
457 235 6
577 87 81
311 250 72
457 155 68
24 76 68
714 45 41
117 342 9
722 80 3
419 82 65
700 548 18
370 451 60
697 566 56
312 557 19
693 564 4
747 735 13
339 408 37
693 580 33
96 466 24
80 395 69
739 299 88
166 90 93
652 621 83
201 728 8
456 584 64
610 394 88
221 324 76
76 43 25
237 352 2
581 110 60
239 6 46
312 56 80
148 459 76
17 103 29
619 475 53
370 92 66
145 196 76
358 446 48
581 596 78
357 537 49
358 554 46
401 207 47
409 327 60
180 744 45
111 46 31
358 177 27
268 504 90
596 325 13
372 331 49
142 519 73
679 373 87
475 707 16
56 242 41
92 153 57
312 660 86
378 7 20
115 3 64
117 306 55
115 437 47
748 502 74
180 731 95
419 321 99
466 69 77
117 500 90
388 497 0
575 595 82
22 307 14
744 556 36
645 650 99
395 282 49
433 203 19
498 539 36
311 374 28
728 272 13
148 663 12
92 479 65
731 161 88
621 31 79
401 692 97
407 628 78
498 135 50
629 67 82
104 441 56
67 33 69
80 188 31
542 529 17
352 332 18
272 247 36
505 513 21
625 550 8
596 380 16
342 646 46
747 154 64
78 682 1
22 49 70
69 313 7
548 614 1
197 109 17
523 85 92
367 520 20
633 266 83
160 355 28
313 123 52
40 125 65
115 528 93
695 487 1
136 362 93
327 526 58
172 604 45
378 721 66
526 509 85
425 267 49
452 606 54
460 578 58
109 463 52
141 305 21
714 654 24
668 162 23
269 412 87
726 676 60
731 506 55
123 482 76
247 712 61
380 245 99
451 211 16
682 383 44
696 699 90
375 256 48
268 678 84
692 635 36
419 253 94
606 399 16
437 84 26
11 349 96
180 472 10
203 405 6
180 608 11
253 89 89
628 702 100
187 491 11
308 120 0
17 603 23
186 131 21
34 185 2
425 638 0
282 473 68
609 511 83
688 516 36
459 251 9
694 684 4
464 175 28
581 265 89
90 543 75
635 232 80
556 680 33
56 642 88
172 348 79
562 39 94
479 44 10
301 274 30
731 66 35
410 363 43
380 138 53
334 368 83
357 741 89
493 657 99
589 496 52
615 414 59
566 666 22
306 525 12
625 101 48
460 568 45
194 231 27
268 622 42
520 198 40
625 549 97
237 734 93
493 328 10
44 164 66
564 671 69
408 489 31
17 389 16
210 57 5
311 19 75
584 116 50
362 72 68
120 706 29
525 442 86
666 662 23
457 65 42
373 664 84
31 184 93
145 105 26
388 243 31
76 600 61
307 295 12
182 569 95
182 73 60
136 206 90
621 229 36
484 343 54
150 100 4
653 681 65
85 530 7
205 639 42
84 670 36
405 176 83
186 5 88
660 490 69
638 447 9
722 51 66
528 711 59
684 345 18
27 448 33
207 25 11
332 618 5
388 510 21
394 458 94
352 319 10
22 585 66
500 280 94
457 486 93
446 563 79
448 157 70
69 718 13
706 191 77
463 113 27
696 428 43
712 545 38
405 453 85
554 531 96
312 462 54
307 320 87
538 598 55
116 465 11
463 165 38
125 461 15
692 298 84
373 364 1
409 658 7
615 68 90
423 130 50
603 730 65
67 276 73
695 133 43
10 495 45
142 354 23
365 420 87
693 278 82
133 146 77
736 724 98
5 637 53
441 503 37
113 501 96
731 360 24
502 28 93
147 686 38
706 279 51
625 215 9
307 234 93
453 576 68
741 71 93
339 471 54
506 445 96
298 422 13
206 449 59
117 20 18
615 228 12
336 139 75
463 716 11
539 376 32
423 602 83
120 13 22
27 454 85
724 1 52
405 413 15
34 648 19
111 335 80
571 254 6
467 477 49
714 93 89
543 151 60
428 209 16
154 132 70
681 32 47
201 683 41
368 236 28
523 481 13
714 443 41
57 35 98
91 613 16
563 567 21
9 29 47
502 316 41
20 121 86
153 170 64
504 314 88
147 94 35
324 277 29
304 732 18
185 181 83
498 292 54
235 641 73
354 283 8
372 74 64
635 535 58
449 672 46
577 390 41
17 346 47
148 534 45
497 286 6
46 106 95
331 288 71
706 351 33
646 167 47
184 745 28
132 310 80
73 594 32
370 322 32
598 350 15
187 326 74
716 226 1
68 55 8
78 14 11
663 675 1
446 169 23
150 478 5
177 218 79
448 199 5
120 240 78
461 128 79
114 246 26
637 300 58
670 143 19
481 214 5
394 729 69
342 393 53
549 636 9
324 597 36
100 574 8
350 630 65
339 561 71
35 512 88
545 202 97
319 612 53
535 261 59
370 86 2
240 118 94
458 248 61
93 192 11
663 733 1
182 195 10
73 88 30
300 738 26
285 178 72
729 704 66
66 333 8
258 710 42
191 179 41
325 126 76
487 41 16
132 689 49
109 296 9
13 318 90
423 592 96
372 533 77
278 171 7
236 47 69
280 436 63
200 643 27
154 293 50
606 127 75
732 262 70
629 727 55
427 108 83
256 2 62
311 691 2
350 455 74
674 387 66
554 347 56
589 134 58
115 379 12
613 302 76
282 631 37
484 217 32
39 63 62
441 224 35
641 208 44
658 168 62
741 723 14
591 474 90
29 611 35
491 16 81
355 705 75
101 18 88
31 536 11
11 149 17
446 289 13
310 291 76
177 4 90
304 669 55
569 701 61
192 391 43
537 586 45
209 515 30
349 193 71
264 99 45
724 713 7
123 37 51
593 540 45
437 241 48
266 77 88
585 587 21
748 323 40
447 152 10
339 315 40
621 156 96
92 440 15
155 527 75
594 124 10
527 547 0
419 524 76
365 494 83
540 337 2
28 492 33
619 222 70
551 565 40
508 107 45
133 717 58
346 746 15
117 444 78
108 119 75
410 60 31
409 627 82
167 385 93
726 8 0
707 665 65
136 294 53
78 579 48
171 426 0
321 212 16
321 112 67
116 216 79
308 483 39
383 48 15
629 122 65
5 341 2
33 517 3
621 97 87
449 450 21
295 634 10
41 737 89
601 163 1
37 640 92
710 54 54
478 570 96
191 687 26
548 290 25
645 715 73
46 485 88
460 560 0
326 273 43
450 53 43
385 553 88
357 469 43
463 572 57
13 507 71
515 353 51
577 158 17
444 430 92
178 75 6
536 439 55
199 541 31
278 0 48
433 673 53
360 656 59
543 183 23
199 42 56
67 649 17
395 402 87
110 559 51
530 259 22
735 225 46
727 227 44
486 257 95
33 38 35
741 605 52
78 303 20
222 190 39
