4900 100
74 68 45
74 10 18
74 90 42
68 97 23
74 32 44
90 21 67
97 95 45
10 41 20
74 62 64
41 88 23
74 70 30
74 84 22
97 5 40
32 3 5
41 85 35
41 80 86
80 12 62
95 17 59
62 22 82
85 29 70
74 69 31
41 8 70
84 57 35
70 66 41
69 48 7
3 23 19
41 38 65
97 83 88
83 81 7
80 51 48
48 72 62
62 47 48
81 1 83
68 30 82
68 4 29
88 99 15
32 82 57
57 50 83
4 44 35
22 34 11
29 33 83
97 92 70
95 61 28
68 31 43
47 79 72
10 20 44
23 54 60
68 98 14
44 46 60
8 0 59
17 6 1
95 75 51
82 73 47
48 7 43
31 86 22
83 56 0
99 24 58
95 96 90
33 26 91
56 14 35
24 43 85
73 35 52
81 52 80
66 91 1
35 55 22
57 16 72
5 11 38
51 15 78
11 67 25
85 60 40
14 71 40
96 42 15
71 9 38
71 37 87
16 28 68
66 58 69
43 77 36
31 27 59
14 65 57
75 78 74
4 87 50
44 49 46
57 13 40
49 36 36
61 64 85
82 63 64
55 53 2
79 76 47
8 39 91
43 94 54
51 19 80
35 89 23
82 2 40
39 25 19
61 59 75
99 18 60
24 45 15
36 40 67
88 93 14
39 51 25
25 74 12
23 26 97
29 92 61
89 95 58
52 74 78
4 25 88
72 86 58
16 32 83
63 65 15
50 72 37
55 63 66
19 58 18
38 97 95
35 42 93
19 73 27
51 97 98
13 90 74
17 80 7
3 33 52
22 92 54
27 37 59
3 16 51
7 88 98
31 81 81
49 64 83
85 90 57
75 99 9
11 71 50
23 31 49
19 40 36
36 39 87
44 87 27
77 90 99
76 91 38
34 98 67
19 50 47
23 25 75
39 80 94
5 92 0
0 25 34
10 38 82
87 94 5
64 75 2
20 41 96
10 91 20
25 41 27
30 71 91
71 80 39
87 89 6
15 40 36
72 73 13
93 97 88
73 92 46
31 62 67
13 64 30
20 34 1
52 96 16
13 46 13
0 9 55
40 68 66
30 38 85
8 36 13
6 85 44
66 84 44
67 80 60
27 58 53
39 73 74
63 99 48
20 73 87
1 71 29
11 65 52
65 75 89
24 88 28
18 23 94
33 61 71
41 86 93
7 39 60
61 93 84
24 68 21
5 26 24
36 87 89
23 50 73
32 76 3
27 80 11
57 62 46
66 71 59
67 83 5
69 77 20
31 71 8
45 68 60
47 53 52
5 27 34
50 80 29
19 35 40
14 76 85
38 84 93
62 66 67
25 72 3
12 13 5
62 64 89
32 84 78
62 82 50
19 44 46
6 24 60
70 73 47
19 25 76
57 86 11
7 74 81
50 60 72
36 64 28
41 50 0
69 95 7
10 89 45
23 34 29
76 88 80
3 59 92
59 69 59
44 88 72
43 71 74
30 88 74
7 73 40
78 95 15
11 25 91
45 61 61
9 96 64
63 91 30
18 39 4
49 94 80
1 90 40
16 72 10
29 53 68
5 59 41
13 16 19
58 89 42
44 74 36
9 54 76
24 97 57
5 17 75
0 85 94
16 64 98
42 91 33
68 75 99
22 61 30
0 93 50
20 38 32
34 52 9
8 88 20
79 93 12
46 53 82
68 84 1
46 94 89
29 50 56
78 83 62
24 25 89
20 63 74
26 45 13
7 37 18
24 77 59
10 11 82
26 91 60
52 84 53
60 65 69
52 57 81
15 38 90
47 76 51
84 94 80
21 35 66
4 88 35
38 46 43
1 26 55
11 53 62
34 97 86
5 25 79
8 89 64
69 98 47
5 44 59
30 48 82
16 26 12
39 76 50
47 72 65
63 71 38
43 51 10
79 91 36
10 76 71
47 92 51
29 61 4
11 88 36
28 29 92
23 37 51
49 74 40
20 93 17
38 85 88
51 75 65
71 95 30
29 49 62
49 76 54
16 24 89
6 70 86
55 72 73
6 87 57
11 16 49
35 93 92
29 88 79
57 98 36
18 93 36
26 79 60
35 52 18
55 67 57
28 36 72
84 99 32
26 69 64
38 55 16
6 47 44
24 93 37
13 77 79
13 97 40
25 26 4
45 60 36
79 89 99
4 94 70
22 59 18
41 68 78
39 61 100
23 60 81
61 79 92
18 89 83
12 31 83
54 73 33
7 55 57
76 83 81
16 56 38
17 31 83
48 95 80
43 72 79
41 62 69
27 61 31
68 96 100
12 23 72
18 50 93
4 89 34
26 49 45
58 59 23
80 82 99
50 61 91
6 65 84
85 96 42
15 84 95
74 99 36
46 69 10
19 48 51
27 34 49
89 96 25
18 70 70
12 39 57
24 81 57
1 2 52
62 85 23
44 71 81
37 93 15
28 99 28
34 41 91
56 66 6
13 17 4
14 61 83
37 89 68
42 76 5
23 33 13
27 97 16
39 54 2
13 82 90
25 76 31
5 72 76
11 20 36
24 98 31
27 51 39
54 82 98
5 43 70
0 5 62
72 94 31
11 26 4
75 98 6
26 82 82
67 81 64
28 50 0
55 75 64
32 71 61
12 88 38
17 45 39
27 43 70
26 54 36
64 83 50
8 97 69
10 87 75
68 89 76
70 96 46
15 44 39
24 71 75
29 48 92
6 50 84
49 58 55
0 45 46
29 77 83
34 77 50
62 70 29
54 83 97
19 94 80
43 84 1
50 81 18
42 95 57
0 75 96
51 77 47
50 69 64
63 72 67
86 92 74
9 90 26
47 60 54
14 41 64
75 83 89
12 86 51
31 53 50
76 94 14
21 74 39
17 66 78
85 98 44
35 76 36
32 56 8
35 96 65
23 68 32
20 72 56
30 92 94
31 61 21
6 60 4
45 97 95
26 85 69
46 66 57
5 68 47
84 86 46
19 21 57
32 96 71
62 77 79
62 68 35
44 57 25
38 48 78
4 55 9
18 28 85
34 43 96
12 25 74
25 78 22
5 30 41
47 77 33
69 76 72
70 81 19
29 46 74
56 68 23
48 76 5
9 27 45
35 77 71
8 74 90
56 86 76
57 96 22
8 49 13
10 13 77
51 65 15
17 28 77
50 93 41
11 37 88
42 98 30
60 88 95
5 58 86
70 93 15
1 25 50
17 57 30
27 89 21
17 38 47
53 70 35
10 57 94
12 29 44
10 28 39
45 90 72
23 57 44
22 75 51
0 72 88
32 50 15
64 77 66
25 82 54
8 72 29
31 75 42
19 95 62
41 59 30
43 93 13
52 88 63
39 62 43
22 54 73
59 79 65
23 79 51
16 80 41
61 80 1
28 82 20
80 95 34
53 78 53
25 30 41
28 94 19
20 44 50
29 69 29
2 94 93
21 25 5
2 61 11
35 61 21
24 70 75
11 24 62
3 68 46
14 54 81
5 86 5
31 76 9
18 64 60
21 93 19
12 24 89
50 85 30
56 71 85
41 49 77
28 58 70
41 91 30
4 36 75
23 93 26
15 53 18
32 45 5
80 93 10
30 63 19
15 48 25
11 50 68
6 54 90
31 52 27
6 67 46
39 40 75
3 17 4
74 81 78
46 78 91
56 90 30
84 92 67
27 76 57
10 27 87
30 44 93
32 87 29
15 21 22
45 53 83
24 78 48
1 69 60
42 52 46
44 50 45
82 91 27
58 74 49
16 66 53
34 47 98
53 98 68
49 71 80
49 75 66
8 87 49
6 95 31
42 72 27
44 82 77
8 61 26
65 84 38
20 51 14
38 60 89
33 43 36
12 78 59
0 62 34
71 81 11
1 21 91
80 97 33
22 89 11
76 81 72
77 79 1
29 99 82
36 55 10
11 78 46
28 39 89
39 74 12
4 75 100
75 87 28
25 28 6
44 60 61
48 52 73
29 62 74
20 54 62
75 81 75
97 99 63
17 62 70
42 64 27
88 89 4
5 62 37
39 79 78
28 64 6
11 95 18
24 52 0
24 31 58
9 50 12
6 58 58
37 96 6
3 48 57
65 90 78
43 47 0
21 43 9
13 87 53
31 43 83
81 88 30
19 38 64
4 12 61
23 83 98
0 97 38
20 89 74
8 48 68
29 73 93
20 95 14
13 44 92
0 94 89
58 87 30
55 79 32
9 64 84
3 93 96
9 28 19
57 66 19
35 88 97
66 89 71
8 92 69
8 18 56
52 64 64
58 69 67
9 77 42
41 42 58
16 42 23
11 66 15
51 53 52
61 68 21
26 43 49
28 57 77
67 72 8
27 63 42
26 50 52
26 56 57
88 90 95
24 56 97
14 98 75
25 60 84
11 82 14
7 58 93
45 63 67
83 99 6
29 83 1
38 61 1
12 72 89
47 96 13
73 76 31
21 40 33
67 82 23
34 39 26
42 71 36
48 60 56
29 43 67
54 88 17
18 46 92
3 57 35
28 73 84
59 92 8
21 64 75
88 96 12
77 82 52
65 96 52
33 55 81
14 52 45
2 99 95
35 98 67
21 70 82
17 22 84
60 82 75
24 94 91
7 67 85
3 31 1
29 65 66
17 88 71
20 80 83
19 67 63
9 60 1
22 83 95
14 45 74
65 99 8
27 82 100
28 72 16
8 13 58
59 94 32
36 92 67
4 70 8
44 91 71
14 38 97
24 95 4
19 82 67
87 90 64
67 78 74
79 98 22
66 73 35
27 83 31
64 69 30
23 59 92
1 42 36
66 96 11
79 83 35
14 88 28
17 19 43
57 74 5
7 35 89
21 36 1
1 68 37
29 78 97
28 91 25
70 84 17
4 35 66
13 25 89
74 75 31
53 79 52
6 71 4
8 57 49
39 94 37
20 99 47
78 90 57
26 34 40
18 77 2
37 85 34
86 91 42
46 52 8
40 45 86
21 54 17
37 52 27
25 83 73
28 86 27
49 98 94
17 90 52
41 77 83
18 27 27
19 22 76
18 30 22
14 87 21
59 93 94
36 58 11
62 72 55
72 81 49
37 59 19
2 10 81
29 54 100
17 71 97
63 68 66
12 60 90
22 31 22
24 49 69
30 79 50
3 10 82
18 91 61
12 19 89
3 35 21
61 73 83
32 88 28
85 87 14
16 77 94
10 30 56
70 88 75
7 57 19
50 88 65
19 78 14
29 52 96
63 66 23
9 34 5
50 65 1
67 69 11
33 37 8
37 95 65
57 97 10
38 86 87
6 59 95
0 83 60
42 93 88
31 92 4
35 72 34
39 58 70
0 32 69
35 67 69
37 94 0
33 49 57
36 65 53
23 74 83
13 86 30
1 30 51
27 33 43
31 40 97
48 88 8
35 75 77
25 57 73
18 94 93
56 78 66
23 84 82
57 87 47
61 81 44
26 94 76
37 77 19
4 95 46
75 89 5
36 79 42
0 69 15
4 52 74
76 97 13
53 72 82
2 71 26
67 99 47
21 65 47
9 61 74
45 80 15
6 64 28
49 65 5
92 93 8
17 36 42
20 22 32
58 75 56
65 77 91
38 99 22
8 9 35
84 97 21
17 73 77
71 99 47
11 97 45
41 48 29
3 29 52
50 68 83
11 27 51
70 75 51
37 58 54
12 90 24
44 58 4
7 11 9
10 90 76
30 52 64
3 30 94
54 84 74
31 78 31
23 53 32
28 40 14
9 75 73
3 92 95
83 91 49
54 95 82
27 53 84
1 57 69
13 91 98
19 89 30
26 32 49
13 85 98
40 94 62
60 92 79
7 83 50
40 74 45
76 78 52
11 79 93
64 98 53
1 67 93
2 29 29
59 84 15
4 85 27
52 59 20
0 79 54
6 81 35
22 88 87
48 85 61
1 75 62
54 90 67
58 62 33
41 82 59
0 51 88
12 73 70
3 36 100
12 79 4
9 48 61
71 77 63
2 7 86
19 77 99
28 62 28
80 89 5
59 97 67
39 52 50
1 93 56
14 26 6
4 62 3
74 82 57
55 80 88
8 38 10
29 91 70
52 98 52
22 69 19
38 69 87
4 49 97
0 24 97
26 37 68
65 69 52
57 88 80
63 70 13
8 63 58
79 82 73
60 80 48
20 90 17
55 98 58
50 89 0
27 86 38
75 94 26
26 36 74
11 19 11
8 66 80
54 55 4
