4900 100
84 75 3
84 99 27
99 20 98
75 1 89
1 64 25
84 71 9
84 88 75
75 53 100
53 6 50
71 34 53
1 73 51
53 76 36
99 62 100
71 67 46
84 30 94
30 47 17
30 41 48
6 54 90
76 86 40
34 68 3
53 40 68
71 66 13
99 3 39
20 49 27
1 85 70
34 13 87
41 18 78
49 81 66
20 79 81
68 12 73
76 61 65
13 37 75
18 91 75
66 70 27
6 48 52
47 56 83
84 93 4
79 16 88
49 44 71
66 17 8
34 89 17
99 43 81
20 50 66
40 28 54
73 58 71
71 57 69
58 60 0
62 8 21
12 52 11
43 5 6
28 15 92
30 63 69
56 4 61
20 74 41
30 94 5
6 31 49
12 36 82
5 23 85
93 45 65
63 38 93
70 7 18
44 77 30
18 78 10
31 92 34
78 97 11
73 0 41
56 9 16
48 11 64
79 82 76
86 25 30
45 96 69
61 59 62
30 51 53
60 80 7
34 27 69
67 95 62
88 90 82
6 33 57
13 24 0
77 32 72
99 26 85
24 55 41
32 46 18
73 98 52
93 21 55
36 83 33
85 10 90
67 87 11
25 29 39
41 2 0
94 14 28
44 19 5
38 42 89
42 35 64
37 69 17
92 22 42
60 65 28
6 72 56
9 39 95
82 97 72
58 81 27
10 53 60
10 11 33
64 78 62
4 77 71
7 45 7
80 99 14
64 82 42
4 10 19
10 25 3
56 99 28
66 67 80
19 83 21
31 70 91
23 45 64
64 67 52
69 94 18
67 96 12
60 75 76
18 88 22
26 83 20
60 77 17
49 87 63
46 71 7
31 89 55
6 38 83
5 63 31
24 97 73
23 62 99
5 57 58
62 66 64
56 67 61
37 76 8
30 49 26
32 92 71
7 90 15
1 67 9
0 46 98
2 42 61
15 83 90
31 33 46
35 44 55
39 57 99
42 45 33
27 33 90
8 81 46
3 43 40
41 85 51
35 78 38
5 17 53
69 76 30
72 97 69
44 86 96
85 88 97
2 86 74
31 42 4
19 80 91
29 69 89
53 56 85
18 85 95
12 86 83
20 91 75
42 71 23
13 23 17
28 52 48
6 64 60
61 64 86
37 89 62
33 60 52
24 52 41
60 92 68
27 70 68
28 37 99
1 82 34
62 67 33
19 61 32
13 98 2
45 72 30
17 99 99
79 99 96
45 74 7
40 47 50
25 70 89
72 73 80
70 85 46
48 78 58
32 34 49
57 58 3
90 91 78
31 41 76
49 79 22
7 14 88
20 22 68
29 80 54
6 79 34
41 80 18
90 97 62
21 85 73
25 99 24
17 70 37
23 95 41
2 55 54
39 63 82
28 56 99
8 93 41
65 68 80
31 97 42
10 23 16
27 28 59
39 81 2
62 85 35
29 46 78
37 81 95
5 94 95
27 53 58
43 48 99
10 74 65
2 46 54
1 93 47
20 97 52
25 42 92
30 39 63
13 96 47
1 74 93
28 54 5
13 43 88
27 81 44
67 79 68
2 20 61
66 82 88
36 59 6
11 31 23
9 85 43
15 56 0
80 84 82
0 40 61
73 92 81
11 82 6
54 81 27
23 32 49
17 35 71
36 71 87
16 41 23
71 83 21
18 92 96
68 70 19
79 87 51
5 42 41
1 92 71
0 74 69
70 84 24
19 55 17
42 44 20
20 59 19
0 45 84
58 96 83
3 69 71
59 80 4
11 95 21
13 78 58
31 59 14
6 65 63
24 57 53
65 74 78
83 91 79
27 66 63
34 44 47
49 84 8
56 61 85
94 97 8
8 77 58
52 56 85
19 45 0
62 95 76
52 86 86
9 24 6
41 83 61
22 69 34
27 52 47
33 72 26
31 63 24
58 85 67
40 97 73
