30813 250
55 20 26
55 125 96
55 120 66
20 118 99
125 203 86
118 50 24
125 26 3
125 89 88
55 6 15
120 43 24
120 105 42
50 216 14
50 137 56
55 70 66
20 153 97
6 129 63
120 10 37
203 94 9
26 92 88
118 168 42
153 39 58
43 109 85
120 170 80
26 85 5
50 41 21
10 64 23
118 11 95
64 48 15
168 163 56
203 143 95
168 42 18
125 130 11
26 181 8
216 38 69
118 164 84
170 234 84
216 204 50
203 187 4
130 116 34
181 241 78
43 124 84
168 111 40
41 228 63
109 108 95
228 208 77
109 96 54
204 53 23
55 174 6
118 157 30
6 210 17
143 49 71
174 238 2
163 88 42
38 122 96
163 151 94
234 224 7
50 230 34
43 247 81
157 188 90
108 192 59
234 4 34
43 113 96
49 86 95
204 114 39
116 19 90
38 189 65
11 62 11
151 201 34
109 215 5
62 245 83
188 35 90
89 213 36
105 240 28
168 146 95
215 78 0
26 135 1
42 222 26
105 209 30
222 74 18
20 179 93
120 207 46
74 211 37
89 244 93
230 246 77
224 158 81
174 197 85
38 40 61
64 54 19
94 194 100
216 202 11
201 133 55
40 17 87
49 205 97
85 126 87
17 75 20
124 90 6
125 73 38
17 33 69
240 162 26
53 196 11
153 99 38
96 148 92
194 225 42
203 56 44
86 134 58
4 154 18
26 2 0
168 3 5
143 239 36
203 72 22
174 14 26
244 52 69
163 12 16
162 155 93
146 107 19
207 173 91
162 132 99
35 81 43
35 145 69
134 193 60
62 87 38
49 220 71
6 61 16
70 150 45
10 231 63
192 51 73
11 131 56
43 103 69
42 18 57
6 32 33
216 104 47
19 60 97
132 183 95
85 95 72
56 117 1
131 141 51
164 119 82
168 182 91
17 106 78
96 159 53
130 178 15
60 249 30
158 235 61
11 156 60
12 167 66
162 30 5
240 115 70
222 29 7
126 76 38
87 200 81
17 233 26
233 212 4
196 195 48
4 65 39
131 165 33
10 57 71
12 138 2
29 147 4
95 199 78
55 98 28
199 7 61
105 226 95
164 28 94
183 217 79
118 80 1
151 37 100
106 59 14
28 223 84
213 236 27
181 8 35
204 101 81
131 25 82
62 166 47
40 198 71
86 127 3
88 185 75
146 112 5
125 34 55
135 93 7
40 152 34
224 77 46
74 229 97
135 46 25
115 176 90
163 219 6
125 5 56
77 67 70
193 47 30
167 214 56
18 71 25
33 175 73
187 58 12
158 169 67
203 161 73
122 184 13
214 136 62
198 227 88
39 100 66
219 121 91
207 128 3
114 243 2
138 206 89
220 172 36
67 232 87
204 1 25
236 83 79
93 221 27
145 190 6
212 84 53
39 27 75
92 45 58
239 191 15
201 123 11
95 140 44
103 79 13
18 24 93
206 110 34
217 21 69
236 171 56
95 218 61
162 237 39
100 186 64
37 242 28
247 9 58
205 139 6
192 36 52
48 23 13
50 16 78
