11063 150
67 144 0
67 14 46
67 17 7
144 133 77
17 149 26
14 116 74
17 40 100
149 22 29
14 115 47
115 53 54
149 13 68
40 125 5
67 18 27
144 119 70
40 97 86
13 137 18
137 33 26
116 112 53
67 11 68
125 126 17
126 132 40
132 38 84
53 94 29
33 55 11
14 92 18
132 105 31
132 110 1
105 2 50
38 114 36
116 118 51
112 8 48
114 51 16
112 103 82
110 124 16
114 88 7
67 100 59
92 3 27
2 23 65
97 12 36
88 31 94
3 0 32
51 147 20
38 30 9
22 140 10
119 59 37
0 75 32
144 28 82
124 84 35
125 93 8
18 64 84
124 135 21
2 4 47
144 82 40
8 20 68
97 146 83
64 127 61
124 58 61
100 136 38
94 130 56
38 10 2
10 89 41
30 134 89
33 52 81
20 109 60
94 61 82
58 107 94
100 56 96
112 49 31
12 113 11
100 73 46
10 141 21
115 5 47
11 101 9
38 9 52
33 102 1
103 108 12
97 35 65
30 143 82
75 72 38
53 95 51
31 47 67
18 57 70
51 138 16
18 32 48
17 48 48
93 79 66
134 69 87
69 81 13
107 145 76
102 96 33
144 19 39
124 21 47
67 46 0
113 25 34
2 128 67
137 99 52
126 106 93
38 121 61
47 117 86
23 45 91
132 27 26
101 98 77
95 85 57
124 78 28
78 68 40
132 44 38
121 76 33
126 70 22
125 120 87
20 60 94
115 123 44
85 129 96
123 15 8
107 36 96
79 91 34
76 41 99
2 39 64
96 142 24
46 1 60
106 6 17
124 148 12
3 86 29
51 66 9
95 77 30
134 26 91
115 7 91
19 131 77
134 29 19
60 43 11
86 54 40
106 62 14
109 50 17
41 16 84
114 37 85
35 104 77
54 42 61
36 90 43
107 34 8
117 71 42
67 65 51
15 139 84
61 111 45
107 122 34
107 80 59
46 74 10
93 87 22
93 63 30
16 83 42
70 24 89
53 76 21
4 117 95
96 137 54
101 102 14
109 121 75
36 116 36
31 91 62
14 23 41
25 82 55
73 127 22
13 139 68
36 131 59
39 120 48
9 17 68
67 105 17
76 130 39
25 32 18
82 98 22
71 133 36
45 63 88
50 52 61
63 108 51
80 100 61
61 149 82
25 49 57
38 50 80
5 68 96
32 126 10
48 96 78
60 138 43
57 111 51
41 97 58
20 145 79
42 128 82
29 84 88
59 136 53
4 19 5
38 63 73
82 85 42
12 107 11
53 129 48
54 129 46
97 127 32
103 115 2
67 96 33
72 145 64
30 126 100
8 27 69
0 41 29
63 85 76
86 93 82
48 62 100
74 90 16
53 122 21
46 97 74
79 82 98
4 29 88
51 131 27
31 86 38
42 43 2
71 145 76
97 118 10
2 100 8
47 91 25
36 58 84
3 87 46
15 30 5
29 122 13
82 100 80
0 11 99
25 79 97
5 38 34
46 107 87
25 27 41
20 103 94
20 110 91
21 136 80
27 96 35
88 135 63
121 145 44
2 111 75
27 145 71
71 98 8
77 112 31
84 97 61
39 142 35
1 57 52
20 34 7
136 142 14
12 125 23
84 91 84
0 90 48
67 118 14
32 128 57
15 89 39
94 145 55
19 110 5
70 131 15
124 127 48
2 66 67
39 100 87
45 118 86
61 86 91
8 89 19
30 35 26
62 102 47
28 129 64
33 146 25
82 113 32
9 70 19
122 131 11
20 115 50
42 126 96
115 122 47
80 103 87
32 59 93
20 124 56
6 58 96
50 141 97
76 120 51
14 97 35
33 147 22
21 52 81
102 104 13
7 52 52
47 114 63
14 27 72
65 136 14
24 98 78
50 112 69
6 19 44
62 124 77
20 27 54
80 134 19
72 86 47
94 125 27
34 131 21
87 111 78
44 112 59
21 93 15
11 37 55
83 86 56
42 69 27
9 28 14
49 63 39
5 48 49
6 57 51
60 111 55
44 109 55
16 117 70
43 73 86
22 80 55
117 149 91
84 148 50
25 84 26
104 119 81
91 110 21
45 74 22
69 108 6
28 65 69
20 95 89
56 148 17
31 33 77
1 20 59
36 73 14
44 74 64
11 134 73
22 121 83
56 90 69
22 55 8
80 104 2
27 73 16
58 117 92
78 94 55
55 63 62
69 89 13
108 119 4
55 95 42
8 61 15
110 146 41
1 111 41
18 79 7
42 145 92
31 46 80
43 93 53
30 123 99
49 130 23
26 41 86
33 122 89
0 79 28
9 84 96
22 109 55
29 101 40
51 109 48
20 146 77
18 118 1
33 132 30
100 117 20
74 118 32
20 106 84
43 128 26
53 106 31
58 125 88
56 118 8
1 37 19
80 116 31
73 117 57
68 79 78
39 104 50
60 105 54
38 142 79
17 64 17
41 128 8
41 64 76
46 124 87
57 104 1
11 95 86
62 78 61
86 123 74
82 110 95
105 144 72
57 122 60
0 105 44
51 78 47
61 95 42
70 149 88
107 117 2
72 139 19
6 113 7
41 85 81
84 118 23
50 121 11
61 142 58
105 128 16
36 141 69
96 111 59
4 125 9
111 141 28
25 130 25
18 31 2
28 148 39
70 95 23
47 111 55
