5587 150
98 40 25
98 58 18
40 80 67
58 79 29
98 85 56
79 107 14
80 3 87
3 105 5
40 99 99
40 146 47
146 72 65
107 97 2
3 11 51
79 66 92
72 8 89
107 130 52
3 145 24
11 50 2
58 94 21
98 49 81
72 46 25
105 102 49
130 144 40
3 28 48
50 95 34
28 132 12
99 87 65
87 9 20
95 31 86
94 136 94
102 37 66
80 14 4
11 35 93
136 149 43
50 117 22
87 6 34
66 24 95
72 106 74
94 142 15
28 7 18
50 122 89
9 101 52
97 59 18
11 111 19
49 88 63
49 121 50
72 116 93
87 147 87
80 2 40
35 143 50
106 134 62
72 32 92
117 67 97
80 36 29
35 48 13
50 39 92
116 93 44
7 0 20
94 30 18
85 125 97
136 103 56
72 140 89
106 26 87
136 127 94
66 148 67
14 65 25
24 17 78
98 96 94
9 133 51
31 118 72
37 16 39
58 114 1
111 129 20
97 41 8
16 119 24
88 45 75
130 131 97
26 75 79
132 139 4
49 51 76
96 19 75
147 141 39
58 104 84
41 54 33
75 77 71
46 91 82
101 82 16
75 68 58
103 92 30
139 4 36
96 123 86
107 53 31
136 78 61
119 135 14
104 43 96
103 69 11
82 128 91
123 73 73
41 81 12
28 90 4
103 29 45
144 120 50
80 76 21
41 62 11
121 84 46
101 108 48
40 25 46
58 112 33
95 63 95
129 126 4
117 64 33
50 10 78
63 57 78
122 60 13
81 23 43
78 100 84
78 22 95
140 115 4
90 71 99
106 42 15
23 33 31
116 1 79
50 5 31
107 74 25
14 12 83
118 15 38
94 61 61
80 52 93
32 47 8
144 138 69
17 20 96
0 44 54
36 89 90
54 18 29
127 55 55
75 21 29
72 83 66
17 38 63
40 56 77
43 13 87
41 113 53
146 124 47
25 86 19
118 70 58
48 27 30
103 109 74
117 34 28
98 110 14
114 137 52
0 69 75
101 109 84
100 108 0
24 67 59
22 82 25
34 76 9
17 93 98
41 71 61
17 119 80
1 51 36
11 23 6
22 67 65
31 148 27
10 53 66
29 81 7
129 147 80
5 39 81
40 105 12
23 113 60
35 73 27
10 65 50
75 134 65
17 86 38
19 66 34
2 124 16
99 129 12
52 90 95
102 133 99
33 100 69
94 134 74
21 136 0
8 144 93
52 98 81
10 43 34
60 142 37
76 124 64
63 94 17
15 89 27
32 137 15
3 34 73
0 16 89
20 118 20
61 97 16
82 107 19
75 112 75
103 132 91
60 117 46
31 71 34
16 24 57
53 130 49
40 85 83
19 139 91
25 35 79
120 130 0
68 136 44
16 63 80
67 132 96
4 123 37
115 144 95
5 80 12
125 141 12
6 113 88
56 143 40
44 105 90
20 28 59
100 102 31
14 39 95
128 140 55
24 129 60
37 52 59
29 128 94
29 30 17
64 136 28
16 83 51
46 77 20
5 28 56
97 121 19
17 32 92
26 125 70
6 12 80
3 27 2
84 86 36
55 96 8
19 113 46
25 55 10
64 78 89
77 89 55
37 134 7
55 95 95
75 131 87
3 106 16
81 85 38
63 66 78
35 105 18
8 118 16
8 9 16
111 113 79
21 113 50
21 35 56
27 78 21
42 46 16
110 130 55
132 134 23
13 22 73
33 102 10
104 114 89
33 129 95
56 76 25
115 135 29
62 139 3
30 42 87
15 79 90
36 133 67
83 109 9
14 47 47
50 108 82
5 97 66
130 134 83
25 59 45
6 89 17
29 69 46
42 52 29
85 140 93
9 103 10
5 7 30
10 145 20
46 99 74
1 50 49
6 80 10
10 97 98
110 129 95
5 73 51
139 140 18
57 119 62
39 123 38
81 129 39
48 142 61
3 137 99
101 146 66
27 67 50
8 139 82
10 130 18
98 144 19
21 47 84
69 115 42
100 112 37
140 142 71
18 95 53
43 125 39
9 51 81
67 73 62
7 145 4
40 131 31
59 94 12
31 44 27
47 76 85
50 107 27
64 133 45
31 100 85
27 131 14
84 89 47
28 81 93
21 112 52
55 82 55
130 141 5
112 136 58
40 100 93
11 96 14
75 85 41
88 135 96
93 130 36
66 144 29
45 99 53
3 84 32
27 42 67
92 118 60
3 92 61
6 33 73
19 55 0
10 98 73
4 44 49
23 48 2
23 95 53
44 53 21
37 119 59
19 48 31
6 100 16
67 78 55
53 142 24
106 109 54
15 58 0
9 16 91
63 128 34
31 103 50
71 131 62
57 59 15
37 63 37
47 136 4
89 91 39
35 123 4
54 59 27
90 119 6
59 69 73
23 59 99
106 135 69
98 134 46
102 126 12
36 84 99
64 139 1
121 124 32
5 92 58
59 124 48
57 146 69
8 98 17
54 93 58
74 103 98
11 117 10
3 71 94
93 136 4
39 122 93
93 107 62
68 120 1
36 120 68
23 107 12
3 94 50
111 131 48
57 121 57
31 129 74
39 68 15
21 44 88
117 127 75
28 127 70
10 131 85
88 141 92
10 110 65
11 47 27
2 70 59
19 141 56
5 11 64
54 113 32
52 63 16
74 99 96
27 81 34
46 56 76
103 141 24
29 70 29
89 113 34
67 68 28
47 128 64
87 143 83
8 109 36
97 129 61
0 106 48
49 129 40
51 135 35
1 101 65
111 133 59
61 119 26
68 69 1
125 126 2
87 115 35
14 16 83
9 135 54
32 109 61
20 73 31
30 141 81
48 146 41
9 112 57
17 47 36
52 110 71
59 131 82
20 72 67
18 101 78
67 137 72
8 122 2
10 33 40
111 124 27
4 122 52
49 115 27
41 67 67
89 129 20
7 15 53
69 135 71
139 147 48
101 134 64
59 115 69
65 115 92
39 106 36
27 117 33
73 132 55
24 53 55
4 8 78
25 99 39
13 70 87
58 102 16
81 105 94
54 55 45
99 148 40
67 93 4
97 137 46
24 114 14
35 90 41
19 54 71
45 78 92
15 135 37
30 109 7
18 88 35
6 58 39
36 91 83
30 121 17
7 125 61
4 124 94
14 147 34
134 140 7
9 70 80
27 103 42
117 124 23
61 115 23
42 88 94
49 110 79
40 48 20
50 87 55
75 111 32
62 119 36
5 25 99
31 55 65
128 148 90
13 103 72
119 148 20
27 107 25
1 28 6
23 91 25
9 147 11
49 105 87
53 91 46
35 88 66
96 104 89
22 146 13
3 31 78
36 48 100
35 74 75
6 51 11
118 126 28
93 135 40
8 71 62
32 68 86
92 141 36
1 35 50
36 47 6
38 71 67
55 76 97
70 100 7
30 66 1
55 147 49
51 97 9
29 109 55
70 117 66
50 57 16
4 97 90
11 52 17
38 77 59
63 84 66
1 48 1
6 54 43
65 144 99
91 113 20
39 70 65
3 120 99
76 109 75
33 116 55
69 118 21
58 103 25
13 49 78
41 89 32
124 126 73
37 115 92
20 100 41
66 138 12
39 65 90
40 51 68
4 42 94
23 135 67
18 135 23
9 123 65
11 102 44
100 123 6
17 96 58
80 85 89
30 51 74
120 128 12
77 147 84
1 33 49
114 135 93
36 68 46
56 91 67
38 41 92
38 51 26
9 24 91
52 76 70
61 113 31
38 148 64
57 101 97
18 131 56
16 59 52
59 88 69
23 105 45
34 45 71
82 134 46
77 98 47
17 131 68
55 134 25
40 79 74
20 95 10
8 47 53
18 144 2
58 63 85
95 142 0
14 76 85
86 109 44
16 127 74
3 74 63
111 126 33
36 42 86
46 86 16
91 98 87
65 91 38
26 86 57
11 97 10
22 104 21
10 79 10
32 112 40
87 103 24
59 99 80
69 123 26
125 148 38
33 124 35
61 93 74
4 79 42
24 132 25
110 142 63
41 114 32
90 112 33
36 107 27
92 98 74
41 138 34
2 108 2
63 91 81
35 53 96
10 114 79
48 118 64
12 99 70
8 79 77
4 101 10
20 141 19
23 67 49
34 146 42
28 146 83
45 58 93
1 13 29
115 149 23
102 140 12
10 126 94
88 145 43
13 36 56
97 103 31
4 89 71
36 106 60
81 133 78
65 112 70
51 68 80
2 24 88
21 55 86
43 48 8
46 131 13
105 133 20
70 133 54
84 107 2
34 47 73
77 123 35
122 128 72
29 45 96
21 49 18
15 110 48
116 120 84
12 55 99
7 118 80
43 57 84
109 136 66
3 131 91
18 125 55
126 134 14
11 30 62
3 49 25
67 104 85
110 131 21
118 127 14
63 120 86
21 147 69
107 113 96
93 126 74
47 72 67
95 107 86
80 135 34
11 74 87
7 122 68
7 117 54
6 82 2
49 74 49
34 75 92
17 103 43
19 40 94
18 146 68
45 68 81
64 102 16
17 29 23
44 102 89
25 114 97
32 146 34
1 20 98
65 67 90
1 126 46
44 47 47
9 75 75
99 138 50
10 18 51
11 136 67
17 81 98
40 108 80
5 83 78
132 141 1
44 65 42
15 49 86
99 113 96
8 15 24
8 63 51
57 80 97
30 149 87
76 135 28
31 81 91
102 129 13
121 139 4
70 98 28
0 52 61
84 109 3
17 116 14
21 40 3
47 78 68
24 39 27
27 49 4
87 102 58
19 101 76
