1212 50
45 34 50
45 32 18
32 0 61
45 36 26
32 9 59
0 12 39
36 43 36
32 19 39
9 18 11
18 3 68
3 27 87
9 46 31
3 6 100
32 8 9
18 35 43
46 11 21
45 24 97
27 29 11
35 1 36
32 47 74
34 31 18
8 44 4
11 41 89
3 5 12
35 22 92
31 14 37
45 20 21
44 37 63
12 13 17
9 10 23
14 39 55
11 21 10
29 38 40
38 33 7
34 23 23
24 15 21
31 4 24
44 48 73
8 49 93
33 30 16
0 16 24
19 28 4
29 7 77
24 17 35
16 42 43
18 40 62
27 2 100
49 26 97
35 25 100
34 36 72
9 16 37
15 42 55
27 39 31
11 30 68
27 36 70
28 33 41
29 36 95
11 42 24
16 30 21
2 6 50
22 49 80
7 42 96
36 46 42
23 45 38
22 46 38
25 39 65
1 11 98
14 37 49
32 37 57
19 29 60
7 32 17
19 23 45
2 19 62
5 44 34
20 47 99
16 35 37
5 35 44
29 31 56
14 16 81
32 48 54
14 32 34
6 47 7
2 29 61
42 48 52
4 8 51
6 33 59
11 37 88
21 33 86
6 45 37
15 49 30
31 45 91
10 18 84
5 49 42
29 35 25
11 49 94
21 40 59
37 49 24
6 37 24
2 16 78
0 1 21
13 32 80
36 47 82
21 49 22
0 23 44
32 35 32
7 46 44
24 35 47
15 37 24
25 48 76
2 49 64
1 47 6
13 44 18
9 33 56
6 9 37
38 43 56
1 8 95
13 47 87
33 41 41
24 29 84
11 48 83
0 48 66
9 20 85
43 46 10
5 28 25
17 46 77
36 44 100
11 23 64
3 17 13
3 37 37
36 38 40
29 44 21
1 46 48
7 15 87
6 34 100
24 36 79
20 25 34
9 23 5
25 29 85
27 34 22
5 36 78
12 30 19
8 35 71
8 24 54
40 44 51
20 49 41
19 20 84
10 17 93
4 41 66
16 36 100
5 15 69
5 33 56
33 44 35
10 49 58
6 46 91
9 12 20
0 29 76
4 44 48
0 33 85
14 48 67
0 10 60
15 44 15
38 42 93
0 18 68
12 44 57
22 40 57
16 49 67
31 37 83
17 44 48
1 23 13
27 45 74
4 11 19
6 40 18
4 6 67
3 36 52
14 26 27
5 34 80
5 10 36
42 47 29
1 32 97
7 25 100
24 34 14
15 16 23
5 20 0
5 41 57
37 39 84
2 40 24
40 46 38
41 42 53
30 41 69
