31187 500
55 378 74
378 375 96
55 277 18
378 331 54
331 437 75
375 61 41
378 485 73
485 101 21
437 230 8
55 366 74
230 53 16
375 15 94
378 89 37
331 305 46
305 449 63
230 279 28
55 233 82
277 14 70
15 33 8
437 135 46
33 196 83
14 367 4
89 364 50
196 270 1
331 494 16
366 84 30
230 415 23
331 264 48
84 472 8
33 285 66
279 47 91
61 467 20
61 169 86
230 144 1
135 220 16
449 39 5
277 108 62
375 382 55
108 71 68
47 394 42
47 128 80
108 337 16
449 369 89
144 450 72
472 168 89
366 465 21
285 151 39
450 204 49
168 390 75
382 145 53
33 12 51
230 256 56
337 189 74
144 154 2
485 318 37
450 238 70
467 340 81
378 132 80
270 356 45
394 490 18
467 214 97
449 37 53
55 353 56
12 19 35
84 123 15
135 428 90
494 399 1
135 327 92
214 225 60
169 275 93
394 98 47
375 343 82
256 317 80
318 29 42
364 11 21
135 373 23
450 117 21
154 244 71
390 435 71
337 20 62
369 374 50
467 159 75
84 377 36
356 496 40
382 384 90
20 158 69
233 332 49
279 197 63
84 360 35
15 431 74
390 354 89
238 300 11
340 276 62
450 91 62
168 109 20
384 87 79
276 325 21
390 419 43
132 31 23
465 420 97
101 24 24
394 251 28
169 352 38
354 217 12
366 288 41
270 143 7
399 190 95
276 208 60
132 177 54
364 236 11
340 292 75
225 161 90
435 51 48
204 58 8
300 362 4
123 106 50
437 22 85
415 410 82
354 227 77
106 499 80
364 265 55
84 483 5
390 368 12
154 35 96
419 295 58
276 282 42
189 463 37
11 492 29
225 27 16
264 54 16
366 226 12
84 397 67
384 357 37
362 203 26
169 376 57
390 314 53
314 187 99
22 398 33
11 289 26
55 49 88
159 254 52
101 412 57
288 215 44
496 291 79
288 212 27
27 272 75
437 79 14
27 198 53
29 338 96
161 401 45
394 152 81
159 170 66
190 64 79
19 140 98
384 255 89
428 114 52
265 315 47
151 213 34
291 319 87
277 180 59
364 160 82
51 296 84
198 105 66
159 102 16
230 402 13
376 2 31
377 66 5
364 389 62
204 348 47
37 304 57
485 302 78
79 188 81
117 371 5
399 491 99
353 116 46
190 310 0
49 120 62
215 130 55
255 253 27
55 93 21
58 192 20
114 326 17
66 365 54
170 124 55
208 380 60
114 57 32
230 178 48
225 127 81
384 30 76
132 129 40
128 457 10
143 495 46
47 320 24
277 392 13
123 479 88
288 316 88
369 358 68
47 486 72
331 104 43
30 293 71
318 209 52
254 103 30
169 297 57
135 73 55
373 6 59
296 153 6
384 324 73
338 433 0
272 92 75
11 487 13
104 349 41
435 246 33
128 82 54
190 423 44
145 146 29
486 60 29
102 23 91
317 70 96
159 476 93
196 268 59
20 250 12
143 119 19
255 266 22
356 290 9
128 493 88
220 432 56
437 75 93
197 17 69
449 385 20
338 478 37
305 166 61
19 216 43
180 309 45
92 346 74
367 8 41
61 107 90
226 436 35
19 451 17
84 162 3
22 72 4
492 416 43
177 121 5
492 224 92
390 278 8
130 43 37
357 311 85
79 379 87
326 171 16
365 126 39
49 286 70
276 341 87
73 287 96
256 312 56
254 280 57
43 489 20
315 421 89
208 462 4
91 372 63
213 242 10
204 206 30
227 303 36
421 426 19
288 122 41
70 448 21
428 202 39
60 118 32
421 67 34
73 446 34
365 345 80
326 147 56
314 259 71
75 205 46
72 83 69
24 40 98
82 156 94
374 456 25
420 405 2
160 477 58
369 411 94
485 134 35
188 464 89
154 363 93
51 459 12
343 260 24
29 148 66
338 115 13
162 50 42
356 403 35
420 395 17
357 406 87
54 334 64
51 424 44
297 243 77
341 155 19
246 460 26
324 218 45
278 191 7
353 404 37
495 347 15
300 407 75
91 313 52
198 174 68
174 175 94
389 454 9
166 172 87
218 36 71
36 294 29
285 333 16
395 186 10
73 480 60
295 258 50
236 62 26
151 46 39
343 34 85
123 400 15
116 21 96
397 359 41
310 350 0
171 52 48
352 442 72
450 184 34
406 322 15
259 241 13
82 137 18
159 63 70
494 85 18
61 447 84
499 211 1
437 78 39
492 453 62
287 249 56
371 261 86
314 81 73
325 150 86
214 235 79
421 466 94
51 125 44
451 141 91
39 387 95
325 234 6
359 281 90
346 111 0
128 90 63
147 149 68
125 443 76
81 468 0
317 417 48
91 176 88
37 430 30
34 370 16
61 418 74
370 414 83
392 269 54
115 245 47
189 307 83
251 4 51
53 473 66
358 41 94
380 409 32
226 257 92
418 183 0
141 193 4
212 498 35
33 45 36
242 299 98
454 444 65
202 267 65
150 388 63
315 422 36
426 200 29
27 434 77
134 164 82
293 475 95
422 48 70
277 26 37
105 271 87
280 229 16
101 112 46
382 228 53
462 458 86
400 329 68
435 201 46
245 381 88
499 28 99
189 185 22
431 179 33
137 274 77
272 342 97
293 3 98
