278066 750
114 690 99
690 97 24
690 618 43
97 124 38
690 88 26
618 311 25
311 684 47
684 116 30
684 351 86
684 182 38
97 194 88
116 64 88
88 489 9
88 547 46
182 279 55
116 207 5
684 32 98
64 110 84
690 710 54
311 586 9
690 14 88
124 277 49
690 534 98
710 327 9
311 276 87
97 140 67
207 653 37
124 60 40
14 378 97
710 252 47
14 42 93
690 656 7
140 333 25
327 501 92
60 665 31
42 118 5
140 337 30
64 659 59
277 191 97
586 399 28
277 242 29
659 398 69
710 651 59
14 150 67
311 188 36
618 407 39
501 502 50
97 132 95
116 139 16
710 661 65
88 353 48
191 536 64
353 495 23
586 703 12
114 705 37
651 310 72
656 609 20
207 735 67
182 617 98
333 205 73
653 507 44
132 405 70
279 689 58
399 44 83
44 607 61
124 172 21
689 231 52
191 720 99
42 291 37
231 453 35
42 468 63
124 258 83
291 745 75
88 349 1
116 638 94
150 66 88
609 98 70
399 257 96
32 255 79
507 144 37
124 151 95
88 286 13
182 210 67
653 636 40
207 436 5
607 306 70
255 6 81
609 432 16
258 193 34
502 435 85
291 226 43
489 243 5
665 732 12
276 565 44
656 361 83
436 295 77
188 425 67
432 112 65
507 69 10
279 465 10
547 259 40
114 500 33
112 681 68
205 111 73
435 167 47
205 596 34
259 126 71
690 517 7
191 61 24
32 186 35
547 275 14
333 334 43
407 624 59
139 128 86
378 268 99
207 355 25
139 518 64
661 238 100
193 437 19
97 363 94
405 529 15
97 224 22
295 629 20
111 470 51
172 305 75
502 393 35
311 215 26
66 368 86
565 79 62
111 668 12
565 558 77
502 666 25
257 533 64
624 28 15
495 38 28
609 467 43
258 386 96
393 728 57
61 424 33
661 281 14
689 374 95
732 256 95
242 644 6
425 63 21
79 544 44
624 742 86
98 423 89
374 347 19
489 24 79
144 45 0
116 72 93
207 628 52
291 344 14
275 567 55
368 579 35
432 408 69
224 676 30
534 730 5
45 113 96
378 548 2
231 631 84
609 493 42
618 613 20
116 417 48
311 94 98
281 81 36
191 461 73
210 50 90
110 460 75
337 157 74
344 31 93
690 329 11
64 201 22
347 234 24
132 737 62
132 410 24
465 203 70
638 682 42
355 325 48
500 47 94
116 236 80
329 691 50
745 708 15
226 725 6
144 245 86
629 223 84
255 699 81
203 561 62
676 736 36
311 563 8
257 709 42
653 603 75
517 515 42
596 615 65
586 673 43
66 642 33
460 727 78
306 419 4
351 264 78
417 427 21
628 722 57
124 498 62
405 185 21
63 715 17
615 520 3
259 639 68
186 115 95
347 100 85
238 698 60
425 260 81
128 385 0
327 542 3
132 677 48
427 545 20
124 521 8
110 466 87
238 714 90
355 463 23
194 450 87
703 630 74
291 141 94
630 29 49
223 229 95
337 249 8
709 357 56
466 121 64
6 397 91
644 634 33
468 528 1
112 387 58
727 59 95
561 734 60
234 490 73
563 16 34
226 535 92
493 5 70
715 487 72
736 514 20
264 309 8
668 35 61
61 160 53
14 556 56
38 101 97
465 22 21
229 721 8
628 446 49
275 622 79
536 73 10
528 137 68
586 411 15
468 330 78
245 539 34
245 155 74
264 738 35
28 183 33
563 589 31
35 516 30
518 403 34
215 416 61
397 447 78
468 482 14
501 373 42
501 552 70
613 82 75
411 391 3
656 105 53
656 623 61
88 83 25
453 20 12
419 367 63
363 135 31
624 220 34
547 649 90
536 67 60
291 221 5
182 568 49
642 464 36
264 401 18
309 173 15
644 577 44
467 176 81
264 354 63
66 364 36
689 199 15
734 749 56
618 431 93
745 531 14
665 165 62
401 204 77
498 641 12
309 438 85
649 269 85
738 120 75
264 582 37
100 633 49
361 619 55
82 346 75
60 376 84
545 488 20
628 304 63
144 143 3
47 202 8
565 497 21
144 485 21
393 179 1
185 102 69
224 8 43
715 433 33
139 652 16
172 519 25
424 718 85
424 420 94
728 614 22
120 26 59
629 430 79
727 168 38
210 318 80
617 365 94
430 227 45
730 679 94
410 253 34
234 422 26
423 392 77
749 559 6
642 216 27
101 688 77
137 499 33
649 413 7
422 52 44
507 271 1
387 250 90
243 390 16
682 316 9
613 711 84
245 492 10
419 379 6
725 594 86
722 192 4
44 108 20
108 712 43
5 494 15
250 671 42
617 13 37
705 462 26
617 254 57
79 635 29
112 418 40
698 587 99
568 119 30
488 412 12
97 686 90
337 506 54
363 40 62
586 332 65
720 174 72
144 706 19
677 400 84
347 138 7
688 650 99
203 10 82
659 402 49
365 297 42
157 444 91
446 479 50
676 7 21
94 704 82
268 451 33
277 248 5
519 406 40
279 154 96
559 546 82
35 733 89
447 292 18
638 338 85
116 125 39
644 104 69
155 513 31
704 612 24
79 483 77
735 93 37
528 280 40
386 701 8
364 448 23
499 366 73
210 272 96
515 595 10
699 296 3
304 233 45
624 643 52
425 319 74
412 328 84
666 136 72
631 53 36
172 55 84
224 694 37
53 15 70
531 41 98
182 426 100
641 78 38
482 0 67
344 222 15
202 170 2
641 251 59
636 17 21
226 480 6
386 648 84
73 458 55
708 320 100
596 669 28
257 313 4
413 674 15
422 317 15
679 553 49
173 625 22
140 740 94
561 4 22
202 225 71
126 298 30
565 590 30
436 27 69
650 537 72
100 663 4
193 54 89
210 181 91
673 486 68
663 646 7
320 538 1
35 267 27
112 1 21
594 604 87
5 741 94
422 18 61
254 637 96
27 300 65
337 601 11
88 213 78
66 282 30
349 284 78
722 358 42
385 107 7
136 180 9
174 62 99
419 91 18
93 342 27
126 86 100
260 263 47
319 449 85
513 375 42
318 717 22
691 474 99
614 610 8
81 685 51
539 597 92
144 592 10
468 478 60
737 283 57
44 382 20
607 415 99
220 77 90
720 293 15
253 21 22
291 572 67
284 9 23
393 370 77
104 443 70
220 149 48
260 575 61
401 131 12
495 746 77
418 352 26
536 569 13
703 57 49
305 162 16
325 218 13
0 578 69
464 626 71
407 508 10
210 49 33
597 512 6
521 434 44
183 321 54
444 331 38
319 695 21
69 620 14
569 584 11
651 484 27
596 421 44
629 723 27
135 414 59
101 345 20
623 683 97
257 600 97
411 442 86
590 163 78
478 371 79
57 12 8
94 290 34
398 39 62
243 491 59
346 43 19
618 314 44
478 147 3
63 526 90
139 153 58
271 657 13
40 195 32
688 80 20
181 394 51
277 404 32
595 696 66
6 739 59
172 632 71
405 744 35
619 647 72
462 477 82
157 130 0
507 348 56
327 473 53
176 570 87
282 326 25
529 122 29
526 471 99
337 341 84
334 384 47
186 33 40
406 235 97
485 585 13
256 129 34
256 74 85
460 228 18
567 240 96
698 89 51
423 550 30
254 278 11
679 560 92
112 580 14
463 627 89
500 2 96
69 496 94
482 441 77
10 605 93
410 209 40
479 189 77
100 288 95
442 99 62
699 65 33
708 731 41
130 244 54
147 611 89
533 583 10
29 335 94
742 87 23
332 700 44
538 510 76
653 608 89
620 301 1
296 532 72
499 551 53
532 58 56
111 25 31
421 232 27
374 246 17
441 640 97
88 336 63
269 457 63
385 540 89
568 323 0
272 46 55
385 716 85
493 509 17
