15562 250
175 187 10
175 143 2
187 244 22
244 245 91
244 36 34
245 92 47
245 90 30
187 138 42
138 91 21
244 247 15
244 133 28
92 112 61
133 235 75
244 197 94
90 181 1
133 189 59
92 174 20
187 76 49
247 184 33
181 192 84
244 236 78
181 238 18
184 21 36
36 10 53
36 206 3
197 0 50
10 215 6
236 126 46
206 155 54
76 62 8
181 125 13
112 104 17
138 200 50
181 136 61
125 23 10
215 165 81
175 67 97
189 83 63
155 8 26
67 101 17
90 99 5
197 14 61
90 157 45
138 18 64
67 194 63
247 131 56
200 156 87
136 164 40
136 147 91
189 39 4
175 122 42
62 144 6
156 193 87
104 17 66
193 185 35
131 210 13
181 152 40
147 25 9
92 127 60
193 20 74
184 145 55
152 59 67
175 243 39
14 34 18
152 134 24
0 98 38
98 159 45
14 148 44
200 54 92
174 218 55
18 81 96
165 170 40
247 237 59
122 77 4
237 231 89
104 162 32
34 56 94
244 95 36
122 161 46
181 171 1
152 199 21
101 58 68
99 41 73
23 198 39
18 142 38
210 204 50
185 113 50
34 132 51
157 50 10
138 110 21
199 179 15
131 158 11
165 220 30
148 160 45
138 188 57
192 55 22
148 94 47
165 118 58
220 202 43
236 137 82
98 219 92
134 213 89
95 232 85
0 130 91
94 3 10
110 229 1
157 49 59
104 241 52
118 123 35
110 37 79
200 191 92
162 140 75
241 177 83
165 246 45
179 16 29
246 106 45
20 153 72
122 38 33
144 13 22
77 228 44
134 146 64
188 178 10
246 78 82
41 86 89
210 19 44
39 74 72
244 63 17
127 70 69
238 209 27
179 225 95
77 196 86
144 150 56
20 214 30
98 82 10
178 69 70
177 24 97
56 60 65
209 80 60
82 233 24
130 40 86
145 129 34
41 88 48
40 163 47
199 44 57
130 97 36
82 26 95
144 53 9
245 121 97
213 167 5
39 203 47
23 22 73
219 6 80
143 29 99
184 1 92
88 7 39
24 205 83
0 172 90
198 151 91
97 176 83
59 102 44
67 212 69
143 73 83
145 66 54
97 96 41
233 190 7
148 226 35
196 33 37
122 201 2
54 135 47
228 27 95
104 12 80
192 87 93
200 248 34
26 222 69
202 230 41
140 227 76
19 111 2
210 217 48
187 186 76
22 11 4
95 71 96
163 32 45
197 115 97
83 223 24
102 108 83
37 68 41
190 242 62
63 28 47
63 239 93
21 208 18
175 72 70
37 75 64
98 89 33
203 139 80
215 124 44
24 9 66
175 207 24
17 51 42
176 100 10
91 195 4
163 4 68
187 93 74
130 166 80
151 114 20
177 15 55
136 107 3
96 30 0
11 154 12
246 31 72
50 5 44
193 141 27
190 182 17
160 119 16
1 2 25
163 211 8
238 85 16
210 47 24
44 84 84
15 128 40
114 240 48
214 79 55
207 180 19
77 43 35
78 116 46
49 120 61
17 35 5
1 183 26
180 149 63
172 103 23
246 249 44
165 61 50
223 221 71
219 48 9
106 173 22
0 64 35
223 46 68
74 45 57
151 168 74
179 105 57
98 224 18
205 57 81
96 234 57
162 42 23
238 52 56
31 65 55
19 117 5
97 169 9
175 216 4
13 109 9
42 86 50
51 209 38
0 139 31
107 163 48
57 129 46
106 224 94
13 246 78
130 159 42
148 248 2
70 80 64
117 188 77
126 191 22
28 117 2
60 150 3
69 77 74
27 29 88
63 146 22
98 171 14
212 249 42
19 157 90
77 212 80
31 37 25
81 160 57
156 239 25
52 126 80
38 70 39
149 151 41
134 135 0
77 231 83
29 70 3
48 169 23
10 229 51
28 155 42
19 158 10
86 195 4
8 27 9
24 111 68
22 140 64
34 206 55
49 247 58
170 190 55
145 185 61
75 236 55
31 228 100
11 28 94
103 168 42
38 40 4
220 232 31
71 196 78
197 243 77
150 186 61
231 241 50
20 115 97
7 67 50
32 120 20
20 61 3
58 151 92
15 94 73
25 185 30
110 203 78
163 197 63
9 166 35
18 236 66
104 225 34
159 239 64
158 235 14
48 140 41
125 243 17
37 241 55
57 193 44
118 192 50
19 136 43
176 191 10
167 240 26
158 227 76
19 209 40
155 238 93
198 215 27
115 159 31
94 234 65
15 168 1
93 220 7
52 186 13
123 127 64
61 233 56
146 162 63
111 196 52
98 206 95
0 22 18
133 215 96
157 182 71
32 149 76
60 126 94
25 125 92
67 119 74
19 45 26
29 219 1
73 90 86
25 55 89
36 144 32
174 249 11
32 105 5
56 166 50
40 64 6
39 65 14
174 224 60
83 155 23
170 185 29
14 230 22
6 214 65
29 83 50
76 154 43
52 73 14
29 74 45
75 212 74
8 117 81
9 248 11
38 202 81
22 34 72
107 143 93
45 173 62
3 230 22
34 149 1
138 240 50
122 148 40
37 138 70
34 133 76
118 198 31
123 190 27
165 179 77
75 235 48
184 186 81
7 180 22
145 162 52
42 108 59
83 237 73
138 167 80
124 138 72
27 149 78
8 206 87
59 130 43
15 210 83
57 110 68
113 211 43
