1212 50
49 1 81
49 45 46
1 39 85
45 43 7
39 28 65
45 20 95
49 11 35
1 26 73
43 40 75
28 24 43
39 30 33
28 27 61
49 38 81
27 10 27
24 15 84
45 37 87
39 14 94
26 47 93
20 21 64
47 17 76
27 22 70
49 18 49
38 33 36
10 44 31
44 3 60
21 12 12
38 7 87
33 0 4
7 46 15
49 13 24
7 2 89
40 19 3
13 36 77
3 34 83
38 9 82
14 35 75
40 41 54
22 8 94
7 42 100
34 29 67
0 25 70
46 4 74
22 5 85
4 31 94
30 48 26
1 23 36
19 16 69
12 32 98
21 6 77
34 45 1
41 45 37
31 44 34
13 17 17
5 37 71
0 9 98
34 40 17
0 47 50
13 45 25
42 44 41
10 30 95
12 47 88
3 25 70
15 48 51
39 44 25
12 48 84
0 35 43
2 10 77
21 35 53
14 49 13
45 46 24
27 31 91
2 45 55
3 5 8
8 43 26
17 28 23
21 23 44
6 39 4
0 45 43
3 45 15
5 20 84
37 47 36
5 26 98
10 20 32
19 41 59
29 39 26
0 40 46
18 40 82
0 42 72
19 42 6
5 31 46
19 26 15
26 45 42
26 36 3
15 21 100
20 43 70
24 43 63
25 33 41
9 33 5
20 38 68
32 37 3
3 22 79
18 26 77
17 31 26
1 40 61
14 18 76
39 45 56
16 29 70
9 24 39
1 38 8
25 49 45
11 48 65
2 29 32
2 40 71
15 26 100
0 11 8
5 9 54
7 17 1
4 9 95
0 27 19
15 28 18
28 30 54
22 46 59
5 23 17
27 44 80
12 49 92
0 26 36
18 25 4
12 30 67
17 38 31
38 47 34
15 30 26
9 43 23
0 28 30
1 35 62
0 4 29
23 48 54
2 21 3
3 49 7
7 11 9
17 20 96
10 11 3
21 43 69
19 27 70
1 10 39
28 31 14
0 24 60
5 33 87
8 19 60
28 42 80
29 32 11
7 40 47
1 42 35
17 32 72
1 47 53
19 24 16
15 35 16
1 9 9
48 49 28
19 45 47
21 24 6
9 30 82
34 46 79
15 22 42
2 11 27
27 43 80
8 36 27
31 35 43
6 38 49
1 34 0
16 20 86
27 39 86
0 18 85
18 32 74
34 48 31
25 42 11
37 44 93
4 13 26
3 14 54
2 13 15
9 36 48
8 14 21
18 46 98
11 42 5
1 6 82
6 19 23
16 36 14
16 23 67
30 43 32
7 22 9
24 47 97
9 34 46
