31187 500
493 42 58
42 4 35
42 151 33
493 323 62
493 487 32
4 469 27
493 379 19
469 237 27
323 271 13
271 75 56
493 115 39
379 0 83
469 182 69
323 228 69
42 429 21
115 210 94
323 148 29
379 44 63
44 491 48
210 212 30
228 406 90
493 292 44
487 202 52
210 134 9
42 327 55
202 384 84
212 482 6
487 313 24
323 166 4
42 132 89
134 466 13
210 25 38
212 261 60
384 335 93
313 495 92
323 186 91
292 421 51
292 459 68
212 63 22
261 443 14
379 200 69
42 289 97
186 16 39
487 359 34
495 185 21
44 479 87
487 344 56
148 121 26
228 305 16
491 330 92
487 356 30
0 488 37
63 214 86
356 79 14
459 192 38
0 440 55
356 226 99
202 12 29
487 340 13
482 454 38
379 82 28
75 177 94
134 408 2
151 144 9
134 183 73
335 229 100
144 401 23
121 123 28
121 492 22
340 483 63
25 404 70
429 109 71
487 222 20
429 8 22
177 154 83
44 136 87
313 45 62
482 35 27
212 453 40
202 190 64
192 319 99
261 364 70
229 163 74
79 282 21
384 145 67
404 474 18
183 162 64
177 110 63
487 452 42
136 198 98
4 405 77
110 70 45
123 80 7
163 118 35
344 254 10
123 349 71
185 96 48
359 17 28
12 403 73
186 65 85
323 27 93
401 462 99
335 383 36
483 107 47
185 407 36
401 71 70
144 343 3
200 400 82
469 276 60
132 439 50
132 135 52
400 370 9
35 270 98
327 55 92
27 485 78
405 348 35
82 389 53
182 339 6
42 47 56
348 460 16
12 246 65
384 486 17
271 441 3
330 284 80
96 31 16
462 353 83
254 61 0
162 1 22
109 410 4
8 328 87
132 380 4
8 113 70
144 188 79
364 350 5
380 175 65
25 147 61
200 318 50
185 430 66
353 417 82
483 387 28
417 62 74
359 346 73
123 203 47
493 248 77
380 235 94
147 444 71
483 257 77
346 37 26
430 169 79
405 32 96
330 341 29
107 245 81
113 19 25
214 195 96
492 116 44
214 392 97
195 312 61
466 130 38
222 288 24
482 83 11
31 307 14
349 29 28
61 171 70
110 227 67
12 461 79
276 399 69
163 120 38
183 321 71
344 331 73
307 48 1
154 181 57
48 251 32
17 68 40
421 315 73
210 286 40
485 358 36
328 46 62
430 103 20
479 293 99
63 306 67
452 161 60
443 390 62
96 213 14
486 320 82
410 447 27
82 100 51
132 375 61
186 463 94
254 427 83
460 49 41
404 119 7
42 141 2
190 164 21
49 394 95
181 22 81
452 21 91
417 391 50
305 297 54
271 455 22
407 396 51
491 179 66
485 255 86
44 438 37
16 56 80
391 242 100
284 308 47
417 365 48
392 64 49
49 426 78
49 142 70
228 6 20
426 268 58
27 88 7
344 273 16
462 69 8
200 131 15
182 232 75
192 301 26
161 201 4
430 209 19
365 207 14
400 458 96
169 367 60
83 385 85
399 471 31
308 156 1
289 481 81
35 325 79
210 419 14
254 258 51
12 263 20
229 225 7
110 266 60
325 36 77
466 218 35
427 357 77
182 436 31
161 326 49
171 422 70
227 291 34
323 324 98
459 428 41
65 58 6
495 423 10
493 373 79
349 435 55
466 105 50
64 138 96
142 329 59
379 294 27
346 215 18
268 285 77
307 221 16
357 445 41
175 352 38
120 41 70
403 414 29
379 224 32
390 259 77
134 126 8
356 332 35
306 351 22
118 244 58
134 9 46
297 97 8
244 437 92
389 91 57
45 114 11
430 208 17
364 424 4
63 337 71
459 23 35
215 260 14
365 496 31
424 281 99
6 472 19
83 3 96
301 434 71
182 76 33
1 433 97
455 322 80
6 338 51
312 363 33
482 238 55
440 381 40
466 236 36
408 178 35
96 275 91
357 174 100
327 33 82
190 278 3
105 40 7
331 450 70
130 374 35
444 15 62
32 196 55
82 189 67
258 10 73
235 362 95
282 489 71
417 84 22
236 127 28
327 14 24
27 140 17
453 494 25
71 415 97
127 60 28
164 272 25
258 95 5
235 2 97
45 38 34
471 117 86
166 413 84
430 473 80
236 160 47
236 85 7
27 416 36
58 43 22
313 354 30
192 28 88
175 397 6
212 106 92
121 393 11
255 223 14
245 425 57
392 66 62
23 449 79
70 252 58
229 243 65
358 92 55
350 377 65
25 128 58
357 267 80
313 146 41
169 193 83
387 67 67
68 77 65
0 283 48
430 111 98
449 206 2
291 298 33
337 442 17
96 334 35
312 420 19
291 133 63
328 101 26
390 368 66
272 52 64
338 165 43
174 86 10
339 57 0
284 376 96
403 468 88
383 317 77
118 296 14
374 199 44
203 191 88
440 220 74
390 386 79
183 51 74
469 216 47
207 490 56
186 477 62
270 158 9
270 333 44
285 311 90
115 11 33
160 432 98
201 125 87
44 360 79
297 217 32
158 369 9
6 295 91
146 53 21
337 274 42
403 157 81
141 355 80
36 361 53
343 24 57
223 378 69
259 152 58
193 5 10
186 173 96
169 240 49
422 269 22
305 18 98
494 411 77
42 233 93
455 448 75
48 302 81
177 167 84
132 187 98
71 72 48
442 150 57
165 300 35
244 279 37
340 124 68
165 143 1
288 194 32
259 54 20
483 418 82
29 93 85
10 87 15
251 310 93
257 342 11
202 316 48
441 287 59
215 211 91
367 99 87
413 498 71
442 395 87
452 412 1
237 303 67
37 347 22
453 168 64
355 304 40
27 155 56
85 205 0
493 409 76
461 108 86
152 20 42
257 256 97
368 184 77
147 478 59
256 456 43
317 98 78
389 7 87
401 467 64
317 26 3
450 249 92
28 129 60
380 78 38
319 74 3
428 388 44
358 204 46
123 89 35
225 431 78
148 230 72
285 402 28
72 446 98
54 372 51
458 34 83
304 290 20
233 159 95
130 475 34
447 149 32
148 137 100
159 451 65
146 250 18
463 176 28
288 345 42
477 170 7
22 247 84
135 366 97
111 39 44
66 153 55
67 309 52
422 172 94
334 371 5
189 253 26
78 497 84
319 139 86
416 264 78
97 102 83
193 30 15
97 464 66
226 122 50
250 277 80
87 398 20
443 73 57
388 480 55
311 457 14
399 239 26
97 382 51
258 465 57
54 314 36
72 299 15
272 59 8
223 81 57
460 112 84
44 241 64
169 219 77
193 265 34
181 50 41
59 476 1
314 197 76
422 13 19
482 499 68
450 470 84
270 90 66
102 262 13
293 234 39
222 94 100
452 231 86
305 336 59
122 180 91
481 484 77
350 104 26
247 280 69
293 312 51
153 246 93
364 386 57
207 425 20
223 494 59
53 331 81
8 304 6
110 430 75
199 313 46
32 165 24
126 176 67
72 207 63
129 169 87
282 373 15
68 84 56
212 436 100
4 448 6
255 268 76
50 79 11
252 331 59
63 131 51
53 493 13
152 308 67
112 254 43
141 273 16
15 476 35
455 463 61
61 202 35
245 362 44
155 307 73
211 461 51
127 427 18
320 419 98
315 471 39
130 263 19
129 305 74
46 142 74
164 400 32
461 464 58
282 284 8
85 459 49
398 438 98
382 462 78
271 380 83
231 432 74
246 375 2
288 482 3
74 88 96
85 125 38
299 417 21
31 304 52
98 115 43
310 384 98
290 465 36
11 391 13
18 377 64
217 348 32
227 327 18
232 455 41
208 232 22
452 497 41
87 147 62
73 250 37
190 313 38
160 329 88
63 171 95
96 411 14
287 326 89
357 371 94
301 389 34
166 473 100
149 232 12
27 30 46
149 455 5
15 134 20
115 243 3
280 445 35
148 279 0
42 457 69
27 59 74
58 272 16
29 263 75
230 293 18
258 412 46
458 479 10
5 196 98
114 407 78
160 340 55
140 300 53
275 401 6
127 276 91
268 386 99
77 489 8
33 143 61
13 454 89
102 327 11
219 263 99
258 370 76
122 128 88
72 138 33
356 471 60
105 319 66
83 451 55
68 302 11
32 420 30
298 468 18
130 365 28
19 38 84
435 492 66
332 400 84
64 303 41
181 443 2
279 346 77
55 289 78
106 210 8
210 220 82
325 380 40
87 225 63
159 234 58
354 382 58
25 441 46
47 258 41
217 229 86
353 400 51
170 186 34
167 468 35
64 104 31
129 264 19
444 485 18
122 403 54
300 301 75
412 498 66
327 435 98
14 216 86
319 342 75
192 229 32
271 402 5
294 411 10
366 369 9
88 297 94
285 474 63
208 425 94
124 235 19
29 232 73
24 402 81
176 441 3
241 464 76
201 356 21
325 387 75
400 430 66
129 303 53
439 479 51
244 299 3
140 150 65
35 400 3
310 366 32
2 426 78
99 289 62
163 188 82
426 462 37
170 319 19
204 478 74
49 262 71
21 477 50
160 282 21
154 352 67
337 409 13
31 263 79
163 187 96
244 445 46
13 352 46
177 184 4
239 321 70
185 187 14
22 278 13
295 369 97
86 108 91
61 475 15
316 398 48
114 180 54
285 370 69
33 106 38
128 333 15
190 443 17
164 274 11
27 357 90
45 428 48
440 451 78
235 336 76
222 434 14
227 497 24
166 304 77
308 380 4
202 223 73
123 473 70
335 388 78
139 312 0
48 79 66
21 83 92
77 417 76
168 174 25
41 166 32
217 442 100
132 385 43
272 356 77
189 243 37
63 383 2
130 207 90
76 306 100
11 262 26
196 305 31
199 247 59
152 473 41
317 391 78
102 403 67
207 341 25
431 437 44
434 451 13
120 470 83
302 329 75
383 419 73
109 420 36
69 101 17
0 46 50
69 285 36
117 447 67
57 452 82
208 292 11
349 430 37
48 371 35
187 444 40
135 344 53
64 127 47
130 255 95
229 299 6
114 345 49
19 183 83
1 266 7
10 110 43
18 255 30
217 303 8
109 188 15
219 337 50
202 364 89
119 419 82
270 370 90
82 101 86
165 213 41
271 292 38
76 307 56
295 359 89
52 477 93
345 498 7
158 248 11
389 404 38
16 267 5
73 215 30
67 487 67
35 58 42
28 371 0
411 435 29
127 284 65
226 386 42
13 193 9
166 488 80
273 496 9
130 204 28
120 184 80
151 365 78
149 320 94
59 201 22
219 414 5
4 115 38
262 461 67
278 398 91
16 120 6
206 211 58
172 302 53
103 307 39
120 290 73
153 411 13
87 175 66
0 353 62
337 445 13
117 128 25
107 185 48
24 210 51
348 407 0
27 271 61
41 417 52
14 80 25
164 209 84
300 327 72
36 43 78
287 404 33
19 332 68
205 476 36
70 406 0
247 450 85
211 347 30
149 412 5
244 322 11
26 470 84
11 427 16
145 499 73
51 179 77
59 430 99
99 180 38
335 367 67
381 471 23
15 274 99
44 121 24
215 420 31
122 370 29
44 72 94
12 350 23
146 298 97
41 270 28
160 278 98
147 176 44
138 480 65
74 384 32
60 197 28
72 464 38
233 332 30
69 282 37
76 353 29
254 405 22
224 290 89
385 459 29
41 357 93
66 156 45
142 246 9
3 394 44
71 127 21
252 481 31
176 427 52
248 314 100
273 288 40
39 212 99
117 189 81
134 158 82
179 470 46
333 495 91
