30813 250
227 242 51
242 77 26
227 104 29
227 94 56
227 74 21
242 163 1
227 135 100
77 145 40
74 234 16
242 170 84
242 18 40
170 237 34
234 61 53
170 225 45
104 180 95
234 13 62
77 106 55
104 112 12
104 2 90
77 199 75
242 246 21
2 228 63
104 183 85
170 51 25
242 123 27
77 149 35
135 155 89
74 116 10
116 95 81
234 119 61
18 121 93
183 207 15
149 240 98
145 6 37
116 58 25
77 46 61
183 120 74
18 64 42
64 159 23
18 148 2
228 109 7
207 209 77
237 194 51
180 165 34
149 196 37
106 130 85
227 147 64
228 182 85
148 125 76
163 9 35
242 161 10
2 31 54
104 211 91
109 102 7
74 146 51
61 56 18
121 232 33
196 164 69
149 193 96
207 133 75
147 40 3
9 236 19
56 55 74
116 63 19
94 152 38
246 200 37
109 57 9
133 8 6
58 88 2
8 97 70
55 89 29
119 5 34
246 107 61
104 172 37
199 14 99
40 85 31
207 103 73
104 90 58
196 131 2
107 192 91
40 93 43
46 191 76
148 174 43
196 110 5
164 168 92
174 137 24
236 111 63
161 241 71
77 141 99
137 34 44
93 36 76
168 47 29
182 92 5
119 136 44
5 67 22
207 229 30
194 138 58
93 25 74
131 178 45
209 127 98
193 212 12
56 132 58
85 205 14
64 187 78
131 79 39
47 208 15
123 114 57
132 0 69
227 181 65
61 101 67
63 117 48
183 108 17
46 167 39
137 91 37
174 235 91
232 162 72
146 249 33
55 222 68
237 175 11
102 113 67
46 3 41
183 29 91
135 179 82
232 7 73
29 143 22
110 41 99
235 154 30
89 28 3
91 220 54
174 185 67
95 59 22
147 224 82
92 71 40
170 115 91
108 33 41
138 26 63
181 244 25
136 84 93
26 87 60
199 23 85
172 177 14
244 4 11
112 30 45
132 44 96
14 16 58
178 156 45
154 216 100
109 96 41
222 160 60
241 12 2
164 32 32
7 140 4
2 11 33
88 201 0
193 134 73
187 176 70
229 75 10
131 218 83
132 210 79
209 38 70
6 35 60
58 78 70
145 243 3
187 223 9
93 128 66
218 213 47
135 248 57
159 83 7
40 166 54
130 76 92
232 27 30
240 198 99
149 105 74
6 188 7
97 70 25
248 66 11
224 233 12
146 98 31
33 22 42
30 238 88
130 43 49
67 230 39
47 203 89
192 215 17
75 139 30
64 69 17
223 24 5
248 231 75
30 19 15
75 60 1
154 124 17
75 206 19
5 20 55
154 15 43
51 21 58
127 226 50
196 184 7
161 81 68
174 49 44
149 190 77
232 54 73
60 42 43
28 48 51
206 82 1
28 239 7
179 53 19
91 144 76
131 186 52
239 72 100
106 17 52
32 195 70
226 158 1
170 10 90
40 204 4
44 86 84
67 217 72
163 68 84
240 80 85
92 157 39
225 39 68
204 122 34
224 151 20
7 197 48
228 1 86
41 169 21
198 150 71
81 214 79
148 50 38
151 245 99
188 247 81
235 73 91
58 142 31
2 173 76
39 126 24
89 129 52
64 37 0
81 45 21
53 189 44
29 62 54
168 219 69
137 153 13
56 99 10
196 118 15
236 202 37
37 65 85
13 52 80
84 221 25
36 100 38
206 171 97
98 218 92
149 200 75
198 230 17
162 238 28
77 243 10
5 21 49
13 86 23
43 135 2
29 48 1
128 130 94
112 156 7
132 183 34
44 223 39
51 123 91
100 197 19
5 7 48
201 238 99
78 97 5
105 206 69
36 40 1
75 90 69
112 226 71
38 148 66
2 47 25
143 203 10
23 149 89
95 185 41
60 70 28
168 224 47
109 125 82
105 136 8
19 41 69
27 136 13
13 63 29
41 213 28
92 119 59
5 187 75
77 101 73
141 177 27
187 220 41
88 237 65
139 165 39
75 145 50
134 201 81
104 229 81
196 239 98
105 236 29
42 231 28
49 208 29
23 236 82
92 172 32
14 120 21
58 229 31
18 104 91
144 184 16
16 249 91
41 91 50
226 244 53
186 188 92
16 127 42
94 230 70
102 121 25
166 190 80
84 98 53
185 196 62
20 131 78
60 154 36
72 177 67
177 205 8
37 72 82
70 145 41
115 174 40
109 224 57
129 140 88
113 152 18
82 132 98
25 205 59
111 209 78
161 221 21
40 145 40
147 184 46
103 228 6
125 131 88
5 171 67
137 163 93
85 185 13
166 245 72
167 216 67
120 233 0
52 243 98
30 205 0
200 208 61
185 232 33
202 229 31
83 145 0
149 166 21
209 228 65
131 189 63
48 117 4
27 197 55
31 146 79
46 133 89
86 174 74
5 85 18
137 183 76
144 205 99
35 190 81
80 209 33
60 145 76
107 185 58
70 75 28
3 92 49
99 173 68
151 187 77
34 139 12
65 239 80
6 61 0
185 203 100
72 198 32
18 45 5
2 207 66
57 209 41
0 130 77
114 208 91
58 153 80
80 144 46
11 82 88
40 151 85
117 174 50
140 228 83
20 222 27
40 193 97
0 57 41
56 135 4
10 14 27
5 93 87
82 201 82
111 198 31
159 209 92
28 177 48
181 193 76
80 146 27
63 219 23
45 211 25
11 203 71
127 245 75
33 177 43
33 239 32
138 183 93
48 60 16
74 169 50
134 207 23
64 145 32
62 122 26
55 221 96
77 173 67
29 207 3
7 97 22
76 231 10
78 196 79
76 176 89
46 65 40
103 123 49
23 40 56
1 91 48
111 162 89
199 219 30
128 134 92
18 232 20
107 193 6
134 154 24
16 209 13
72 80 94
28 155 3
59 161 57
69 181 24
123 163 41
140 190 14
222 223 99
123 140 94
142 155 59
107 165 44
179 229 86
155 180 50
220 233 89
12 205 26
27 153 68
183 220 69
17 242 81
25 196 98
144 210 82
17 152 41
25 89 89
139 179 86
12 40 33
124 207 74
128 229 42
140 151 25
44 220 69
101 180 54
35 162 16
34 157 44
54 144 38
49 229 6
70 227 78
96 190 85
40 130 70
32 94 76
216 247 56
92 180 98
41 100 8
43 87 50
63 133 61
160 206 22
60 158 20
15 34 30
107 163 17
151 155 61
28 147 39
70 214 7
9 219 29
18 136 51
11 20 90
58 179 79
39 160 21
73 101 56
239 240 86
127 166 0
44 136 84
173 177 38
16 230 8
168 185 12
32 125 64
137 149 28
111 195 79
134 217 50
156 239 37
35 48 6
105 133 40
52 175 6
69 174 57
104 156 30
77 181 74
47 209 77
61 220 74
26 64 52
179 200 55
65 154 53
87 101 1
46 199 28
86 154 63
106 171 0
169 181 39
163 190 51
45 124 61
38 83 15
173 211 45
175 249 93
66 128 85
79 149 13
21 47 57
138 148 56
197 221 88
116 128 10
137 209 1
3 196 63
17 142 16
24 44 47
2 103 2
100 170 90
159 170 98
83 125 39
39 153 89
69 132 29
150 240 9
62 227 80
132 156 57
34 98 61
90 139 44
73 80 61
84 186 3
138 142 51
61 229 72
41 64 87
212 230 60
125 185 79
1 179 65
34 76 17
125 195 6
97 129 54
57 175 62
11 161 85
119 227 42
240 243 8
34 177 21
184 234 33
115 232 10
90 161 43
129 171 70
96 219 98
229 243 66
101 126 6
149 169 39
29 247 10
1 227 57
46 170 26
189 241 88
153 211 86
36 76 42
125 231 85
17 141 25
158 220 8
31 239 6
82 148 25
3 232 21
169 215 89
29 31 11
116 199 67
117 131 85
46 235 32
41 68 69
152 176 24
132 208 59
17 97 8
66 183 68
85 249 3
32 217 38
26 239 8
26 33 81
64 89 22
60 92 36
14 87 13
120 200 6
46 107 84
17 55 28
24 35 90
65 86 62
210 248 90
15 64 74
52 59 61
0 24 51
108 190 10
52 237 88
181 242 79
1 142 94
58 106 63
47 95 15
118 178 31
169 203 45
21 73 50
50 70 47
15 161 21
29 81 58
37 95 36
149 167 29
11 245 76
38 169 58
144 232 13
105 114 10
6 220 7
1 66 60
159 183 71
124 209 84
7 37 34
11 138 100
26 211 15
136 149 61
62 90 66
49 64 75
19 179 8
68 111 92
87 243 6
86 217 37
16 64 5
126 135 80
37 87 83
63 244 48
196 201 9
44 247 54
147 191 63
110 244 70
84 175 98
57 131 95
95 182 63
57 142 79
7 241 84
116 228 70
2 32 23
25 157 52
155 215 41
78 130 84
106 179 73
147 175 0
90 149 51
157 218 68
34 48 50
148 187 11
33 180 31
129 195 92
18 166 92
11 176 87
37 211 96
36 175 38
67 127 16
199 222 30
37 217 85
99 121 36
122 240 77
4 226 46
95 129 10
8 156 52
47 75 65
26 195 100
183 209 4
82 102 81
57 176 81
185 225 69
71 117 33
57 98 12
85 214 43
148 173 80
162 233 70
16 158 58
46 233 9
43 58 16
1 81 71
95 98 82
57 81 50
234 240 41
10 109 88
93 159 82
146 186 29
45 79 41
15 100 56
136 230 81
13 156 80
119 211 93
55 83 26
141 162 78
59 146 82
23 146 77
12 17 21
117 183 34
17 246 47
94 249 21
181 194 78
167 211 0
123 175 67
154 169 77
216 232 82
20 91 1
113 153 17
70 236 65
99 127 18
60 176 90
93 186 3
175 212 41
124 149 77
118 218 63
61 224 92
144 183 47
131 132 42
8 43 65
134 182 36
28 198 34
171 231 53
78 241 88
108 191 84
112 182 68
138 199 3
14 134 15
17 202 33
54 185 30
161 216 28
144 148 8
17 53 22
24 177 46
32 206 2
69 215 70
45 239 52
166 189 100
57 213 59
0 147 78
95 126 29
34 199 3
187 222 45
20 77 46
160 161 75
194 221 87
98 112 25
73 219 63
191 197 1
47 222 75
121 195 65
121 201 86
62 162 77
234 239 29
36 170 76
31 183 98
128 246 25
43 247 1
9 129 51
226 246 97
80 111 18
24 141 15
76 238 69
100 238 45
103 200 76
65 221 97
71 180 64
127 144 85
95 194 84
0 119 42
7 194 13
66 159 85
17 192 59
135 229 34
118 134 72
177 196 16
206 241 67
21 211 90
96 222 49
151 169 56
171 181 11
90 235 28
37 92 8
48 147 30
12 88 17
122 125 3
110 123 66
184 232 16
36 114 20
18 131 31
73 223 9
53 172 28
39 196 21
123 134 45
123 135 29
185 238 72
16 166 69
10 118 33
47 166 94
0 222 19
121 246 95
62 174 63
139 227 77
57 229 92
109 182 84
119 141 98
200 231 99
9 245 97
50 84 88
191 221 57
129 167 25
32 122 49
82 123 39
215 222 40
202 244 17
48 175 1
2 61 59
103 215 57
85 152 2
44 124 51
135 226 57
3 202 66
39 208 51
26 71 29
110 120 84
33 205 59
78 201 26
11 15 45
92 225 39
29 230 95
95 207 40
208 212 16
40 119 23
36 220 1
15 52 9
40 171 15
9 227 33
71 151 23
107 117 96
47 153 13
115 235 43
93 95 71
141 182 56
12 86 100
14 118 41
81 90 87
130 144 18
49 234 52
12 150 6
5 184 30
1 44 91
17 83 94
98 105 58
176 221 51
200 216 27
173 248 82
60 209 63
195 204 45
181 209 51
216 220 15
157 205 100
22 215 11
200 205 74
32 192 64
180 183 69
96 220 72
114 128 96
64 201 26
14 103 10
156 199 15
48 99 11
99 111 94
110 177 57
3 73 96
25 44 50
15 212 17
36 188 6
11 209 50
52 180 77
8 148 59
47 131 63
81 82 25
59 186 62
165 173 55
19 220 9
87 242 12
1 182 68
105 125 61
177 223 54
51 144 93
26 187 6
133 189 4
137 170 9
158 237 53
41 131 35
205 238 21
52 178 79
101 109 90
17 49 15
167 230 50
2 29 0
148 200 29
19 139 90
223 244 34
90 183 2
85 204 100
207 246 72
144 203 34
11 135 51
138 157 61
82 85 5
38 151 82
42 182 7
34 122 70
10 66 49
68 189 71
163 177 86
69 155 3
18 68 49
36 137 97
38 214 65
186 208 93
13 159 12
94 153 48
176 219 32
0 207 37
22 174 92
91 204 12
205 210 49
17 114 38
46 92 94
222 245 24
24 41 92
7 141 1
50 204 42
111 128 30
84 191 2
65 81 52
31 81 73
105 163 36
68 152 21
114 207 1
5 226 7
48 229 70
13 249 47
16 145 8
30 211 54
156 182 74
138 224 44
90 202 79
126 244 95
193 213 80
28 88 18
141 152 79
15 220 100
54 244 93
61 236 27
168 247 20
238 241 88
73 240 95
6 230 34
49 109 48
237 240 42
124 132 32
0 74 38
58 73 0
70 73 59
113 160 42
133 241 62
146 147 12
24 214 70
196 241 45
62 236 4
22 61 63
134 135 7
39 60 24
93 197 49
160 203 55
66 152 26
145 234 89
3 43 71
110 231 92
31 188 50
103 179 84
45 94 54
50 199 61
163 239 97
29 154 39
133 170 15
128 221 9
193 206 6
151 199 87
57 154 78
56 124 20
142 146 97
10 143 76
20 108 78
213 233 21
60 111 14
74 241 4
37 247 90
64 195 34
81 176 96
197 234 92
79 139 95
32 220 60
195 212 60
2 236 20
54 196 92
32 131 68
65 122 57
143 194 98
207 232 2
20 25 46
132 182 85
129 235 26
25 127 35
200 248 13
206 238 27
95 241 23
37 188 45
48 76 30
33 91 61
76 160 7
92 131 37
24 178 78
202 234 28
109 221 26
173 185 16
5 11 95
83 227 28
102 132 53
190 225 66
27 124 5
53 166 53
70 222 67
16 213 2
94 102 27
17 237 4
148 214 95
10 233 6
227 231 61
31 159 61
80 138 79
107 177 77
43 66 73
40 79 33
77 120 56
22 214 0
131 187 57
47 246 4
166 229 36
29 203 20
164 215 98
51 220 65
22 235 58
163 173 34
120 160 0
144 222 45
103 239 75
122 220 71
68 178 67
59 128 75
74 120 43
21 182 90
112 133 22
9 31 73
15 48 56
121 198 12
104 136 54
159 249 45
81 205 60
36 134 54
75 197 80
73 82 70
36 54 86
1 120 57
53 158 52
47 146 83
16 203 20
15 129 53
99 186 83
51 165 90
128 152 52
109 214 94
39 99 60
130 142 39
26 44 91
47 178 1
46 103 59
33 188 18
30 49 66
64 213 86
230 249 100
107 210 80
132 231 79
119 160 86
122 206 42
74 142 76
195 231 61
28 170 84
80 139 64
143 178 37
26 199 21
41 139 25
82 163 47
