11063 150
98 133 17
98 77 28
98 131 54
133 122 89
122 35 28
122 109 37
122 66 24
131 87 25
87 101 70
77 20 94
133 63 2
98 103 76
87 52 80
101 78 22
87 12 43
12 100 73
52 2 38
35 30 16
122 128 21
20 60 36
35 73 55
66 75 98
98 15 15
63 115 35
133 69 33
87 118 94
109 107 47
52 42 22
131 10 60
77 71 37
128 6 1
98 24 89
71 95 76
87 17 13
98 83 74
83 106 36
20 21 85
77 51 0
78 64 17
51 120 56
20 65 89
69 125 30
75 29 73
52 14 28
21 90 82
128 59 78
6 57 62
59 36 78
75 22 37
107 5 2
64 139 73
6 48 59
22 85 94
75 97 96
48 123 0
21 16 33
29 41 68
83 47 60
131 99 59
131 92 77
47 53 64
2 49 43
100 149 53
59 11 73
71 146 53
90 86 20
99 132 34
49 144 25
73 130 9
48 67 74
63 84 71
42 39 42
120 7 97
75 72 5
20 28 22
139 147 38
73 56 95
64 82 86
90 79 62
63 4 44
53 31 24
75 137 96
131 50 27
31 114 53
101 0 77
95 58 64
56 23 27
67 18 82
72 76 45
15 96 12
149 80 20
5 13 45
107 88 98
50 54 67
69 19 58
47 93 53
48 145 12
83 110 29
80 127 0
59 135 69
90 68 30
30 143 87
109 105 28
7 25 26
75 124 10
131 113 82
115 104 90
12 111 29
92 138 51
54 27 77
127 102 79
15 1 85
71 40 73
84 94 51
71 119 76
99 126 78
120 89 35
80 140 19
124 55 93
94 116 1
11 136 77
78 81 84
87 9 53
138 34 74
2 74 78
56 46 73
65 91 22
5 32 38
7 134 67
114 3 61
28 45 29
17 37 100
100 8 94
21 129 59
57 61 47
147 33 8
143 121 81
32 44 60
50 70 92
64 148 17
53 142 59
142 38 76
123 43 56
143 26 18
16 62 66
134 112 61
137 117 92
66 108 61
105 141 11
15 149 40
24 101 56
0 82 3
135 147 79
44 115 17
35 123 4
1 58 56
30 84 38
17 47 73
22 116 45
62 139 10
98 107 16
5 30 15
10 149 58
58 121 93
52 79 72
13 40 34
117 142 22
2 73 57
35 111 53
110 114 24
54 82 59
114 128 74
79 122 96
46 144 41
92 134 2
16 26 81
18 138 42
120 122 76
3 108 1
21 102 68
29 79 58
53 134 62
46 85 17
107 115 100
84 130 6
98 138 91
68 95 23
26 70 39
75 117 17
6 130 90
21 70 57
124 140 66
71 87 61
61 87 96
32 61 83
66 103 43
51 147 32
102 118 49
111 127 62
62 68 52
137 147 74
78 111 30
68 74 11
26 35 47
2 95 1
41 147 74
75 81 94
24 43 62
35 113 28
46 113 21
137 149 67
61 73 8
7 108 71
103 140 38
18 102 96
87 90 56
12 109 43
60 64 47
41 95 92
120 130 62
59 71 35
125 127 56
110 134 94
1 40 76
9 76 36
38 41 62
40 108 89
18 93 80
12 57 97
53 113 58
82 136 48
71 100 93
79 148 33
74 128 45
36 127 61
40 86 56
16 101 9
46 94 74
50 126 100
110 131 2
40 97 27
34 135 96
61 74 26
34 60 37
19 58 37
14 148 13
13 59 58
2 103 59
38 121 24
19 147 78
3 115 2
0 76 23
44 124 3
13 128 88
10 33 99
9 110 13
3 43 23
27 93 22
3 145 0
5 93 77
25 57 32
134 140 72
22 137 0
146 149 23
51 133 5
10 45 4
56 60 100
29 119 64
99 102 75
127 135 36
28 103 66
59 136 92
8 110 53
10 55 7
34 144 31
58 145 63
28 71 37
10 134 8
65 115 82
3 64 91
20 50 91
25 80 59
40 135 28
51 103 62
20 24 97
18 24 17
85 130 4
54 106 76
32 149 26
79 91 46
37 66 47
39 97 93
45 54 93
38 103 68
32 137 27
29 143 70
7 142 84
95 142 36
4 98 97
86 103 13
92 98 86
15 134 57
38 145 44
40 104 79
63 106 71
25 141 62
84 149 78
11 82 62
79 124 77
5 80 83
95 134 1
90 109 14
18 130 68
108 129 13
103 106 5
60 86 68
32 124 90
58 81 46
62 80 73
4 58 53
17 110 89
88 109 16
126 141 91
17 64 33
71 81 9
3 24 45
40 131 3
40 95 65
4 56 63
10 58 27
20 137 90
108 128 97
119 145 11
33 68 67
30 59 93
63 95 60
48 143 83
112 133 47
59 73 32
51 56 60
43 74 32
45 127 22
68 105 47
11 122 49
60 140 78
5 121 78
66 124 98
113 124 36
89 132 44
24 40 97
59 120 30
81 95 92
13 42 98
67 79 52
12 44 44
14 59 95
10 26 34
90 148 65
121 132 67
33 115 73
125 146 42
55 64 85
1 34 68
50 103 29
18 35 47
78 93 62
21 114 0
27 89 43
68 81 100
10 25 97
37 44 97
4 71 51
76 87 37
18 33 22
7 78 39
117 147 17
10 83 42
75 112 57
86 135 84
62 104 12
15 132 33
13 131 23
33 129 26
1 62 5
68 83 2
65 83 36
97 128 32
43 120 83
3 62 16
25 125 26
26 47 92
99 138 58
63 97 15
21 104 25
17 94 4
20 146 49
49 69 34
130 136 38
4 73 51
98 109 65
114 126 72
37 121 74
19 95 89
65 118 49
82 138 44
4 113 96
4 75 13
34 80 55
89 112 77
29 124 64
43 125 55
96 149 20
122 130 15
6 70 98
12 61 53
28 69 47
65 119 10
63 126 35
9 96 67
134 136 6
60 98 42
104 132 83
75 132 48
32 117 97
115 120 3
105 119 83
143 147 54
40 118 44
85 123 71
13 140 57
65 92 70
94 127 69
40 64 28
54 92 1
77 113 38
52 118 28
70 78 60
53 103 71
0 122 29
100 132 93
51 113 80
56 135 6
70 96 79
10 74 13
74 119 15
19 54 29
15 121 32
33 95 53
90 131 68
10 133 42
92 114 18
17 104 64
42 123 2
37 72 74
4 12 60
65 141 27
100 134 94
87 113 29
128 139 74
9 55 57
126 145 41
4 121 17
60 101 41
128 135 48
131 144 59
83 109 70
15 42 93
117 118 75
12 31 81
68 73 21
59 81 78
79 123 69
11 66 97
76 97 47
95 130 67
119 132 32
87 114 88
103 147 37
73 122 95
55 70 44
74 102 15
39 50 47
56 93 29
77 87 5
31 135 55
4 13 63
24 81 90
17 60 95
45 57 47
41 55 7
43 65 95
23 123 47
48 146 69
139 143 51
61 75 96
11 77 95
22 100 35
69 71 3
33 90 58
38 137 31
19 146 89
75 106 87
37 87 86
37 88 83
0 144 84
2 41 63
14 49 20
11 48 45
109 149 0
83 96 22
19 40 68
65 80 38
100 115 84
43 86 32
50 90 78
2 137 11
57 107 96
22 65 99
25 58 8
23 89 62
48 136 47
112 118 98
44 76 59
97 137 3
5 54 67
74 146 59
112 128 15
32 63 27
33 84 91
26 85 64
30 91 95
54 91 32
34 126 75
12 68 76
104 121 4
20 89 9
25 60 42
18 109 34
85 144 31
0 6 93
79 112 4
73 139 78
43 111 12
46 54 0
22 93 6
32 100 44
43 88 87
13 73 12
41 57 45
33 40 32
56 94 86
77 96 80
81 144 94
4 110 30
55 104 50
139 144 56
65 106 67
24 67 49
42 60 47
12 84 43
8 84 19
133 137 3
1 142 53
44 119 60
98 147 0
23 140 41
19 127 98
59 60 34
36 42 39
0 130 66
62 91 48
3 20 0
20 91 11
42 69 3
90 99 49
38 105 97
15 64 85
86 95 47
17 122 44
98 121 31
88 91 12
1 64 58
48 112 31
46 50 31
42 75 24
9 114 71
36 79 89
104 131 97
10 72 93
88 106 58
27 83 20
14 105 50
11 141 62
119 137 5
54 126 83
16 145 25
41 76 67
29 120 34
59 109 98
13 139 56
31 37 93
16 73 32
65 142 52
32 68 43
36 37 46
5 122 20
19 86 69
45 49 80
21 47 54
93 111 52
119 139 22
27 29 38
9 71 78
66 112 1
71 120 48
25 136 99
23 66 87
63 85 11
13 30 17
64 91 13
23 108 38
30 147 4
18 75 29
136 146 34
13 99 38
86 105 44
34 41 33
64 147 68
60 146 21
2 134 39
36 108 25
4 40 35
26 43 11
101 147 88
5 11 68
115 132 94
71 94 84
12 71 95
26 66 65
133 138 87
8 74 61
51 73 87
4 101 19
39 128 3
15 90 40
79 88 53
57 58 4
50 141 81
3 18 80
110 113 84
46 133 62
23 85 10
35 93 8
38 133 95
120 148 59
68 128 91
30 82 56
41 134 64
12 50 23
93 94 43
33 69 27
122 146 18
22 99 96
93 145 10
5 112 15
71 84 97
81 109 8
92 119 27
10 95 4
91 95 22
95 145 78
61 146 63
109 140 24
58 111 49
18 65 13
2 112 72
33 56 39
6 39 87
41 70 29
0 68 20
41 77 9
38 91 61
52 68 66
52 132 96
16 104 95
17 138 53
92 100 57
43 85 13
99 139 40
46 64 54
5 50 58
44 143 75
13 51 0
44 148 85
54 58 36
20 121 28
47 139 27
4 82 95
79 85 32
35 64 55
66 104 48
48 79 65
53 87 14
20 33 57
24 149 4
31 117 2
15 125 24
46 137 10
33 138 3
19 30 88
24 133 49
34 71 64
30 73 92
38 64 0
65 70 35
32 57 2
95 131 88
2 108 72
13 134 22
21 138 19
58 119 1
52 82 41
106 142 27
96 115 84
35 45 1
24 92 3
74 120 41
27 130 64
100 107 4
39 148 80
22 71 80
61 149 43
14 58 32
22 74 18
80 101 45
74 148 80
13 47 97
25 55 67
5 10 83
71 89 6
90 94 0
79 109 49
74 125 73
74 103 54
125 137 41
50 66 6
76 148 99
91 120 17
30 111 71
64 98 80
32 145 81
47 65 22
37 46 85
88 98 34
67 102 85
55 72 24
19 107 87
96 117 65
31 60 8
114 142 5
54 145 29
28 102 82
27 148 72
36 86 63
95 135 5
49 118 65
121 144 56
5 8 71
55 59 63
35 88 81
77 146 4
107 146 5
26 88 9
56 109 22
28 119 19
38 56 83
12 25 76
28 36 88
45 99 88
27 76 27
9 112 3
34 81 41
61 88 20
53 63 24
62 124 46
10 86 34
59 86 52
61 118 34
61 134 87
23 61 53
75 78 96
44 99 7
54 75 9
19 116 16
17 58 86
71 115 63
75 139 74
65 126 66
14 27 63
17 148 100
47 100 39
73 91 50
26 53 35
13 21 99
0 71 100
54 98 22
27 59 1
131 135 50
128 142 28
50 105 24
50 118 10
86 101 74
1 145 15
26 111 46
82 134 1
5 98 30
49 85 73
117 130 63
5 105 47
3 84 75
122 145 28
78 117 85
133 144 11
49 134 80
57 114 45
59 96 47
40 85 5
12 135 71
91 137 29
5 27 29
5 86 96
52 148 59
106 138 78
48 140 83
70 130 93
5 126 86
31 52 14
83 136 67
79 128 68
107 141 73
57 144 90
20 38 8
10 137 92
50 94 48
80 82 76
55 60 85
48 55 41
4 99 31
34 42 27
61 67 44
68 148 31
62 82 11
42 99 74
78 108 80
38 52 12
55 91 32
62 129 78
104 109 37
63 100 33
16 19 4
88 100 19
7 93 88
44 139 15
36 130 49
83 134 62
111 124 35
40 52 5
57 134 6
81 102 87
67 92 19
5 74 38
55 134 76
48 87 4
65 75 63
72 100 17
123 139 3
46 116 80
83 143 73
14 20 26
76 134 95
50 100 18
72 113 16
12 83 15
68 103 66
26 94 90
45 48 58
83 112 63
12 53 31
30 124 67
35 50 42
62 146 40
19 149 95
5 116 77
86 102 58
28 145 26
67 113 24
56 145 63
25 90 4
110 128 94
23 58 90
73 127 73
33 71 18
18 68 22
62 78 94
99 145 52
4 93 20
67 93 57
1 132 89
116 128 43
34 83 72
45 62 68
27 73 50
125 128 25
48 117 9
123 143 3
18 115 91
62 134 15
66 76 31
71 144 98
32 116 81
29 116 60
37 135 10
39 54 79
68 82 81
84 126 33
55 141 75
12 16 7
68 111 52
31 54 13
7 55 0
19 70 24
53 61 64
109 123 81
115 145 74
40 128 3
53 91 31
111 131 3
4 68 65
4 29 45
31 108 88
10 46 12
97 109 52
63 114 75
20 22 83
101 106 74
30 131 25
55 111 48
62 109 45
81 120 90
49 149 55
8 140 63
79 87 87
44 63 27
36 129 62
31 101 2
67 131 100
79 94 13
104 144 95
29 65 61
1 121 9
8 102 34
128 129 52
62 142 74
82 125 69
65 123 33
94 134 5
22 113 33
59 118 27
20 47 87
34 116 72
89 136 46
81 101 66
52 104 40
34 84 59
73 144 83
81 90 71
5 139 53
29 42 33
45 52 94
46 143 9
66 92 34
14 47 49
70 85 54
5 17 83
70 82 7
84 145 26
52 72 68
20 131 94
4 14 1
141 142 65
0 104 12
28 99 6
69 140 3
110 119 77
43 52 41
72 125 92
1 61 16
67 84 60
81 149 29
114 130 56
75 104 2
38 97 94
48 71 29
20 83 48
68 86 35
29 77 21
23 90 89
66 102 37
27 147 40
31 36 95
0 74 97
58 59 35
71 136 1
35 134 4
80 135 93
109 110 9
44 127 92
33 119 65
16 34 69
28 100 91
25 148 100
30 80 61
109 141 88
43 144 19
91 146 95
66 84 98
95 115 37
21 121 96
94 104 27
56 65 87
9 144 2
69 112 57
60 82 57
9 124 53
20 40 50
21 147 93
35 112 85
129 139 99
37 50 64
83 124 81
84 110 70
73 128 20
9 143 90
3 33 93
82 105 52
23 72 61
58 100 84
64 116 24
14 125 94
8 117 64
28 49 54
54 85 76
104 128 12
7 11 66
45 97 100
94 119 70
1 47 33
63 86 92
5 92 90
23 77 33
103 122 8
125 126 99
11 15 25
35 116 93
63 145 91
59 90 86
57 117 29
6 117 20
16 112 57
4 77 18
49 80 33
58 125 59
68 85 65
65 137 27
1 19 34
3 142 12
58 124 61
12 105 6
32 39 71
25 26 41
113 138 26
116 130 21
23 96 75
5 70 58
41 115 52
85 104 58
93 125 65
31 106 46
7 27 48
48 72 38
11 120 64
6 103 51
110 129 25
14 25 94
10 15 20
6 33 85
14 121 42
8 149 7
37 78 5
24 119 1
54 146 71
125 138 71
44 122 84
101 105 33
109 127 79
38 63 50
49 50 29
62 106 42
7 148 53
43 93 85
48 147 57
8 35 82
52 144 59
95 133 84
109 139 62
55 86 55
51 65 36
11 21 84
33 94 92
28 62 25
53 65 7
18 134 24
76 137 44
60 66 30
92 132 17
26 68 57
22 50 39
122 127 49
45 81 48
109 135 18
38 132 18
69 124 37
85 98 8
107 129 2
60 105 39
54 55 31
51 107 98
17 61 31
40 58 69
85 138 74
16 41 33
125 133 30
99 101 83
14 18 47
62 67 76
113 132 21
11 146 98
83 94 79
41 107 53
7 29 82
115 143 11
84 99 81
77 89 72
114 131 14
63 124 61
21 50 42
125 144 41
7 123 21
70 77 4
73 148 62
9 122 41
1 8 32
21 24 31
82 132 14
14 103 38
2 57 78
28 146 36
51 69 62
23 49 77
12 63 5
66 96 23
91 134 62
52 141 91
91 99 99
7 97 31
25 112 73
58 114 70
12 59 41
85 108 64
31 109 74
4 131 23
62 72 8
74 117 37
111 116 93
11 27 37
4 135 94
97 118 78
74 147 51
61 106 32
21 48 25
45 144 59
42 71 76
17 35 32
102 113 73
52 64 15
90 126 5
2 14 59
25 83 53
27 45 20
74 114 53
120 142 79
70 80 76
100 139 31
16 105 96
139 141 70
56 118 74
94 121 57
15 35 78
14 23 35
32 49 22
29 89 50
66 136 85
70 81 52
27 134 38
77 118 43
66 126 89
27 149 27
44 71 50
85 116 28
23 135 18
15 87 38
58 143 4
53 121 1
23 63 92
71 105 17
85 141 92
12 60 19
23 41 59
61 107 4
16 48 72
64 122 69
31 126 45
49 133 67
50 75 97
33 98 22
15 95 88
92 146 97
136 147 45
5 64 51
73 146 99
82 97 36
94 114 41
95 143 76
109 148 49
62 135 2
46 109 20
117 125 36
66 95 57
90 121 15
2 98 75
12 20 67
