11063 150
6 72 13
72 26 25
6 142 1
142 115 92
115 119 94
6 120 70
115 42 100
42 136 42
120 50 57
72 91 78
91 29 16
91 4 45
29 54 95
72 98 33
29 149 8
4 121 15
50 17 70
91 61 86
119 70 25
91 63 93
121 106 52
119 78 29
119 109 70
72 49 61
91 76 91
142 73 28
121 37 95
136 68 0
91 45 44
61 94 44
142 15 72
17 108 49
115 139 50
139 86 53
61 117 56
98 137 73
115 52 35
54 79 65
86 83 72
94 7 42
98 66 58
117 0 75
86 3 93
42 128 26
86 132 28
50 134 72
139 129 73
109 55 70
86 80 65
86 32 4
63 74 41
29 146 61
128 9 68
76 5 65
9 125 85
7 102 77
42 99 68
72 144 93
5 24 40
15 12 8
94 93 6
129 135 70
45 140 1
55 118 100
129 110 95
68 100 4
134 71 48
12 107 99
86 40 86
42 13 98
68 64 80
146 28 59
109 34 46
17 27 91
107 145 20
72 123 53
49 20 59
120 58 63
80 48 56
121 111 14
146 88 41
107 11 61
109 104 25
52 65 93
7 23 63
45 143 47
76 33 16
123 122 86
135 59 18
0 8 95
139 1 12
108 21 17
137 148 0
23 141 34
122 92 41
52 96 40
135 18 96
11 103 58
103 56 88
145 147 26
148 127 67
49 81 31
63 51 61
55 38 31
3 43 26
0 138 12
91 101 16
148 41 24
94 25 70
88 53 13
6 69 42
147 75 72
102 113 40
64 116 53
103 19 10
69 62 64
5 14 61
78 97 26
138 36 83
4 77 89
148 39 36
0 44 40
61 133 60
97 31 76
142 46 80
23 112 44
134 105 15
66 95 84
51 126 19
132 47 58
148 10 5
109 114 82
101 89 5
102 84 42
133 22 81
123 60 10
118 2 84
39 87 58
141 124 55
24 90 7
15 82 7
106 131 5
7 57 35
38 16 34
4 30 5
61 130 91
27 67 25
73 35 89
1 85 90
65 109 22
26 50 43
69 121 28
86 136 74
73 141 75
15 74 56
27 102 10
84 96 69
22 39 22
34 60 19
38 62 26
3 141 64
2 3 4
26 143 78
58 82 7
97 102 63
48 142 31
25 146 28
53 74 34
23 68 22
8 95 29
23 52 15
31 61 14
48 112 22
87 138 45
27 41 54
11 110 53
59 104 8
101 140 72
30 133 46
17 119 13
16 54 77
2 148 99
61 144 96
142 147 95
13 54 64
57 116 30
2 26 53
27 124 78
103 109 58
8 136 77
11 122 2
101 119 37
47 63 59
55 94 61
59 108 62
9 142 26
18 84 64
32 54 58
1 104 76
108 125 81
90 93 12
72 106 4
11 68 6
74 105 91
1 28 27
66 109 47
28 127 53
10 124 38
0 11 32
10 24 49
75 103 44
138 147 72
40 80 66
83 126 80
101 148 98
69 130 100
70 108 27
92 93 9
15 29 88
61 149 33
37 111 83
103 125 39
44 103 10
113 120 54
44 45 53
33 85 5
53 82 87
118 119 76
10 33 11
23 46 92
71 82 98
13 78 1
87 147 64
31 107 1
91 114 79
26 98 64
118 127 43
38 72 86
6 147 76
0 96 19
5 90 92
69 127 35
41 126 67
102 104 61
1 142 89
1 116 14
1 10 64
2 114 45
139 142 67
20 141 29
2 143 1
2 108 15
77 116 25
22 40 83
10 27 63
23 64 16
17 121 41
7 117 58
86 137 87
96 145 70
17 126 65
8 36 1
31 94 52
83 112 54
89 139 16
134 140 17
21 71 8
63 116 35
60 69 15
50 135 100
36 126 50
38 89 50
9 32 95
23 48 70
46 75 18
51 145 8
67 96 99
29 114 53
58 114 21
83 84 29
67 146 94
10 36 23
19 96 33
61 62 21
85 107 67
67 143 23
63 131 37
100 116 11
52 70 94
43 149 16
21 137 7
95 97 36
64 142 54
48 121 96
71 80 44
11 13 75
37 116 61
19 61 38
40 103 92
79 101 56
94 114 23
98 118 37
61 110 91
22 89 11
99 142 92
13 86 86
0 139 7
35 116 71
77 93 19
72 75 77
122 145 68
18 89 63
27 133 60
36 142 81
69 135 73
98 104 18
51 107 21
53 102 36
20 36 17
78 139 77
19 66 96
48 81 99
54 139 96
11 106 23
41 43 54
83 128 41
82 144 75
52 101 63
70 79 82
89 90 81
69 82 73
18 68 44
16 46 37
17 68 38
74 102 0
13 83 28
106 141 77
57 128 11
14 50 49
24 66 68
87 92 53
4 135 28
146 148 62
10 44 82
88 103 13
33 82 1
39 102 49
4 125 60
58 140 94
47 50 94
10 103 4
31 36 81
98 136 12
60 122 14
0 114 9
99 109 63
56 106 99
4 42 66
5 118 18
4 21 54
53 135 23
39 48 37
94 132 72
34 53 99
25 71 38
22 95 75
60 79 14
87 98 47
51 88 52
22 65 31
2 12 72
100 119 85
96 98 48
35 149 39
44 140 75
86 142 15
40 134 32
4 101 13
11 133 53
9 119 3
21 32 13
10 132 39
35 106 59
87 91 95
59 136 35
56 124 77
87 122 30
68 70 28
133 142 69
7 97 0
66 135 71
68 114 36
81 98 22
20 124 86
96 134 40
10 138 4
0 60 44
80 138 74
97 124 33
19 100 60
54 106 22
4 102 81
56 69 62
50 108 24
62 138 84
65 76 77
80 116 85
47 100 11
23 85 89
30 134 67
30 131 90
85 142 35
30 63 38
57 130 39
5 45 49
75 98 47
23 32 13
22 96 48
66 72 23
14 17 4
23 128 73
5 26 1
39 79 85
45 67 17
46 76 65
15 62 24
93 145 13
140 148 78
5 147 33
26 58 89
76 78 95
23 75 83
48 75 11
101 107 26
63 68 45
34 131 83
123 135 48
35 68 13
3 53 76
7 19 85
9 127 2
49 133 67
81 126 3
47 124 17
28 96 32
10 35 97
6 64 42
74 142 10
25 137 54
20 103 58
6 125 81
102 119 52
25 87 90
16 145 57
107 148 89
85 96 39
7 74 14
90 99 2
19 22 8
8 55 23
32 120 7
12 43 35
104 105 37
38 90 6
6 30 28
58 79 25
3 61 11
4 146 91
47 129 37
60 114 48
69 137 88
34 92 92
13 143 16
44 142 38
6 85 23
11 91 9
45 58 57
75 90 98
39 50 84
8 76 99
21 53 14
44 130 60
116 144 74
108 110 73
25 33 11
24 81 69
31 42 44
7 37 55
89 91 52
115 121 36
92 103 63
77 141 5
90 119 48
74 123 10
6 110 57
40 132 56
13 14 96
20 118 23
9 11 100
48 126 35
62 76 64
63 84 80
38 104 98
18 106 28
91 104 10
117 122 58
103 119 8
13 65 61
82 109 8
48 49 86
40 41 26
130 137 49
85 141 34
59 84 99
68 113 63
61 85 12
67 95 43
72 135 0
32 125 64
8 43 57
78 82 20
55 65 54
43 138 85
15 76 52
27 120 24
31 126 83
13 23 12
139 149 36
64 131 29
82 84 71
54 78 69
0 38 52
16 93 97
44 129 15
42 66 41
23 101 25
95 127 43
11 145 22
18 51 90
57 142 8
44 90 59
24 82 68
111 122 94
41 133 69
2 58 67
49 109 73
23 103 94
63 64 96
63 96 36
8 137 97
21 135 71
14 37 23
83 96 77
9 106 93
104 142 3
24 68 84
13 100 43
6 71 55
118 132 62
114 131 29
2 42 65
4 25 96
69 81 5
37 129 21
18 53 67
25 54 60
100 134 48
82 139 63
144 146 82
16 99 41
8 12 82
19 145 19
47 141 42
76 101 34
45 69 74
5 68 83
74 100 49
3 30 25
11 94 31
74 89 52
21 85 49
84 148 16
105 142 65
6 49 62
119 146 73
39 62 75
115 148 41
32 42 15
2 70 23
101 133 43
22 81 58
48 139 43
23 57 60
11 118 31
115 124 47
124 131 68
62 72 5
102 122 32
93 135 40
48 86 75
47 49 18
51 95 15
2 51 49
16 112 55
95 115 64
107 133 6
30 101 4
33 121 94
54 70 41
60 91 26
22 106 69
75 84 20
9 138 10
17 88 40
106 109 82
48 64 88
12 23 38
96 102 95
10 38 6
38 102 54
59 97 12
39 121 38
72 99 58
14 29 55
34 45 51
22 52 6
18 105 84
118 125 45
111 119 53
35 119 17
6 20 74
36 90 51
12 64 89
40 110 9
30 95 85
83 123 76
79 88 33
68 116 15
55 58 3
20 123 27
21 111 35
20 102 35
114 126 41
48 127 75
77 113 5
63 105 14
50 125 73
0 89 95
18 100 40
103 126 37
47 69 85
23 88 29
40 88 32
19 86 14
32 35 47
95 135 79
30 62 23
33 64 99
0 1 41
16 36 7
0 15 40
3 95 95
46 145 49
75 99 22
4 14 11
52 63 69
27 127 4
85 118 56
72 147 74
81 135 10
11 130 1
83 116 62
132 149 70
33 103 51
12 104 88
2 79 26
107 139 63
14 42 69
16 20 84
78 123 41
3 131 32
95 137 10
51 148 29
23 77 56
82 112 26
81 133 45
6 45 20
20 116 60
72 80 8
45 86 45
14 133 18
112 138 56
13 85 96
61 69 39
17 93 0
51 112 9
128 135 65
119 135 37
39 59 92
99 146 9
27 87 77
8 129 80
67 121 51
25 114 60
62 100 1
17 130 77
16 91 35
4 46 98
60 129 10
51 91 8
29 144 50
54 110 93
18 78 99
24 119 18
45 57 13
41 111 87
37 71 91
97 131 90
4 60 56
50 84 68
66 101 8
143 145 30
75 131 49
68 115 46
54 116 33
10 82 28
40 87 57
56 96 81
32 137 47
51 138 76
53 81 93
106 140 57
5 122 21
42 109 65
3 40 34
0 101 48
42 89 39
2 56 91
56 109 8
29 32 59
9 80 70
82 106 21
61 63 17
90 126 95
30 37 34
45 139 0
64 89 24
28 58 22
76 105 99
24 78 75
53 123 49
26 53 15
37 147 80
80 93 79
12 138 56
112 114 38
80 121 78
127 132 35
25 68 89
60 96 30
7 89 18
15 61 38
51 75 86
73 77 80
19 41 59
39 111 36
30 123 47
54 82 42
53 90 35
0 3 72
70 140 78
39 49 46
5 120 85
57 87 78
26 54 91
75 100 54
105 121 18
21 140 33
1 82 99
102 106 31
109 144 85
16 19 86
59 117 8
83 107 90
46 48 26
66 71 41
57 71 46
13 96 54
42 145 48
22 85 15
20 21 80
63 71 72
8 24 89
83 142 14
53 78 48
87 115 99
58 128 52
64 66 5
42 73 28
110 145 97
4 99 20
75 94 78
19 114 90
39 125 27
1 45 94
71 87 48
112 125 85
26 142 30
41 83 72
15 125 80
47 56 68
50 118 19
42 82 51
114 122 31
22 56 11
25 116 77
81 121 11
67 135 32
97 110 21
56 87 47
5 129 28
79 135 1
144 149 47
39 95 1
92 109 67
29 44 48
66 105 71
46 90 72
109 137 97
87 117 23
20 148 67
74 99 52
4 100 70
44 55 88
2 68 72
76 97 29
37 136 82
58 145 85
24 29 10
2 104 26
84 86 5
110 139 2
41 101 44
78 110 6
57 94 6
71 106 98
10 104 75
9 38 66
20 139 22
54 125 64
71 99 69
28 126 67
93 96 46
33 104 76
10 129 57
23 113 66
95 119 24
43 70 58
93 146 81
50 113 81
48 62 91
69 87 62
56 137 91
79 124 31
4 64 65
106 139 77
28 113 66
5 66 35
30 66 98
87 130 4
109 118 82
87 104 45
75 113 53
90 100 34
93 123 4
16 92 6
40 46 90
103 104 64
10 123 24
17 83 38
70 113 60
6 51 22
43 88 62
7 140 59
42 47 1
43 44 18
2 109 79
23 91 54
42 121 43
101 114 98
29 66 29
50 117 70
36 118 40
27 137 50
104 132 28
2 105 82
14 24 89
128 132 67
56 67 25
8 87 78
37 45 61
40 113 90
11 104 31
57 79 59
15 119 84
110 140 7
16 88 22
105 110 10
54 89 97
109 120 63
8 145 45
4 119 86
85 92 38
76 146 33
111 139 35
84 132 8
10 147 35
4 7 74
40 119 92
57 105 37
41 127 80
57 123 91
1 48 60
88 142 51
75 86 58
99 132 57
124 139 58
63 135 36
97 141 9
34 72 26
16 72 76
44 95 96
3 148 19
21 55 96
51 134 77
19 97 67
43 89 2
71 79 56
97 139 11
50 114 39
109 146 51
81 109 94
56 91 60
88 104 50
27 40 59
58 111 14
19 49 36
3 69 90
4 109 59
17 137 94
86 138 64
15 123 17
18 128 14
125 133 89
84 124 43
45 114 74
42 125 40
21 115 79
72 94 36
62 70 7
106 136 56
3 74 67
73 91 14
19 37 52
28 139 81
20 85 4
24 47 44
6 46 19
59 107 52
15 115 33
41 51 25
23 120 40
91 99 93
120 121 68
1 58 3
67 73 89
10 140 98
42 95 55
22 146 71
38 44 38
62 118 26
62 130 99
17 98 10
37 88 9
42 59 49
22 122 95
30 48 31
54 96 38
50 54 74
51 67 56
59 83 25
32 64 84
56 113 52
56 92 93
116 135 41
125 132 82
69 131 2
19 102 96
78 116 33
33 68 59
118 131 44
55 141 21
90 102 20
17 123 46
58 129 15
114 141 84
52 91 58
100 142 66
27 74 42
34 121 43
36 141 57
56 65 24
86 147 10
99 139 94
26 101 67
52 80 47
19 38 50
60 108 92
109 138 9
74 76 85
52 58 94
6 140 81
37 77 72
30 136 71
4 55 37
128 137 76
4 71 8
12 94 20
130 146 42
9 102 54
29 111 53
47 60 11
13 125 55
49 62 35
20 30 94
27 129 19
11 108 20
38 63 22
4 18 9
69 77 63
10 69 48
3 136 84
16 65 17
51 109 31
44 51 30
7 61 5
69 138 84
42 93 32
65 145 100
89 110 93
41 114 95
29 86 83
121 129 97
93 108 85
58 126 79
41 143 100
33 143 19
38 95 91
8 72 24
8 25 53
14 66 57
28 90 83
65 72 79
139 143 87
89 109 70
89 121 49
38 96 31
88 92 36
52 92 61
50 140 35
16 48 81
20 82 9
73 133 56
78 90 10
6 128 49
59 71 21
28 141 97
25 44 1
66 102 69
113 134 93
30 83 92
6 11 41
78 86 60
62 121 81
15 106 90
54 105 45
21 100 7
13 84 2
30 43 30
32 66 58
46 86 59
33 108 11
72 129 40
69 116 71
22 129 69
88 128 10
49 134 1
72 76 41
12 95 13
64 137 14
86 117 62
117 127 43
72 78 8
35 52 52
42 123 50
36 79 32
30 52 19
56 89 24
54 61 48
14 46 10
102 120 17
35 97 68
51 53 52
80 84 21
69 91 93
33 129 22
13 147 25
97 127 18
102 125 50
32 132 93
10 130 51
32 43 84
86 121 68
59 64 77
3 125 19
54 118 27
31 45 87
20 26 69
62 116 29
4 141 5
66 130 74
122 138 0
133 144 10
44 139 17
71 121 37
40 52 38
12 86 43
20 147 27
5 101 23
29 95 63
21 107 38
62 132 13
104 143 47
0 112 1
101 106 68
9 87 54
73 120 74
46 65 75
130 136 31
59 122 93
121 124 48
78 147 13
8 124 80
55 110 77
37 132 5
11 61 5
23 40 100
45 52 43
71 105 7
15 114 52
14 117 42
67 123 48
58 113 9
82 101 78
66 106 43
72 121 45
109 143 60
79 81 63
43 51 17
66 82 85
29 70 98
43 45 16
62 105 100
55 105 60
24 112 36
51 105 68
33 145 29
9 19 29
61 72 16
34 56 44
106 112 47
102 134 96
57 96 10
20 41 47
15 47 24
98 102 72
86 115 68
33 61 25
117 135 85
53 75 8
134 139 76
65 68 94
7 143 91
19 20 87
55 138 58
16 40 28
59 129 69
3 84 75
74 128 97
9 132 67
102 118 52
116 131 100
56 70 12
78 129 87
20 22 49
56 149 19
51 59 20
65 113 18
18 73 56
19 119 79
45 144 31
33 86 83
21 43 92
24 95 45
99 120 34
82 124 30
65 97 98
6 70 34
8 108 84
35 58 35
52 82 63
33 87 30
43 83 4
5 72 94
51 104 76
26 115 24
55 67 53
24 129 45
7 25 11
69 129 56
24 110 38
45 80 92
116 122 78
2 81 66
42 52 42
42 83 53
110 130 50
56 144 74
31 111 36
28 39 50
7 98 36
50 80 27
21 77 56
97 109 40
93 100 60
66 67 12
43 126 14
58 63 7
