140437 750
2 259 85
259 167 83
2 746 22
2 28 63
2 536 54
259 745 72
28 15 22
745 318 24
536 654 23
167 182 100
2 306 39
306 277 18
654 36 51
318 221 57
306 297 4
277 24 46
746 697 61
259 108 93
536 192 11
28 540 59
277 126 43
259 315 2
2 481 85
315 357 88
15 416 83
36 411 97
416 646 3
411 281 82
108 341 59
536 272 82
221 29 30
272 443 82
15 709 75
15 356 58
29 346 30
357 147 87
297 136 9
646 286 27
411 124 39
481 397 30
411 239 69
29 52 51
646 199 39
192 27 58
28 732 6
646 676 35
318 657 98
397 712 6
746 85 82
182 365 58
85 231 52
27 550 41
745 404 84
2 93 33
318 684 44
192 740 34
167 422 3
126 694 92
404 336 93
357 523 42
712 48 6
52 337 26
657 172 50
124 78 60
28 65 83
182 63 53
540 421 10
172 303 20
272 299 61
411 519 54
318 498 54
182 364 51
199 425 4
356 84 67
108 335 39
740 444 8
550 180 19
732 626 74
172 94 35
93 144 48
357 731 99
2 326 74
697 538 18
416 178 13
335 374 100
84 373 31
684 12 63
538 213 61
364 596 98
231 347 58
272 307 1
178 612 89
646 625 81
346 246 14
299 567 32
335 460 72
336 408 11
408 344 45
124 42 69
36 59 3
108 361 8
24 681 52
626 417 35
29 40 34
732 41 67
709 418 22
336 80 47
286 574 8
315 322 94
444 437 75
397 466 37
65 479 66
466 465 50
28 275 70
85 475 91
192 271 3
192 545 71
374 140 36
239 135 17
498 44 7
341 695 55
167 19 80
567 716 47
356 638 75
144 143 17
657 464 27
24 7 66
364 544 33
544 642 53
167 254 76
460 666 77
481 741 2
213 403 10
425 499 17
167 68 67
52 69 12
136 339 69
231 736 40
307 652 3
408 702 77
638 175 70
646 635 11
326 112 60
135 340 58
416 128 40
339 431 12
140 333 38
340 264 62
356 423 73
264 727 95
307 419 32
140 6 47
80 527 56
254 273 16
41 111 12
48 485 90
19 141 15
422 463 37
29 569 56
140 647 50
336 238 90
63 274 82
732 129 92
24 517 75
418 226 59
335 233 12
335 717 65
498 441 54
307 624 74
94 595 58
108 578 2
172 156 53
307 215 84
44 302 7
443 49 10
498 97 1
336 107 79
745 1 88
741 393 59
65 312 44
612 744 31
29 188 48
326 62 8
732 724 99
135 432 75
129 467 62
596 181 32
231 279 13
62 311 92
544 428 50
374 381 60
423 440 56
364 644 12
569 228 11
307 11 92
286 218 98
567 83 20
475 355 62
574 121 56
277 387 87
437 366 20
274 208 49
231 622 21
112 88 14
681 9 72
135 98 5
622 494 43
527 693 80
208 714 26
419 706 91
432 705 89
567 576 29
741 401 91
307 232 29
275 649 10
28 409 20
567 16 21
167 450 91
419 390 73
182 581 70
172 203 32
624 547 64
460 301 5
6 528 72
63 295 24
29 584 17
366 484 30
741 410 93
519 501 51
63 583 92
418 446 75
397 151 23
540 395 72
69 283 69
444 455 50
727 468 90
440 56 90
326 593 6
364 145 12
108 293 97
231 668 56
635 73 45
390 205 62
48 565 22
638 648 17
409 313 48
494 152 76
466 160 97
624 260 40
6 249 53
93 564 42
668 599 18
625 524 80
411 292 80
297 688 83
56 198 16
688 655 72
484 202 64
567 317 92
108 415 44
727 270 64
647 100 57
746 342 35
107 350 91
88 251 21
432 214 51
593 148 6
295 737 74
612 115 12
415 627 11
498 77 56
540 168 72
350 601 81
408 728 100
647 699 49
717 133 77
467 628 31
214 400 14
702 153 55
48 656 40
129 514 54
446 125 38
417 359 87
465 47 44
156 288 71
498 262 28
395 535 51
288 376 33
88 554 60
550 164 86
684 588 23
519 372 13
498 396 32
73 406 65
344 294 71
239 511 35
527 345 95
646 120 5
421 604 72
627 35 14
374 193 44
622 568 75
56 607 54
415 723 77
479 405 13
11 492 53
681 149 78
107 102 97
312 531 23
254 114 55
397 445 70
365 358 84
744 66 96
627 462 74
361 289 37
684 637 46
741 616 85
727 490 58
567 280 50
294 489 46
406 563 75
373 352 45
355 163 16
9 559 24
199 230 98
588 585 44
136 91 62
15 534 93
295 257 8
77 436 100
705 222 94
78 385 78
270 177 26
208 33 98
311 157 72
135 166 77
528 8 94
588 256 14
705 200 65
356 701 62
574 132 37
517 394 54
260 633 16
612 321 76
417 229 46
102 242 19
547 721 23
84 713 92
593 235 68
132 189 85
52 505 15
626 722 77
479 39 33
536 461 73
419 219 21
213 101 21
145 674 31
77 743 32
697 75 66
101 367 5
270 17 5
355 696 33
107 533 37
633 89 89
728 512 50
517 174 20
431 700 25
164 349 58
214 572 21
401 223 1
69 386 57
411 290 65
254 92 81
498 614 3
461 718 1
624 603 48
505 639 99
386 207 60
612 330 92
467 201 42
614 32 88
207 667 17
93 305 29
48 641 78
376 375 18
666 236 62
144 225 35
1 608 89
559 515 40
741 493 88
713 194 37
514 72 51
11 571 84
743 296 73
614 471 53
455 434 26
639 520 20
425 82 66
534 113 38
465 165 76
75 331 92
305 398 49
219 253 4
194 210 32
256 675 55
547 729 37
218 162 39
6 470 26
69 327 59
29 472 0
355 591 100
626 90 69
162 383 35
331 537 98
386 507 92
460 435 56
236 690 2
367 324 5
637 474 61
737 710 98
188 488 65
48 548 69
260 459 7
467 362 41
498 285 75
674 54 89
180 379 53
581 186 80
107 661 64
156 473 68
140 480 6
295 703 51
376 391 92
473 388 91
317 319 4
6 448 71
585 323 89
7 104 8
567 37 96
133 521 96
233 18 19
11 420 97
446 338 5
410 609 49
341 449 35
89 698 77
418 412 11
467 589 49
100 496 0
492 451 99
364 597 39
697 117 83
84 142 62
256 55 34
528 60 43
84 334 7
416 575 70
595 43 60
345 558 59
321 551 77
462 351 66
228 278 14
121 618 99
366 704 44
667 265 9
147 30 74
501 20 63
228 587 71
688 458 56
297 122 2
401 267 61
296 606 64
194 220 62
112 371 64
390 561 59
458 300 1
583 500 66
409 70 79
260 96 84
655 382 5
528 14 88
181 525 17
326 456 32
351 261 20
374 611 50
168 552 40
208 243 81
11 86 74
394 677 99
166 197 95
272 673 55
538 309 48
2 424 27
289 328 16
346 116 61
17 651 20
200 555 77
92 670 54
292 310 2
294 217 69
581 510 73
345 719 78
203 58 61
11 266 46
40 738 79
517 748 17
676 586 53
326 354 87
60 546 41
296 227 73
466 610 8
299 692 12
656 734 97
166 67 3
305 653 48
628 137 10
96 429 41
208 430 90
443 64 67
666 3 34
635 686 12
391 21 68
261 26 37
618 605 0
193 130 97
638 617 41
292 57 84
253 602 47
599 118 80
201 131 66
479 224 53
379 439 89
686 384 40
607 146 62
561 99 81
14 543 53
180 615 40
357 508 79
75 247 80
700 541 58
405 105 2
729 598 85
40 38 3
140 332 50
576 529 17
324 672 78
472 109 61
412 316 71
743 183 90
501 353 16
641 522 75
463 139 17
458 158 39
422 689 50
436 665 28
648 504 92
698 150 45
461 360 100
128 45 22
205 53 82
6 185 33
112 663 82
703 284 61
16 708 3
289 711 99
130 683 0
409 516 42
112 513 33
393 171 87
322 477 82
16 329 25
249 255 73
724 4 58
565 234 72
508 503 14
141 487 92
257 742 6
207 658 37
668 476 59
199 380 67
628 252 25
718 680 80
99 216 79
719 170 100
165 320 92
86 414 90
376 106 7
299 240 56
180 407 75
122 502 66
185 433 80
388 378 41
614 159 99
565 483 41
443 13 31
77 562 95
332 402 91
465 119 67
555 725 70
185 190 1
725 71 0
335 739 52
439 631 67
697 682 55
408 542 49
690 506 56
349 51 43
425 478 24
57 5 42
375 427 63
578 600 75
635 191 75
157 343 55
82 95 43
