15562 250
131 89 87
131 233 39
233 123 77
233 194 75
89 125 90
89 160 64
131 4 20
4 142 34
4 216 64
4 114 99
142 99 55
114 48 56
125 207 12
123 143 15
4 135 43
194 94 75
216 116 88
233 221 30
123 80 41
116 17 17
116 50 80
207 96 60
142 56 60
50 68 74
50 150 100
114 55 69
96 86 53
68 176 60
48 129 24
131 229 69
233 59 46
55 26 22
17 2 99
150 110 32
89 146 62
116 6 18
86 95 62
176 107 98
142 249 42
216 63 29
221 157 34
107 185 15
216 193 18
185 187 54
160 61 5
146 222 46
131 76 57
50 25 43
89 52 47
157 106 94
4 72 63
56 64 53
48 141 70
207 151 71
142 34 70
114 162 43
222 18 61
34 155 86
6 103 92
129 149 54
68 235 67
222 237 7
68 23 31
125 183 48
185 81 57
187 166 51
162 39 86
80 159 70
6 198 78
2 7 73
68 232 38
232 174 76
193 231 48
183 49 59
193 100 0
94 147 3
233 112 85
135 145 57
143 211 56
23 124 3
129 21 20
162 210 37
7 36 86
183 204 19
21 203 39
56 44 58
80 133 59
17 165 73
110 181 3
39 244 13
147 70 100
141 0 88
210 188 4
18 102 98
107 242 40
103 148 35
0 73 13
211 115 69
244 16 7
124 117 14
162 212 39
131 205 30
203 57 100
2 3 61
99 19 59
57 88 96
176 101 13
123 178 37
72 224 73
145 37 74
145 97 67
205 108 54
116 118 97
159 144 9
63 195 26
23 43 33
203 217 30
97 46 22
52 20 7
108 33 32
166 226 8
16 161 13
106 67 27
44 171 49
178 208 66
149 71 20
203 228 6
224 119 61
157 199 51
50 189 92
103 163 28
162 218 24
208 239 63
4 54 40
204 51 54
2 31 50
34 220 35
235 238 10
221 234 82
149 241 92
20 175 90
193 219 76
142 9 64
21 172 80
7 109 24
116 214 71
244 98 57
212 209 100
231 65 68
231 8 64
44 190 88
7 138 96
212 168 79
224 22 62
188 243 63
220 158 31
218 167 80
172 5 52
101 15 47
96 236 61
187 113 23
113 170 6
17 93 49
211 246 5
238 196 75
249 60 90
70 240 73
142 121 73
170 120 23
43 197 46
228 169 57
100 77 92
121 14 65
33 184 44
26 41 39
238 1 16
109 92 95
158 47 27
158 223 91
115 248 15
56 215 78
149 230 68
120 182 59
41 180 59
7 32 0
92 128 2
5 136 12
44 111 42
129 134 6
47 140 36
224 225 98
147 74 37
54 42 80
31 186 63
23 202 96
228 83 33
203 206 40
61 53 84
203 30 62
86 38 14
63 132 95
208 245 90
163 13 35
149 191 80
143 29 35
191 137 27
137 127 42
209 139 18
33 11 27
220 152 39
42 177 72
134 153 9
119 227 85
32 154 28
19 27 74
23 130 8
117 200 49
219 213 19
50 24 19
177 45 92
237 179 98
135 58 27
110 85 27
85 87 72
94 192 98
109 78 21
152 104 44
184 84 21
246 12 45
226 156 39
234 173 75
14 79 19
226 105 61
16 91 42
37 90 0
234 35 97
237 28 89
143 62 24
244 40 32
239 201 89
198 75 90
15 66 25
138 126 36
205 164 2
104 69 68
153 10 89
6 82 52
117 122 88
74 247 41
172 218 76
106 210 38
214 235 90
3 136 78
55 236 57
4 199 72
150 235 34
109 129 31
153 206 30
89 136 100
132 174 98
184 202 67
42 64 69
25 229 70
8 139 85
124 178 95
83 178 29
50 111 35
104 190 100
45 65 34
171 249 54
209 215 14
40 176 60
154 226 99
42 91 30
77 130 80
34 226 27
60 64 67
20 49 81
41 125 45
88 230 64
81 122 20
78 238 24
37 222 34
106 140 97
36 146 97
199 225 78
190 207 98
99 208 9
91 161 38
39 101 48
60 66 85
170 238 98
27 122 67
193 241 46
123 191 61
139 237 4
3 69 93
87 243 95
30 120 2
13 73 41
12 112 46
2 242 9
11 77 56
93 202 81
28 177 50
3 139 51
62 151 12
102 175 32
29 207 56
109 203 16
72 111 29
99 179 65
114 172 2
39 74 16
62 206 17
114 173 55
148 247 88
168 202 56
106 169 95
155 189 53
91 204 36
205 233 21
32 157 90
147 171 59
111 144 35
57 119 79
202 207 13
57 112 6
12 93 25
103 136 76
20 41 77
140 186 30
1 233 47
9 111 47
115 209 12
20 212 51
49 69 18
14 70 24
96 130 55
2 153 23
111 152 100
54 76 85
199 202 76
104 233 83
22 87 26
77 129 66
206 218 52
132 211 21
141 180 22
156 180 68
117 194 57
227 246 52
132 190 40
179 186 99
46 245 70
17 123 20
80 99 33
178 243 68
168 230 7
8 126 31
208 233 6
38 209 66
210 238 31
50 119 46
146 155 91
5 32 19
102 152 20
99 187 45
86 164 38
111 140 33
134 154 18
139 228 39
141 208 31
64 178 3
13 72 89
181 248 69
109 247 19
135 139 36
13 30 71
84 219 42
230 243 37
63 233 11
102 198 26
12 118 17
124 141 78
20 236 80
147 226 61
137 166 85
155 244 4
191 226 27
151 167 59
45 223 39
9 98 57
73 238 80
8 242 66
24 27 10
73 177 54
87 222 22
20 221 98
2 83 32
21 61 76
62 114 12
72 124 93
30 229 25
69 173 2
67 91 84
185 217 6
193 220 81
104 131 76
108 131 33
24 160 11
166 190 93
61 201 98
133 205 37
44 110 63
24 226 37
14 179 83
73 100 80
186 223 88
108 240 80
20 78 87
59 81 84
